video,model,detect_classes,tracker,processed_frames,source_frames,source_fps,imgsz,conf,match_thresh,confirm_frames,mot_min_hits,reid_weights,reid_device,reid_fp16,total_people_detections,total_two_wheeler_detections,frames_with_raw_overload,frames_with_confirmed_overload,confirmed_overload_tracks,avg_elapsed_ms,avg_fps,saved_video
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/weights/yolov8n.pt,"0,3",association,912,912,30.000,640,0.25,1.05,2,3,/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/weights/osnet_x0_25_msmt17.pt,cpu,0,784,819,0,46,2,31.988,31.261,
