video,frame,timestamp_sec,vehicle_track_id,vehicle_class,vehicle_conf,vehicle_bbox,matched_person_ids,matched_person_count,match_scores,raw_overload,confirmed_overload,elapsed_ms,fps
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,21,0.700,M001,motorcycle,0.280,460.5 351.9 481.9 385.7,,0,,0,0,27.972,35.750
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,22,0.733,M001,motorcycle,0.287,460.7 352.0 482.0 385.6,,0,,0,0,27.661,36.152
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,27,0.900,M001,motorcycle,0.252,460.2 353.3 482.7 386.5,,0,,0,0,27.792,35.982
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,33,1.100,M001,motorcycle,0.268,459.6 352.7 483.8 387.7,,0,,0,0,29.245,34.194
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,34,1.133,M001,motorcycle,0.318,459.2 352.2 483.9 388.7,,0,,0,0,27.862,35.891
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,35,1.167,M001,motorcycle,0.321,458.6 352.3 483.9 388.9,,0,,0,0,28.595,34.971
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,36,1.200,M001,motorcycle,0.290,458.3 352.5 484.2 388.5,,0,,0,0,29.523,33.872
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,37,1.233,M001,motorcycle,0.285,458.1 352.5 484.2 388.5,,0,,0,0,28.094,35.595
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,39,1.300,M001,motorcycle,0.253,458.0 352.2 484.3 389.1,,0,,0,0,26.906,37.166
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,40,1.333,M001,motorcycle,0.279,457.9 352.1 484.4 389.6,,0,,0,0,27.400,36.496
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,41,1.367,M001,motorcycle,0.261,457.7 352.3 484.5 390.3,,0,,0,0,29.297,34.133
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,42,1.400,M001,motorcycle,0.272,457.4 352.4 484.4 390.6,,0,,0,0,27.689,36.116
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,44,1.467,M001,motorcycle,0.291,456.6 352.8 484.7 391.1,,0,,0,0,28.229,35.425
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,45,1.500,M001,motorcycle,0.265,456.5 354.8 484.4 391.3,,0,,0,0,28.607,34.956
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,49,1.633,M001,motorcycle,0.257,454.5 355.8 484.1 393.7,,0,,0,0,27.956,35.770
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,50,1.667,M001,motorcycle,0.264,453.5 356.4 484.0 394.1,,0,,0,0,26.840,37.257
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,51,1.700,M001,motorcycle,0.313,453.2 356.5 484.0 394.7,,0,,0,0,27.487,36.381
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/9/9.mp4,52,1.733,M001,motorcycle,0.394,451.7 355.6 483.9 395.8,,0,,0,0,28.620,34.941
