video,source_csv,region_bbox,vehicle_count,overload_vehicle_count,row_hits,frame_hits,vehicle_ids,overload_vehicle_ids
/Users/peter/Desktop/视频/原/9.mp4,/Users/peter/Desktop/视频/原/9-yolov8n-overload-ljt_frames.csv,22.3 409.0 1049.0 698.4,12,4,641,407,1 13 15 22 23 24 25 26 33 34 5 9,24 25 26 9
