epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
62,2806.44,0.77704,0.54308,0.99431,0.87306,0.88171,0.91225,0.59979,0.96164,0.56831,1.20098,0.00148537,0.000495125,0.00148537,0.000495125,0.00148537,0.000495125,0.00148537,0.000495125
63,2851.39,0.76992,0.52689,0.98765,0.89594,0.8557,0.90953,0.60522,0.95663,0.53858,1.19229,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275
64,2896.06,0.75365,0.52895,0.9862,0.87473,0.87727,0.90546,0.59725,0.95283,0.55878,1.19635,0.00141113,0.000470375,0.00141113,0.000470375,0.00141113,0.000470375,0.00141113,0.000470375
65,2940.99,0.74774,0.52027,0.9843,0.87809,0.86088,0.89667,0.59718,0.9719,0.56273,1.20372,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458
66,2986.14,0.7522,0.52013,0.98717,0.88906,0.85818,0.90348,0.59874,0.97138,0.54891,1.20302,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625,0.00133687,0.000445625
67,3031.39,0.7577,0.51723,0.97764,0.88384,0.86799,0.90915,0.60346,0.9702,0.54814,1.22103,0.00129975,0.00043325,0.00129975,0.00043325,0.00129975,0.00043325,0.00129975,0.00043325
68,3076.38,0.75425,0.51939,0.98826,0.87932,0.87674,0.90906,0.59566,0.97271,0.55288,1.21252,0.00126262,0.000420875,0.00126262,0.000420875,0.00126262,0.000420875,0.00126262,0.000420875
69,3120.6,0.74039,0.51327,0.98039,0.88273,0.86927,0.90559,0.59154,0.95806,0.56112,1.207,0.0012255,0.0004085,0.0012255,0.0004085,0.0012255,0.0004085,0.0012255,0.0004085
70,3165.07,0.74245,0.52014,0.98527,0.88534,0.86531,0.90077,0.5929,0.9648,0.55045,1.22199,0.00118838,0.000396125,0.00118838,0.000396125,0.00118838,0.000396125,0.00118838,0.000396125
71,3209.31,0.73633,0.50926,0.98248,0.88985,0.87164,0.9015,0.59525,0.96416,0.52874,1.20852,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375
72,3253.57,0.73895,0.5111,0.98253,0.87228,0.87725,0.90525,0.59527,0.95483,0.53469,1.19838,0.00111413,0.000371375,0.00111413,0.000371375,0.00111413,0.000371375,0.00111413,0.000371375
73,3297.64,0.72332,0.50195,0.97607,0.88212,0.86957,0.90376,0.59781,0.95739,0.55768,1.20381,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359
74,3341.64,0.72238,0.49045,0.97106,0.89116,0.86493,0.91086,0.59961,0.97365,0.55448,1.2219,0.00103988,0.000346625,0.00103988,0.000346625,0.00103988,0.000346625,0.00103988,0.000346625
75,3386.12,0.72882,0.49426,0.97527,0.89636,0.856,0.91071,0.60517,0.97055,0.54688,1.22301,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425
76,3430.14,0.72106,0.49411,0.96915,0.89435,0.85054,0.90888,0.6003,0.96992,0.54932,1.22136,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875,0.000965625,0.000321875
77,3474.97,0.71914,0.49119,0.97219,0.87049,0.87481,0.91016,0.60244,0.96329,0.55418,1.22181,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095
78,3519.37,0.70999,0.48579,0.96763,0.88425,0.86219,0.90416,0.59945,0.97121,0.54226,1.22036,0.000891375,0.000297125,0.000891375,0.000297125,0.000891375,0.000297125,0.000891375,0.000297125
79,3563.63,0.71479,0.48267,0.96935,0.89061,0.87329,0.91078,0.60471,0.95986,0.55521,1.20827,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475
80,3607.43,0.71351,0.48433,0.97055,0.89245,0.86083,0.90793,0.59981,0.96981,0.55151,1.21494,0.000817125,0.000272375,0.000817125,0.000272375,0.000817125,0.000272375,0.000817125,0.000272375
81,3651.44,0.69549,0.47482,0.96262,0.87867,0.86809,0.91126,0.60345,0.96752,0.54056,1.22197,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026
82,3695.65,0.70311,0.48239,0.96428,0.87246,0.8774,0.90975,0.59693,0.97106,0.55521,1.22373,0.000742875,0.000247625,0.000742875,0.000247625,0.000742875,0.000247625,0.000742875,0.000247625
83,3740.24,0.71659,0.49151,0.96559,0.87626,0.87447,0.90725,0.60321,0.98481,0.55663,1.23807,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525
