video,frame,timestamp_sec,rider_track_id,rider_conf,rider_bbox,occupant_count,head_count,helmeted_count,no_helmet_count,matched_occupant_ids,match_scores,raw_overload,confirmed_overload,helmet_status,elapsed_ms,fps
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,142,4.738,M003,0.871,464.3 262.2 575.7 427.9,0,0,0,0,,,0,0,UNKNOWN,26.486,37.756
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,143,4.771,M002,0.916,570.8 280.6 743.2 486.3,2,2,0,2,P003 P004,1.628 1.588,1,1,NO_HELMET,28.151,35.522
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,143,4.771,M003,0.869,484.9 260.2 596.9 424.3,0,0,0,0,,,0,0,UNKNOWN,28.151,35.522
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,144,4.805,M002,0.893,582.6 282.0 753.7 482.6,2,2,0,2,P003 P004,1.628 1.587,1,1,NO_HELMET,27.677,36.132
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,144,4.805,M003,0.865,504.7 263.8 602.7 423.3,0,0,0,0,,,0,0,UNKNOWN,27.677,36.132
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,145,4.838,M002,0.907,592.7 280.9 761.5 480.8,2,2,0,2,P003 P004,1.623 1.590,1,1,NO_HELMET,26.285,38.044
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,145,4.838,M003,0.849,522.9 260.5 617.7 419.4,0,0,0,0,,,0,0,UNKNOWN,26.285,38.044
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,146,4.872,M002,0.934,611.0 284.0 775.0 476.0,2,2,0,2,P003 P004,1.629 1.587,1,1,NO_HELMET,28.521,35.062
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,146,4.872,M003,0.819,541.5 262.2 629.6 419.5,0,0,0,0,,,0,0,UNKNOWN,28.521,35.062
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,147,4.905,M002,0.918,623.9 280.5 782.1 473.0,2,2,0,2,P003 P004,1.627 1.582,1,1,NO_HELMET,27.857,35.897
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,147,4.905,M003,0.842,558.7 261.5 644.5 415.2,0,0,0,0,,,0,0,UNKNOWN,27.857,35.897
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,148,4.938,M002,0.917,636.2 283.5 793.0 471.1,2,1,1,0,P003 P004,1.627 1.584,1,1,HELMETED,28.008,35.704
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,148,4.938,M003,0.805,576.5 261.8 655.9 414.2,0,0,0,0,,,0,0,UNKNOWN,28.008,35.704
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,149,4.972,M002,0.926,644.1 282.7 805.6 471.2,2,1,1,0,P003 P004,1.627 1.587,1,1,HELMETED,34.583,28.916
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,149,4.972,M003,0.779,591.6 260.6 672.4 412.2,0,0,0,0,,,0,0,UNKNOWN,34.583,28.916
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,150,5.005,M002,0.905,653.9 282.6 809.9 467.2,2,1,1,0,P003 P004,1.625 1.588,1,1,HELMETED,25.419,39.341
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,150,5.005,M003,0.721,607.1 268.0 679.1 410.2,0,0,0,0,,,0,0,UNKNOWN,25.419,39.341
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,151,5.038,M002,0.916,664.8 282.6 818.8 466.0,2,1,1,0,P003 P004,1.629 1.587,1,1,HELMETED,30.360,32.938
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,151,5.038,M003,0.806,623.4 267.7 693.6 407.4,0,0,0,0,,,0,0,UNKNOWN,30.360,32.938
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,152,5.072,M002,0.919,673.5 281.1 823.6 462.3,2,2,0,2,P003 P004,1.617 1.587,1,1,NO_HELMET,26.956,37.098
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,152,5.072,M003,0.677,636.8 265.2 703.9 408.0,0,0,0,0,,,0,0,UNKNOWN,26.956,37.098
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,153,5.105,M002,0.903,682.5 279.9 831.5 462.5,2,1,1,0,P003 P004,1.619 1.591,1,1,HELMETED,28.330,35.298
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,153,5.105,M003,0.768,650.3 263.3 716.2 406.8,0,0,0,0,,,0,0,UNKNOWN,28.330,35.298
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,153,5.105,U003,0.258,1225.7 280.6 1279.8 384.4,0,0,0,0,,,0,0,UNKNOWN,28.330,35.298
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,154,5.138,M002,0.907,687.8 282.2 839.9 462.0,1,1,0,1,P004,1.592,0,1,NO_HELMET,29.022,34.457
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,154,5.138,M004,0.362,1226.6 279.5 1279.8 384.3,0,0,0,0,,,0,0,UNKNOWN,29.022,34.457
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,154,5.138,M003,0.347,662.3 269.1 727.8 400.8,0,0,0,0,,,0,0,UNKNOWN,29.022,34.457
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,155,5.172,M002,0.920,704.3 277.6 847.3 457.7,2,1,1,0,P003 P004,1.615 1.586,1,1,HELMETED,27.136,36.852
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,155,5.172,M003,0.538,678.3 268.1 733.0 400.9,0,0,0,0,,,0,0,UNKNOWN,27.136,36.852
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,155,5.172,M004,0.286,1228.3 278.0 1279.9 383.4,0,0,0,0,,,0,0,UNKNOWN,27.136,36.852
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,156,5.205,M002,0.901,708.3 280.5 854.3 458.7,2,1,1,0,P003 P004,1.619 1.590,1,1,HELMETED,26.431,37.834
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,156,5.205,M003,0.488,693.1 277.7 743.1 399.1,0,0,0,0,,,0,0,UNKNOWN,26.431,37.834
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,157,5.239,M002,0.887,720.0 281.4 861.1 455.4,2,1,1,0,P003 P004,1.622 1.587,1,1,HELMETED,27.058,36.957
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,157,5.239,M004,0.407,1231.5 275.0 1280.0 382.7,0,0,0,0,,,0,0,UNKNOWN,27.058,36.957
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,157,5.239,M003,0.283,707.5 277.8 762.5 399.6,0,0,0,0,,,0,0,UNKNOWN,27.058,36.957
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,158,5.272,M002,0.903,727.4 278.0 870.2 455.7,2,1,1,0,P003 P004,1.612 1.573,1,1,HELMETED,26.082,38.341
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,158,5.272,M004,0.493,1233.8 273.0 1280.0 382.0,0,0,0,0,,,0,0,UNKNOWN,26.082,38.341
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,159,5.305,M002,0.884,733.2 279.0 874.1 452.4,1,0,1,0,P003,1.618,0,1,HELMETED,26.965,37.085
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,159,5.305,M004,0.569,1235.9 271.9 1280.0 380.3,0,0,0,0,,,0,0,UNKNOWN,26.965,37.085
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,160,5.339,M002,0.885,747.9 279.3 882.3 449.6,2,1,1,0,P003 P004,1.622 1.587,1,1,HELMETED,27.857,35.897
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,160,5.339,M004,0.642,1236.8 274.2 1280.0 380.0,0,0,0,0,,,0,0,UNKNOWN,27.857,35.897
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,161,5.372,M002,0.905,752.7 274.9 888.2 447.5,2,1,1,0,P003 P004,1.618 1.592,1,1,HELMETED,43.104,23.200
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,161,5.372,M004,0.580,1237.6 273.8 1280.0 380.1,0,0,0,0,,,0,0,UNKNOWN,43.104,23.200
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,162,5.405,M002,0.902,762.1 275.8 896.5 446.7,2,1,1,0,P003 P004,1.625 1.564,1,1,HELMETED,26.167,38.216
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,162,5.405,M004,0.518,1238.6 274.2 1280.0 379.2,0,0,0,0,,,0,0,UNKNOWN,26.167,38.216
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,163,5.439,M002,0.920,772.1 271.6 904.6 444.3,0,0,0,0,,,0,1,UNKNOWN,27.223,36.734
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,163,5.439,M004,0.631,1239.8 275.5 1280.0 377.8,0,0,0,0,,,0,0,UNKNOWN,27.223,36.734
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,164,5.472,M002,0.900,782.9 276.0 912.1 442.7,1,1,0,1,P003,1.628,0,1,NO_HELMET,28.115,35.569
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,164,5.472,M004,0.637,1241.1 274.7 1280.0 377.6,0,0,0,0,,,0,0,UNKNOWN,28.115,35.569
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,165,5.506,M002,0.891,792.2 274.7 918.5 439.4,1,1,0,1,P004,1.578,0,1,NO_HELMET,53.560,18.671
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,165,5.506,M004,0.658,1242.7 273.9 1280.0 377.0,0,0,0,0,,,0,0,UNKNOWN,53.560,18.671
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,166,5.539,M002,0.893,799.3 278.2 921.6 439.6,1,1,0,1,P004,1.582,0,1,NO_HELMET,26.677,37.485
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,166,5.539,M004,0.629,1243.8 273.4 1280.0 377.3,0,0,0,0,,,0,0,UNKNOWN,26.677,37.485
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,167,5.572,M002,0.899,806.3 279.2 926.9 439.0,1,1,0,1,P004,1.581,0,1,NO_HELMET,29.326,34.099
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,167,5.572,M004,0.596,1244.6 274.4 1280.0 376.8,0,0,0,0,,,0,0,UNKNOWN,29.326,34.099
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,168,5.606,M002,0.882,813.6 278.9 930.4 437.7,1,1,0,1,P004,1.586,0,1,NO_HELMET,37.071,26.975
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,168,5.606,M004,0.593,1245.3 276.0 1280.0 377.0,0,0,0,0,,,0,0,UNKNOWN,37.071,26.975
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,169,5.639,M002,0.880,819.0 274.9 936.9 436.3,1,1,0,1,P004,1.579,0,1,NO_HELMET,28.546,35.031
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,169,5.639,M004,0.658,1246.2 277.3 1280.0 376.5,0,0,0,0,,,0,0,UNKNOWN,28.546,35.031
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,170,5.672,M002,0.902,825.2 273.0 940.9 434.6,1,1,0,1,P004,1.566,0,1,NO_HELMET,26.280,38.052
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,170,5.672,M004,0.672,1246.8 278.2 1280.0 376.6,0,0,0,0,,,0,0,UNKNOWN,26.280,38.052
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,171,5.706,M002,0.908,831.7 278.9 947.3 431.7,1,1,0,1,P004,1.583,0,1,NO_HELMET,27.234,36.718
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,171,5.706,M004,0.629,1247.5 278.9 1280.0 376.5,0,0,0,0,,,0,0,UNKNOWN,27.234,36.718
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,172,5.739,M002,0.896,840.4 277.8 952.3 431.0,1,1,0,1,P004,1.577,0,1,NO_HELMET,27.511,36.350
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,172,5.739,M004,0.615,1248.1 278.7 1280.0 376.9,0,0,0,0,,,0,0,UNKNOWN,27.511,36.350
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,173,5.772,M002,0.877,844.3 273.3 956.1 429.7,1,1,0,1,P004,1.571,0,1,NO_HELMET,45.718,21.873
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,173,5.772,M004,0.625,1249.0 279.3 1280.0 377.0,0,0,0,0,,,0,0,UNKNOWN,45.718,21.873
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,174,5.806,M002,0.868,850.0 276.9 960.2 427.6,1,1,0,1,P004,1.581,0,1,NO_HELMET,26.263,38.076
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,174,5.806,M004,0.602,1250.0 278.7 1280.0 377.4,0,0,0,0,,,0,0,UNKNOWN,26.263,38.076
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,175,5.839,M002,0.887,856.9 276.3 967.6 426.1,1,1,0,1,P004,1.580,0,1,NO_HELMET,29.243,34.196
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,175,5.839,M004,0.567,1250.9 276.8 1280.0 377.0,0,0,0,0,,,0,0,UNKNOWN,29.243,34.196
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,176,5.873,M002,0.885,861.8 281.0 971.1 425.4,1,1,0,1,P004,1.577,0,1,NO_HELMET,26.676,37.487
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,176,5.873,M004,0.543,1252.0 277.1 1280.0 377.6,0,0,0,0,,,0,0,UNKNOWN,26.676,37.487
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,177,5.906,M002,0.858,866.5 279.8 978.0 425.2,1,1,0,1,P004,1.588,0,1,NO_HELMET,28.095,35.593
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,177,5.906,M004,0.506,1253.1 276.9 1280.0 377.7,0,0,0,0,,,0,0,UNKNOWN,28.095,35.593
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,178,5.939,M002,0.862,873.1 279.3 983.5 423.3,1,1,0,1,P004,1.583,0,1,NO_HELMET,28.157,35.516
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,178,5.939,M004,0.479,1253.9 277.3 1280.0 376.5,0,0,0,0,,,0,0,UNKNOWN,28.157,35.516
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,179,5.973,M002,0.850,878.7 284.1 984.9 421.6,1,1,0,1,P004,1.580,0,1,NO_HELMET,26.237,38.114
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,179,5.973,M004,0.438,1254.4 277.3 1279.9 376.8,0,0,0,0,,,0,0,UNKNOWN,26.237,38.114
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,180,6.006,M002,0.820,882.5 284.2 990.4 421.3,1,1,0,1,P004,1.586,0,1,NO_HELMET,28.395,35.218
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,180,6.006,M004,0.370,1255.9 276.1 1279.8 377.7,0,0,0,0,,,0,0,UNKNOWN,28.395,35.218
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,181,6.039,M002,0.839,888.8 280.3 1000.5 420.8,1,1,0,1,P004,1.576,0,1,NO_HELMET,27.641,36.179
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,181,6.039,M004,0.374,1256.5 276.7 1279.8 378.0,0,0,0,0,,,0,0,UNKNOWN,27.641,36.179
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,182,6.073,M002,0.855,894.4 282.8 998.3 418.9,1,1,0,1,P004,1.588,0,1,NO_HELMET,27.161,36.817
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,182,6.073,M004,0.363,1257.8 278.2 1279.7 379.1,0,0,0,0,,,0,0,UNKNOWN,27.161,36.817
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,183,6.106,M002,0.845,899.4 284.4 994.0 417.0,1,1,0,1,P004,1.446,0,1,NO_HELMET,26.927,37.138
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,183,6.106,M004,0.349,1258.5 279.1 1279.7 379.0,0,0,0,0,,,0,0,UNKNOWN,26.927,37.138
