video,source_csv,region_bbox,vehicle_count,overload_vehicle_count,row_hits,frame_hits,vehicle_ids,overload_vehicle_ids
/Users/peter/Desktop/视频/原/13.mp4,/Users/peter/Desktop/视频/原/13-yolov8n-overload-ljt_frames.csv,169.7 292.2 936.3 651.1,5,1,241,225,1 10 13 4 5,4
