video,model,processed_frames,source_frames,source_fps,imgsz,conf,head_conf,helmet_conf,match_thresh,confirm_frames,total_rider_detections,total_occupant_detections,frames_with_raw_overload,frames_with_confirmed_overload,frames_with_no_helmet,confirmed_overload_tracks,avg_elapsed_ms,avg_fps,saved_video
/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/standardData/13/13.mp4,/Users/lujintao/Library/CloudStorage/OneDrive-AUTUniversity/MyProject-OneDrive/yolo_zhy-feature-yolo-sam3-cascade/YOLO_TRACK_SIMPLE/weights/wjh.pt,360,360,29.970,640,0.25,0.25,0.45,0.55,2,528,354,29,140,184,1,29.389,34.026,
