frame,target_id,wjh_id,yolo_id,cross_iou,wjh_overload,yolov8n_overload,final_overload,ever_final_overload,helmet_status,wjh_person_evidence_count,wjh_no_helmet_count,yolov8n_person_count
131,W002|Y004,W002,Y004,0.5760,1,1,1,1,NO_HELMET,2,1,2
132,W002|Y004,W002,Y004,0.6438,1,1,1,1,NO_HELMET,2,2,2
134,W002|Y004,W002,Y004,0.5487,1,1,1,1,NO_HELMET,2,2,2
136,W002|Y004,W002,Y004,0.6202,1,1,1,1,NO_HELMET,2,2,2
137,W002|Y004,W002,Y004,0.5550,1,1,1,1,NO_HELMET,2,2,2
139,W002|Y004,W002,Y004,0.5814,1,1,1,1,NO_HELMET,2,2,2
140,W002|Y004,W002,Y004,0.5941,1,1,1,1,NO_HELMET,2,2,4
143,W002|Y004,W002,Y004,0.5445,1,1,1,1,NO_HELMET,2,2,2
144,W003|Y006,W003,Y006,0.5925,0,0,0,0,NO_HELMET,1,1,1
144,W002|Y004,W002,Y004,0.5030,1,1,1,1,NO_HELMET,2,2,3
146,W003|Y006,W003,Y006,0.6014,0,0,0,0,NO_HELMET,1,1,1
146,W002|Y004,W002,Y004,0.5191,1,1,1,1,NO_HELMET,2,2,2
147,W002|Y004,W002,Y004,0.4997,1,1,1,1,NO_HELMET,2,2,2
149,W002|Y004,W002,Y004,0.5166,1,1,1,1,NO_HELMET,2,1,2
151,W002|Y004,W002,Y004,0.6614,1,1,1,1,NO_HELMET,2,1,3
152,W002|Y004,W002,Y004,0.5745,1,1,1,1,NO_HELMET,2,2,4
153,W002|Y004,W002,Y004,0.5525,1,1,1,1,NO_HELMET,2,1,3
153,W003|Y007,W003,Y007,0.4473,0,0,0,0,NO_HELMET,1,1,0
154,W002|Y004,W002,Y004,0.5404,0,1,0,1,NO_HELMET,1,1,2
154,W003|Y007,W003,Y007,0.5300,0,0,0,0,NO_HELMET,0,0,0
155,W002|Y004,W002,Y004,0.6214,1,1,1,1,NO_HELMET,2,1,2
156,W002|Y004,W002,Y004,0.5717,1,1,1,1,NO_HELMET,2,1,2
157,W002|Y004,W002,Y004,0.6534,1,1,1,1,NO_HELMET,2,1,2
158,W002|Y004,W002,Y004,0.6099,1,1,1,1,NO_HELMET,2,1,2
159,W002|Y004,W002,Y004,0.5836,0,1,0,1,HELMETED,1,0,2
160,W002|Y004,W002,Y004,0.6952,1,1,1,1,NO_HELMET,2,1,2
161,W002|Y004,W002,Y004,0.6201,1,0,0,1,NO_HELMET,2,1,1
162,W002|Y004,W002,Y004,0.6116,1,1,1,1,NO_HELMET,2,1,3
242,W006|Y010,W006,Y010,0.4747,0,0,0,0,NO_HELMET,1,1,1
246,W006|Y010,W006,Y010,0.5074,0,0,0,0,NO_HELMET,1,1,1
247,W006|Y010,W006,Y010,0.5841,0,0,0,0,NO_HELMET,1,1,1
248,W006|Y010,W006,Y010,0.6017,0,0,0,0,NO_HELMET,1,1,1
249,W006|Y010,W006,Y010,0.5774,0,0,0,0,NO_HELMET,1,1,1
250,W006|Y010,W006,Y010,0.5811,0,0,0,0,NO_HELMET,1,1,1
251,W006|Y010,W006,Y010,0.6458,0,0,0,0,NO_HELMET,1,1,1
252,W006|Y010,W006,Y010,0.6197,0,0,0,0,NO_HELMET,1,1,1
253,W006|Y010,W006,Y010,0.6950,0,0,0,0,NO_HELMET,1,1,1
254,W006|Y010,W006,Y010,0.6289,0,0,0,0,NO_HELMET,1,1,1
255,W006|Y010,W006,Y010,0.6757,0,0,0,0,NO_HELMET,1,1,1
256,W006|Y010,W006,Y010,0.6407,0,0,0,0,NO_HELMET,1,1,1
257,W006|Y010,W006,Y010,0.6649,0,0,0,0,NO_HELMET,1,1,1
258,W006|Y010,W006,Y010,0.6434,0,0,0,0,NO_HELMET,1,1,1
260,W006|Y010,W006,Y010,0.5894,0,0,0,0,NO_HELMET,1,1,1
261,W006|Y010,W006,Y010,0.5853,0,0,0,0,NO_HELMET,1,1,1
262,W006|Y010,W006,Y010,0.6240,0,0,0,0,NO_HELMET,1,1,1
263,W006|Y010,W006,Y010,0.5670,0,0,0,0,NO_HELMET,1,1,1
264,W006|Y010,W006,Y010,0.5845,0,0,0,0,NO_HELMET,1,1,1
265,W006|Y010,W006,Y010,0.5614,0,0,0,0,NO_HELMET,1,1,1
266,W006|Y010,W006,Y010,0.5901,0,0,0,0,NO_HELMET,1,1,1
267,W006|Y010,W006,Y010,0.5976,0,0,0,0,NO_HELMET,1,1,1
268,W006|Y010,W006,Y010,0.5440,0,0,0,0,NO_HELMET,1,1,1
269,W006|Y010,W006,Y010,0.5685,0,0,0,0,NO_HELMET,1,1,1
270,W006|Y010,W006,Y010,0.5687,0,0,0,0,NO_HELMET,1,1,1
271,W006|Y010,W006,Y010,0.5404,0,0,0,0,NO_HELMET,1,1,1
272,W006|Y010,W006,Y010,0.5359,0,0,0,0,NO_HELMET,1,1,1
273,W006|Y010,W006,Y010,0.5025,0,0,0,0,NO_HELMET,1,1,1
274,W006|Y010,W006,Y010,0.4949,0,0,0,0,NO_HELMET,1,1,1
275,W006|Y010,W006,Y010,0.4950,0,0,0,0,NO_HELMET,1,1,1
276,W006|Y010,W006,Y010,0.5356,0,0,0,0,NO_HELMET,1,1,1
277,W006|Y010,W006,Y010,0.4969,0,0,0,0,NO_HELMET,1,1,1
293,W008|Y013,W008,Y013,0.5866,0,0,0,0,NO_HELMET,1,1,1
298,W008|Y014,W008,Y014,0.5413,0,0,0,0,NO_HELMET,1,1,1
299,W008|Y014,W008,Y014,0.5840,0,0,0,0,NO_HELMET,1,1,1
300,W008|Y014,W008,Y014,0.5861,0,0,0,0,NO_HELMET,1,1,1
302,W008|Y014,W008,Y014,0.5890,0,0,0,0,NO_HELMET,1,1,1
303,W008|Y014,W008,Y014,0.5725,0,0,0,0,NO_HELMET,1,1,1
304,W008|Y014,W008,Y014,0.6041,0,0,0,0,NO_HELMET,1,1,1
305,W008|Y014,W008,Y014,0.5590,0,0,0,0,NO_HELMET,1,1,1
306,W008|Y014,W008,Y014,0.5490,0,0,0,0,NO_HELMET,1,1,1
307,W008|Y014,W008,Y014,0.6353,0,0,0,0,NO_HELMET,1,1,1
308,W008|Y014,W008,Y014,0.5794,0,0,0,0,NO_HELMET,1,1,1
309,W008|Y014,W008,Y014,0.5672,0,0,0,0,NO_HELMET,1,1,1
310,W008|Y014,W008,Y014,0.5552,0,0,0,0,NO_HELMET,1,1,1
311,W008|Y014,W008,Y014,0.5737,0,0,0,0,NO_HELMET,1,1,1
312,W008|Y014,W008,Y014,0.5513,0,0,0,0,NO_HELMET,1,1,1
313,W008|Y014,W008,Y014,0.5160,0,0,0,0,NO_HELMET,1,1,1
314,W008|Y014,W008,Y014,0.5247,0,0,0,0,NO_HELMET,1,1,1
315,W008|Y014,W008,Y014,0.5200,0,0,0,0,NO_HELMET,1,1,1
316,W008|Y014,W008,Y014,0.4950,0,0,0,0,NO_HELMET,1,1,1
317,W008|Y014,W008,Y014,0.5411,0,0,0,0,NO_HELMET,1,1,1
318,W008|Y014,W008,Y014,0.5156,0,0,0,0,NO_HELMET,1,1,1
319,W008|Y014,W008,Y014,0.5135,0,0,0,0,NO_HELMET,1,1,1
320,W008|Y014,W008,Y014,0.4867,0,0,0,0,NO_HELMET,1,1,1
321,W008|Y014,W008,Y014,0.4817,0,0,0,0,NO_HELMET,1,1,1
322,W008|Y014,W008,Y014,0.5139,0,0,0,0,NO_HELMET,1,1,1
323,W008|Y014,W008,Y014,0.5171,0,0,0,0,NO_HELMET,1,1,1
324,W008|Y014,W008,Y014,0.4969,0,0,0,0,NO_HELMET,1,1,1
325,W008|Y014,W008,Y014,0.5095,0,0,0,0,NO_HELMET,1,1,1
326,W008|Y014,W008,Y014,0.5012,0,0,0,0,NO_HELMET,1,1,1
327,W008|Y014,W008,Y014,0.4789,0,0,0,0,NO_HELMET,1,1,1
328,W008|Y014,W008,Y014,0.5330,0,0,0,0,NO_HELMET,0,0,1
329,W008|Y014,W008,Y014,0.5358,0,0,0,0,NO_HELMET,0,0,1
330,W008|Y014,W008,Y014,0.5563,0,0,0,0,NO_HELMET,1,1,1
331,W008|Y014,W008,Y014,0.5396,0,0,0,0,NO_HELMET,0,0,1
