frame,timestamp_sec,model,class_ids,class_names,elapsed_ms,fps,detections,detection_summary
928,30.933,yolov8n,1+3+0,bicycle+motorcycle+person,28.628,34.930,0,"bicycle:0, motorcycle:0, person:0"
929,30.967,baseline,0+1+2,ebike+driver+passenger,25.227,39.641,0,"ebike:0, driver:0, passenger:0"
929,30.967,bifpn,0+1+2,ebike+driver+passenger,24.547,40.737,0,"ebike:0, driver:0, passenger:0"
929,30.967,yolov8n,1+3+0,bicycle+motorcycle+person,26.015,38.440,0,"bicycle:0, motorcycle:0, person:0"
930,31.000,baseline,0+1+2,ebike+driver+passenger,24.419,40.951,0,"ebike:0, driver:0, passenger:0"
930,31.000,bifpn,0+1+2,ebike+driver+passenger,25.122,39.805,0,"ebike:0, driver:0, passenger:0"
930,31.000,yolov8n,1+3+0,bicycle+motorcycle+person,26.124,38.280,0,"bicycle:0, motorcycle:0, person:0"
931,31.033,baseline,0+1+2,ebike+driver+passenger,25.860,38.670,0,"ebike:0, driver:0, passenger:0"
931,31.033,bifpn,0+1+2,ebike+driver+passenger,26.786,37.333,0,"ebike:0, driver:0, passenger:0"
931,31.033,yolov8n,1+3+0,bicycle+motorcycle+person,27.311,36.615,0,"bicycle:0, motorcycle:0, person:0"
932,31.067,baseline,0+1+2,ebike+driver+passenger,26.991,37.049,0,"ebike:0, driver:0, passenger:0"
932,31.067,bifpn,0+1+2,ebike+driver+passenger,26.224,38.133,0,"ebike:0, driver:0, passenger:0"
932,31.067,yolov8n,1+3+0,bicycle+motorcycle+person,27.308,36.620,0,"bicycle:0, motorcycle:0, person:0"
933,31.100,baseline,0+1+2,ebike+driver+passenger,26.193,38.179,0,"ebike:0, driver:0, passenger:0"
933,31.100,bifpn,0+1+2,ebike+driver+passenger,27.054,36.964,0,"ebike:0, driver:0, passenger:0"
933,31.100,yolov8n,1+3+0,bicycle+motorcycle+person,31.090,32.165,0,"bicycle:0, motorcycle:0, person:0"
934,31.133,baseline,0+1+2,ebike+driver+passenger,26.643,37.533,0,"ebike:0, driver:0, passenger:0"
934,31.133,bifpn,0+1+2,ebike+driver+passenger,25.607,39.052,0,"ebike:0, driver:0, passenger:0"
934,31.133,yolov8n,1+3+0,bicycle+motorcycle+person,26.570,37.637,0,"bicycle:0, motorcycle:0, person:0"
935,31.167,baseline,0+1+2,ebike+driver+passenger,27.506,36.355,0,"ebike:0, driver:0, passenger:0"
935,31.167,bifpn,0+1+2,ebike+driver+passenger,26.834,37.266,0,"ebike:0, driver:0, passenger:0"
935,31.167,yolov8n,1+3+0,bicycle+motorcycle+person,29.888,33.458,0,"bicycle:0, motorcycle:0, person:0"
936,31.200,baseline,0+1+2,ebike+driver+passenger,26.765,37.363,0,"ebike:0, driver:0, passenger:0"
936,31.200,bifpn,0+1+2,ebike+driver+passenger,25.123,39.804,0,"ebike:0, driver:0, passenger:0"
936,31.200,yolov8n,1+3+0,bicycle+motorcycle+person,26.791,37.326,0,"bicycle:0, motorcycle:0, person:0"
937,31.233,baseline,0+1+2,ebike+driver+passenger,27.508,36.352,0,"ebike:0, driver:0, passenger:0"
937,31.233,bifpn,0+1+2,ebike+driver+passenger,27.629,36.194,0,"ebike:0, driver:0, passenger:0"
937,31.233,yolov8n,1+3+0,bicycle+motorcycle+person,27.610,36.219,0,"bicycle:0, motorcycle:0, person:0"
938,31.267,baseline,0+1+2,ebike+driver+passenger,28.891,34.613,0,"ebike:0, driver:0, passenger:0"
938,31.267,bifpn,0+1+2,ebike+driver+passenger,26.489,37.752,0,"ebike:0, driver:0, passenger:0"
938,31.267,yolov8n,1+3+0,bicycle+motorcycle+person,28.078,35.615,0,"bicycle:0, motorcycle:0, person:0"
939,31.300,baseline,0+1+2,ebike+driver+passenger,26.687,37.471,0,"ebike:0, driver:0, passenger:0"
939,31.300,bifpn,0+1+2,ebike+driver+passenger,27.051,36.967,0,"ebike:0, driver:0, passenger:0"
939,31.300,yolov8n,1+3+0,bicycle+motorcycle+person,26.445,37.814,0,"bicycle:0, motorcycle:0, person:0"
940,31.333,baseline,0+1+2,ebike+driver+passenger,27.623,36.201,0,"ebike:0, driver:0, passenger:0"
940,31.333,bifpn,0+1+2,ebike+driver+passenger,25.453,39.288,0,"ebike:0, driver:0, passenger:0"
940,31.333,yolov8n,1+3+0,bicycle+motorcycle+person,28.733,34.804,0,"bicycle:0, motorcycle:0, person:0"
941,31.367,baseline,0+1+2,ebike+driver+passenger,25.865,38.662,0,"ebike:0, driver:0, passenger:0"
941,31.367,bifpn,0+1+2,ebike+driver+passenger,27.375,36.530,0,"ebike:0, driver:0, passenger:0"
941,31.367,yolov8n,1+3+0,bicycle+motorcycle+person,28.526,35.056,0,"bicycle:0, motorcycle:0, person:0"
942,31.400,baseline,0+1+2,ebike+driver+passenger,28.247,35.402,0,"ebike:0, driver:0, passenger:0"
942,31.400,bifpn,0+1+2,ebike+driver+passenger,36.368,27.496,0,"ebike:0, driver:0, passenger:0"
942,31.400,yolov8n,1+3+0,bicycle+motorcycle+person,28.045,35.657,0,"bicycle:0, motorcycle:0, person:0"
943,31.433,baseline,0+1+2,ebike+driver+passenger,30.883,32.380,0,"ebike:0, driver:0, passenger:0"
943,31.433,bifpn,0+1+2,ebike+driver+passenger,31.667,31.579,0,"ebike:0, driver:0, passenger:0"
943,31.433,yolov8n,1+3+0,bicycle+motorcycle+person,29.868,33.480,0,"bicycle:0, motorcycle:0, person:0"
944,31.467,baseline,0+1+2,ebike+driver+passenger,29.330,34.095,0,"ebike:0, driver:0, passenger:0"
944,31.467,bifpn,0+1+2,ebike+driver+passenger,26.543,37.675,0,"ebike:0, driver:0, passenger:0"
944,31.467,yolov8n,1+3+0,bicycle+motorcycle+person,28.086,35.605,0,"bicycle:0, motorcycle:0, person:0"
945,31.500,baseline,0+1+2,ebike+driver+passenger,30.336,32.964,0,"ebike:0, driver:0, passenger:0"
945,31.500,bifpn,0+1+2,ebike+driver+passenger,26.823,37.281,0,"ebike:0, driver:0, passenger:0"
945,31.500,yolov8n,1+3+0,bicycle+motorcycle+person,27.266,36.675,0,"bicycle:0, motorcycle:0, person:0"
946,31.533,baseline,0+1+2,ebike+driver+passenger,26.764,37.364,0,"ebike:0, driver:0, passenger:0"
946,31.533,bifpn,0+1+2,ebike+driver+passenger,25.286,39.547,0,"ebike:0, driver:0, passenger:0"
946,31.533,yolov8n,1+3+0,bicycle+motorcycle+person,29.950,33.389,0,"bicycle:0, motorcycle:0, person:0"
947,31.567,baseline,0+1+2,ebike+driver+passenger,28.165,35.505,0,"ebike:0, driver:0, passenger:0"
947,31.567,bifpn,0+1+2,ebike+driver+passenger,28.601,34.963,0,"ebike:0, driver:0, passenger:0"
947,31.567,yolov8n,1+3+0,bicycle+motorcycle+person,29.384,34.032,0,"bicycle:0, motorcycle:0, person:0"
948,31.600,baseline,0+1+2,ebike+driver+passenger,26.604,37.589,0,"ebike:0, driver:0, passenger:0"
948,31.600,bifpn,0+1+2,ebike+driver+passenger,26.063,38.369,0,"ebike:0, driver:0, passenger:0"
948,31.600,yolov8n,1+3+0,bicycle+motorcycle+person,27.840,35.919,0,"bicycle:0, motorcycle:0, person:0"
949,31.633,baseline,0+1+2,ebike+driver+passenger,27.058,36.958,0,"ebike:0, driver:0, passenger:0"
949,31.633,bifpn,0+1+2,ebike+driver+passenger,26.608,37.583,0,"ebike:0, driver:0, passenger:0"
949,31.633,yolov8n,1+3+0,bicycle+motorcycle+person,27.343,36.572,0,"bicycle:0, motorcycle:0, person:0"
950,31.667,baseline,0+1+2,ebike+driver+passenger,28.414,35.194,0,"ebike:0, driver:0, passenger:0"
950,31.667,bifpn,0+1+2,ebike+driver+passenger,25.125,39.801,0,"ebike:0, driver:0, passenger:0"
950,31.667,yolov8n,1+3+0,bicycle+motorcycle+person,27.794,35.979,0,"bicycle:0, motorcycle:0, person:0"
951,31.700,baseline,0+1+2,ebike+driver+passenger,27.455,36.424,0,"ebike:0, driver:0, passenger:0"
951,31.700,bifpn,0+1+2,ebike+driver+passenger,26.588,37.611,0,"ebike:0, driver:0, passenger:0"
951,31.700,yolov8n,1+3+0,bicycle+motorcycle+person,28.411,35.197,0,"bicycle:0, motorcycle:0, person:0"
952,31.733,baseline,0+1+2,ebike+driver+passenger,27.034,36.991,0,"ebike:0, driver:0, passenger:0"
952,31.733,bifpn,0+1+2,ebike+driver+passenger,27.198,36.767,0,"ebike:0, driver:0, passenger:0"
952,31.733,yolov8n,1+3+0,bicycle+motorcycle+person,28.111,35.573,0,"bicycle:0, motorcycle:0, person:0"
953,31.767,baseline,0+1+2,ebike+driver+passenger,27.399,36.498,0,"ebike:0, driver:0, passenger:0"
953,31.767,bifpn,0+1+2,ebike+driver+passenger,26.865,37.223,0,"ebike:0, driver:0, passenger:0"
953,31.767,yolov8n,1+3+0,bicycle+motorcycle+person,27.960,35.765,0,"bicycle:0, motorcycle:0, person:0"
954,31.800,baseline,0+1+2,ebike+driver+passenger,29.172,34.280,0,"ebike:0, driver:0, passenger:0"
954,31.800,bifpn,0+1+2,ebike+driver+passenger,28.979,34.507,0,"ebike:0, driver:0, passenger:0"
954,31.800,yolov8n,1+3+0,bicycle+motorcycle+person,30.821,32.445,0,"bicycle:0, motorcycle:0, person:0"
955,31.833,baseline,0+1+2,ebike+driver+passenger,29.284,34.148,0,"ebike:0, driver:0, passenger:0"
955,31.833,bifpn,0+1+2,ebike+driver+passenger,30.180,33.134,0,"ebike:0, driver:0, passenger:0"
955,31.833,yolov8n,1+3+0,bicycle+motorcycle+person,29.337,34.087,0,"bicycle:0, motorcycle:0, person:0"
956,31.867,baseline,0+1+2,ebike+driver+passenger,26.473,37.775,0,"ebike:0, driver:0, passenger:0"
956,31.867,bifpn,0+1+2,ebike+driver+passenger,24.898,40.163,0,"ebike:0, driver:0, passenger:0"
956,31.867,yolov8n,1+3+0,bicycle+motorcycle+person,28.073,35.621,0,"bicycle:0, motorcycle:0, person:0"
957,31.900,baseline,0+1+2,ebike+driver+passenger,26.221,38.138,0,"ebike:0, driver:0, passenger:0"
957,31.900,bifpn,0+1+2,ebike+driver+passenger,25.891,38.624,0,"ebike:0, driver:0, passenger:0"
957,31.900,yolov8n,1+3+0,bicycle+motorcycle+person,27.321,36.602,0,"bicycle:0, motorcycle:0, person:0"
958,31.933,baseline,0+1+2,ebike+driver+passenger,25.550,39.139,0,"ebike:0, driver:0, passenger:0"
958,31.933,bifpn,0+1+2,ebike+driver+passenger,25.918,38.583,0,"ebike:0, driver:0, passenger:0"
958,31.933,yolov8n,1+3+0,bicycle+motorcycle+person,30.563,32.720,0,"bicycle:0, motorcycle:0, person:0"
959,31.967,baseline,0+1+2,ebike+driver+passenger,28.714,34.826,0,"ebike:0, driver:0, passenger:0"
959,31.967,bifpn,0+1+2,ebike+driver+passenger,30.812,32.454,0,"ebike:0, driver:0, passenger:0"
959,31.967,yolov8n,1+3+0,bicycle+motorcycle+person,29.464,33.940,0,"bicycle:0, motorcycle:0, person:0"
960,32.000,baseline,0+1+2,ebike+driver+passenger,27.325,36.597,0,"ebike:0, driver:0, passenger:0"
960,32.000,bifpn,0+1+2,ebike+driver+passenger,27.023,37.005,0,"ebike:0, driver:0, passenger:0"
960,32.000,yolov8n,1+3+0,bicycle+motorcycle+person,26.831,37.271,0,"bicycle:0, motorcycle:0, person:0"
961,32.033,baseline,0+1+2,ebike+driver+passenger,27.547,36.302,0,"ebike:0, driver:0, passenger:0"
961,32.033,bifpn,0+1+2,ebike+driver+passenger,28.103,35.583,0,"ebike:0, driver:0, passenger:0"
961,32.033,yolov8n,1+3+0,bicycle+motorcycle+person,27.921,35.815,0,"bicycle:0, motorcycle:0, person:0"
962,32.067,baseline,0+1+2,ebike+driver+passenger,28.953,34.539,0,"ebike:0, driver:0, passenger:0"
962,32.067,bifpn,0+1+2,ebike+driver+passenger,28.027,35.680,0,"ebike:0, driver:0, passenger:0"
962,32.067,yolov8n,1+3+0,bicycle+motorcycle+person,27.996,35.720,0,"bicycle:0, motorcycle:0, person:0"
963,32.100,baseline,0+1+2,ebike+driver+passenger,24.480,40.849,0,"ebike:0, driver:0, passenger:0"
963,32.100,bifpn,0+1+2,ebike+driver+passenger,25.417,39.343,0,"ebike:0, driver:0, passenger:0"
963,32.100,yolov8n,1+3+0,bicycle+motorcycle+person,28.305,35.329,0,"bicycle:0, motorcycle:0, person:0"
964,32.133,baseline,0+1+2,ebike+driver+passenger,28.621,34.940,0,"ebike:0, driver:0, passenger:0"
964,32.133,bifpn,0+1+2,ebike+driver+passenger,31.004,32.254,0,"ebike:0, driver:0, passenger:0"
964,32.133,yolov8n,1+3+0,bicycle+motorcycle+person,31.331,31.917,0,"bicycle:0, motorcycle:0, person:0"
965,32.167,baseline,0+1+2,ebike+driver+passenger,27.449,36.432,0,"ebike:0, driver:0, passenger:0"
965,32.167,bifpn,0+1+2,ebike+driver+passenger,28.929,34.567,0,"ebike:0, driver:0, passenger:0"
965,32.167,yolov8n,1+3+0,bicycle+motorcycle+person,27.859,35.895,0,"bicycle:0, motorcycle:0, person:0"
966,32.200,baseline,0+1+2,ebike+driver+passenger,27.350,36.564,0,"ebike:0, driver:0, passenger:0"
966,32.200,bifpn,0+1+2,ebike+driver+passenger,26.715,37.433,0,"ebike:0, driver:0, passenger:0"
966,32.200,yolov8n,1+3+0,bicycle+motorcycle+person,27.697,36.105,0,"bicycle:0, motorcycle:0, person:0"
967,32.233,baseline,0+1+2,ebike+driver+passenger,27.935,35.797,0,"ebike:0, driver:0, passenger:0"
967,32.233,bifpn,0+1+2,ebike+driver+passenger,26.346,37.956,0,"ebike:0, driver:0, passenger:0"
967,32.233,yolov8n,1+3+0,bicycle+motorcycle+person,27.973,35.748,0,"bicycle:0, motorcycle:0, person:0"
968,32.267,baseline,0+1+2,ebike+driver+passenger,29.200,34.247,0,"ebike:0, driver:0, passenger:0"
968,32.267,bifpn,0+1+2,ebike+driver+passenger,29.096,34.369,0,"ebike:0, driver:0, passenger:0"
968,32.267,yolov8n,1+3+0,bicycle+motorcycle+person,29.182,34.268,0,"bicycle:0, motorcycle:0, person:0"
969,32.300,baseline,0+1+2,ebike+driver+passenger,28.956,34.535,0,"ebike:0, driver:0, passenger:0"
969,32.300,bifpn,0+1+2,ebike+driver+passenger,25.275,39.565,0,"ebike:0, driver:0, passenger:0"
969,32.300,yolov8n,1+3+0,bicycle+motorcycle+person,27.202,36.762,0,"bicycle:0, motorcycle:0, person:0"
970,32.333,baseline,0+1+2,ebike+driver+passenger,24.884,40.187,0,"ebike:0, driver:0, passenger:0"
970,32.333,bifpn,0+1+2,ebike+driver+passenger,24.492,40.829,0,"ebike:0, driver:0, passenger:0"
970,32.333,yolov8n,1+3+0,bicycle+motorcycle+person,26.754,37.378,0,"bicycle:0, motorcycle:0, person:0"
971,32.367,baseline,0+1+2,ebike+driver+passenger,26.426,37.841,0,"ebike:0, driver:0, passenger:0"
971,32.367,bifpn,0+1+2,ebike+driver+passenger,23.788,42.039,0,"ebike:0, driver:0, passenger:0"
971,32.367,yolov8n,1+3+0,bicycle+motorcycle+person,27.959,35.766,0,"bicycle:0, motorcycle:0, person:0"
972,32.400,baseline,0+1+2,ebike+driver+passenger,23.938,41.774,0,"ebike:0, driver:0, passenger:0"
972,32.400,bifpn,0+1+2,ebike+driver+passenger,26.345,37.958,0,"ebike:0, driver:0, passenger:0"
972,32.400,yolov8n,1+3+0,bicycle+motorcycle+person,27.333,36.586,0,"bicycle:0, motorcycle:0, person:0"
973,32.433,baseline,0+1+2,ebike+driver+passenger,25.414,39.348,0,"ebike:0, driver:0, passenger:0"
973,32.433,bifpn,0+1+2,ebike+driver+passenger,27.151,36.831,0,"ebike:0, driver:0, passenger:0"
973,32.433,yolov8n,1+3+0,bicycle+motorcycle+person,27.475,36.397,0,"bicycle:0, motorcycle:0, person:0"
974,32.467,baseline,0+1+2,ebike+driver+passenger,26.316,38.000,0,"ebike:0, driver:0, passenger:0"
974,32.467,bifpn,0+1+2,ebike+driver+passenger,25.328,39.483,0,"ebike:0, driver:0, passenger:0"
974,32.467,yolov8n,1+3+0,bicycle+motorcycle+person,28.331,35.296,0,"bicycle:0, motorcycle:0, person:0"
975,32.500,baseline,0+1+2,ebike+driver+passenger,27.445,36.437,0,"ebike:0, driver:0, passenger:0"
975,32.500,bifpn,0+1+2,ebike+driver+passenger,27.327,36.594,0,"ebike:0, driver:0, passenger:0"
975,32.500,yolov8n,1+3+0,bicycle+motorcycle+person,27.411,36.482,0,"bicycle:0, motorcycle:0, person:0"
976,32.533,baseline,0+1+2,ebike+driver+passenger,27.683,36.123,0,"ebike:0, driver:0, passenger:0"
976,32.533,bifpn,0+1+2,ebike+driver+passenger,27.395,36.503,0,"ebike:0, driver:0, passenger:0"
976,32.533,yolov8n,1+3+0,bicycle+motorcycle+person,25.972,38.504,0,"bicycle:0, motorcycle:0, person:0"
977,32.567,baseline,0+1+2,ebike+driver+passenger,25.652,38.984,0,"ebike:0, driver:0, passenger:0"
977,32.567,bifpn,0+1+2,ebike+driver+passenger,26.454,37.801,0,"ebike:0, driver:0, passenger:0"
977,32.567,yolov8n,1+3+0,bicycle+motorcycle+person,25.471,39.261,0,"bicycle:0, motorcycle:0, person:0"
978,32.600,baseline,0+1+2,ebike+driver+passenger,25.140,39.777,0,"ebike:0, driver:0, passenger:0"
978,32.600,bifpn,0+1+2,ebike+driver+passenger,25.671,38.954,0,"ebike:0, driver:0, passenger:0"
978,32.600,yolov8n,1+3+0,bicycle+motorcycle+person,30.542,32.741,0,"bicycle:0, motorcycle:0, person:0"
979,32.633,baseline,0+1+2,ebike+driver+passenger,25.972,38.503,0,"ebike:0, driver:0, passenger:0"
979,32.633,bifpn,0+1+2,ebike+driver+passenger,25.606,39.054,0,"ebike:0, driver:0, passenger:0"
979,32.633,yolov8n,1+3+0,bicycle+motorcycle+person,28.784,34.741,0,"bicycle:0, motorcycle:0, person:0"
980,32.667,baseline,0+1+2,ebike+driver+passenger,29.974,33.362,0,"ebike:0, driver:0, passenger:0"
980,32.667,bifpn,0+1+2,ebike+driver+passenger,26.636,37.544,0,"ebike:0, driver:0, passenger:0"
980,32.667,yolov8n,1+3+0,bicycle+motorcycle+person,28.122,35.559,0,"bicycle:0, motorcycle:0, person:0"
981,32.700,baseline,0+1+2,ebike+driver+passenger,26.528,37.695,0,"ebike:0, driver:0, passenger:0"
981,32.700,bifpn,0+1+2,ebike+driver+passenger,24.392,40.997,0,"ebike:0, driver:0, passenger:0"
981,32.700,yolov8n,1+3+0,bicycle+motorcycle+person,27.385,36.517,0,"bicycle:0, motorcycle:0, person:0"
982,32.733,baseline,0+1+2,ebike+driver+passenger,25.750,38.835,0,"ebike:0, driver:0, passenger:0"
982,32.733,bifpn,0+1+2,ebike+driver+passenger,25.905,38.603,0,"ebike:0, driver:0, passenger:0"
982,32.733,yolov8n,1+3+0,bicycle+motorcycle+person,27.919,35.818,0,"bicycle:0, motorcycle:0, person:0"
983,32.767,baseline,0+1+2,ebike+driver+passenger,25.802,38.757,0,"ebike:0, driver:0, passenger:0"
983,32.767,bifpn,0+1+2,ebike+driver+passenger,25.865,38.663,0,"ebike:0, driver:0, passenger:0"
983,32.767,yolov8n,1+3+0,bicycle+motorcycle+person,28.315,35.317,0,"bicycle:0, motorcycle:0, person:0"
984,32.800,baseline,0+1+2,ebike+driver+passenger,28.670,34.880,0,"ebike:0, driver:0, passenger:0"
984,32.800,bifpn,0+1+2,ebike+driver+passenger,26.371,37.921,0,"ebike:0, driver:0, passenger:0"
984,32.800,yolov8n,1+3+0,bicycle+motorcycle+person,30.827,32.439,0,"bicycle:0, motorcycle:0, person:0"
985,32.833,baseline,0+1+2,ebike+driver+passenger,25.783,38.785,0,"ebike:0, driver:0, passenger:0"
985,32.833,bifpn,0+1+2,ebike+driver+passenger,25.905,38.602,0,"ebike:0, driver:0, passenger:0"
985,32.833,yolov8n,1+3+0,bicycle+motorcycle+person,24.817,40.295,0,"bicycle:0, motorcycle:0, person:0"
986,32.867,baseline,0+1+2,ebike+driver+passenger,26.420,37.850,0,"ebike:0, driver:0, passenger:0"
986,32.867,bifpn,0+1+2,ebike+driver+passenger,27.934,35.798,0,"ebike:0, driver:0, passenger:0"
986,32.867,yolov8n,1+3+0,bicycle+motorcycle+person,27.807,35.962,0,"bicycle:0, motorcycle:0, person:0"
987,32.900,baseline,0+1+2,ebike+driver+passenger,28.210,35.448,0,"ebike:0, driver:0, passenger:0"
987,32.900,bifpn,0+1+2,ebike+driver+passenger,25.830,38.714,0,"ebike:0, driver:0, passenger:0"
987,32.900,yolov8n,1+3+0,bicycle+motorcycle+person,28.051,35.649,0,"bicycle:0, motorcycle:0, person:0"
988,32.933,baseline,0+1+2,ebike+driver+passenger,27.138,36.849,0,"ebike:0, driver:0, passenger:0"
988,32.933,bifpn,0+1+2,ebike+driver+passenger,26.434,37.830,0,"ebike:0, driver:0, passenger:0"
988,32.933,yolov8n,1+3+0,bicycle+motorcycle+person,27.996,35.719,0,"bicycle:0, motorcycle:0, person:0"
989,32.967,baseline,0+1+2,ebike+driver+passenger,27.904,35.838,0,"ebike:0, driver:0, passenger:0"
989,32.967,bifpn,0+1+2,ebike+driver+passenger,27.183,36.788,0,"ebike:0, driver:0, passenger:0"
989,32.967,yolov8n,1+3+0,bicycle+motorcycle+person,27.670,36.140,0,"bicycle:0, motorcycle:0, person:0"
990,33.000,baseline,0+1+2,ebike+driver+passenger,27.134,36.854,0,"ebike:0, driver:0, passenger:0"
990,33.000,bifpn,0+1+2,ebike+driver+passenger,25.434,39.317,0,"ebike:0, driver:0, passenger:0"
990,33.000,yolov8n,1+3+0,bicycle+motorcycle+person,26.772,37.353,0,"bicycle:0, motorcycle:0, person:0"
991,33.033,baseline,0+1+2,ebike+driver+passenger,28.323,35.307,0,"ebike:0, driver:0, passenger:0"
991,33.033,bifpn,0+1+2,ebike+driver+passenger,26.611,37.579,0,"ebike:0, driver:0, passenger:0"
991,33.033,yolov8n,1+3+0,bicycle+motorcycle+person,28.238,35.413,0,"bicycle:0, motorcycle:0, person:0"
992,33.067,baseline,0+1+2,ebike+driver+passenger,27.083,36.923,0,"ebike:0, driver:0, passenger:0"
992,33.067,bifpn,0+1+2,ebike+driver+passenger,29.464,33.940,0,"ebike:0, driver:0, passenger:0"
992,33.067,yolov8n,1+3+0,bicycle+motorcycle+person,28.887,34.618,0,"bicycle:0, motorcycle:0, person:0"
993,33.100,baseline,0+1+2,ebike+driver+passenger,26.008,38.449,0,"ebike:0, driver:0, passenger:0"
993,33.100,bifpn,0+1+2,ebike+driver+passenger,26.711,37.438,0,"ebike:0, driver:0, passenger:0"
993,33.100,yolov8n,1+3+0,bicycle+motorcycle+person,28.188,35.476,0,"bicycle:0, motorcycle:0, person:0"
994,33.133,baseline,0+1+2,ebike+driver+passenger,26.292,38.035,0,"ebike:0, driver:0, passenger:0"
994,33.133,bifpn,0+1+2,ebike+driver+passenger,24.972,40.046,0,"ebike:0, driver:0, passenger:0"
994,33.133,yolov8n,1+3+0,bicycle+motorcycle+person,27.943,35.788,0,"bicycle:0, motorcycle:0, person:0"
995,33.167,baseline,0+1+2,ebike+driver+passenger,28.389,35.225,0,"ebike:0, driver:0, passenger:0"
995,33.167,bifpn,0+1+2,ebike+driver+passenger,26.465,37.785,0,"ebike:0, driver:0, passenger:0"
995,33.167,yolov8n,1+3+0,bicycle+motorcycle+person,26.867,37.221,0,"bicycle:0, motorcycle:0, person:0"
996,33.200,baseline,0+1+2,ebike+driver+passenger,27.993,35.723,0,"ebike:0, driver:0, passenger:0"
996,33.200,bifpn,0+1+2,ebike+driver+passenger,26.908,37.164,0,"ebike:0, driver:0, passenger:0"
996,33.200,yolov8n,1+3+0,bicycle+motorcycle+person,29.780,33.579,0,"bicycle:0, motorcycle:0, person:0"
997,33.233,baseline,0+1+2,ebike+driver+passenger,27.986,35.732,0,"ebike:0, driver:0, passenger:0"
997,33.233,bifpn,0+1+2,ebike+driver+passenger,25.440,39.309,0,"ebike:0, driver:0, passenger:0"
997,33.233,yolov8n,1+3+0,bicycle+motorcycle+person,29.727,33.640,0,"bicycle:0, motorcycle:0, person:0"
998,33.267,baseline,0+1+2,ebike+driver+passenger,28.090,35.600,0,"ebike:0, driver:0, passenger:0"
998,33.267,bifpn,0+1+2,ebike+driver+passenger,24.802,40.319,0,"ebike:0, driver:0, passenger:0"
998,33.267,yolov8n,1+3+0,bicycle+motorcycle+person,28.557,35.018,0,"bicycle:0, motorcycle:0, person:0"
999,33.300,baseline,0+1+2,ebike+driver+passenger,24.957,40.069,0,"ebike:0, driver:0, passenger:0"
999,33.300,bifpn,0+1+2,ebike+driver+passenger,27.268,36.673,0,"ebike:0, driver:0, passenger:0"
999,33.300,yolov8n,1+3+0,bicycle+motorcycle+person,26.628,37.555,0,"bicycle:0, motorcycle:0, person:0"
1000,33.333,baseline,0+1+2,ebike+driver+passenger,24.994,40.009,0,"ebike:0, driver:0, passenger:0"
1000,33.333,bifpn,0+1+2,ebike+driver+passenger,26.568,37.640,0,"ebike:0, driver:0, passenger:0"
1000,33.333,yolov8n,1+3+0,bicycle+motorcycle+person,26.629,37.554,0,"bicycle:0, motorcycle:0, person:0"
1001,33.367,baseline,0+1+2,ebike+driver+passenger,26.219,38.140,0,"ebike:0, driver:0, passenger:0"
1001,33.367,bifpn,0+1+2,ebike+driver+passenger,24.746,40.411,0,"ebike:0, driver:0, passenger:0"
1001,33.367,yolov8n,1+3+0,bicycle+motorcycle+person,26.044,38.396,0,"bicycle:0, motorcycle:0, person:0"
1002,33.400,baseline,0+1+2,ebike+driver+passenger,28.998,34.485,0,"ebike:0, driver:0, passenger:0"
1002,33.400,bifpn,0+1+2,ebike+driver+passenger,25.288,39.545,0,"ebike:0, driver:0, passenger:0"
1002,33.400,yolov8n,1+3+0,bicycle+motorcycle+person,26.950,37.106,0,"bicycle:0, motorcycle:0, person:0"
1003,33.433,baseline,0+1+2,ebike+driver+passenger,26.041,38.401,0,"ebike:0, driver:0, passenger:0"
1003,33.433,bifpn,0+1+2,ebike+driver+passenger,25.234,39.629,0,"ebike:0, driver:0, passenger:0"
1003,33.433,yolov8n,1+3+0,bicycle+motorcycle+person,28.013,35.698,0,"bicycle:0, motorcycle:0, person:0"
1004,33.467,baseline,0+1+2,ebike+driver+passenger,26.899,37.176,0,"ebike:0, driver:0, passenger:0"
1004,33.467,bifpn,0+1+2,ebike+driver+passenger,26.592,37.605,0,"ebike:0, driver:0, passenger:0"
1004,33.467,yolov8n,1+3+0,bicycle+motorcycle+person,30.658,32.618,0,"bicycle:0, motorcycle:0, person:0"
1005,33.500,baseline,0+1+2,ebike+driver+passenger,26.645,37.531,0,"ebike:0, driver:0, passenger:0"
1005,33.500,bifpn,0+1+2,ebike+driver+passenger,26.814,37.294,0,"ebike:0, driver:0, passenger:0"
1005,33.500,yolov8n,1+3+0,bicycle+motorcycle+person,26.714,37.434,0,"bicycle:0, motorcycle:0, person:0"
1006,33.533,baseline,0+1+2,ebike+driver+passenger,24.900,40.160,0,"ebike:0, driver:0, passenger:0"
1006,33.533,bifpn,0+1+2,ebike+driver+passenger,23.667,42.253,0,"ebike:0, driver:0, passenger:0"
1006,33.533,yolov8n,1+3+0,bicycle+motorcycle+person,26.432,37.832,0,"bicycle:0, motorcycle:0, person:0"
1007,33.567,baseline,0+1+2,ebike+driver+passenger,26.249,38.097,0,"ebike:0, driver:0, passenger:0"
1007,33.567,bifpn,0+1+2,ebike+driver+passenger,26.427,37.840,0,"ebike:0, driver:0, passenger:0"
1007,33.567,yolov8n,1+3+0,bicycle+motorcycle+person,27.701,36.100,2,"bicycle:0, motorcycle:1, person:1"
