frame,timestamp_sec,model,class_ids,class_names,elapsed_ms,fps,detections,detection_summary
235,7.833,yolov8n,1+3+0,bicycle+motorcycle+person,25.518,39.188,10,"bicycle:0, motorcycle:2, person:8"
236,7.867,baseline,0+1+2,ebike+driver+passenger,27.697,36.106,0,"ebike:0, driver:0, passenger:0"
236,7.867,bifpn,0+1+2,ebike+driver+passenger,26.657,37.514,0,"ebike:0, driver:0, passenger:0"
236,7.867,yolov8n,1+3+0,bicycle+motorcycle+person,28.966,34.523,9,"bicycle:0, motorcycle:3, person:6"
237,7.900,baseline,0+1+2,ebike+driver+passenger,25.804,38.753,0,"ebike:0, driver:0, passenger:0"
237,7.900,bifpn,0+1+2,ebike+driver+passenger,25.564,39.118,0,"ebike:0, driver:0, passenger:0"
237,7.900,yolov8n,1+3+0,bicycle+motorcycle+person,27.213,36.748,9,"bicycle:0, motorcycle:3, person:6"
238,7.933,baseline,0+1+2,ebike+driver+passenger,23.776,42.059,0,"ebike:0, driver:0, passenger:0"
238,7.933,bifpn,0+1+2,ebike+driver+passenger,24.644,40.579,0,"ebike:0, driver:0, passenger:0"
238,7.933,yolov8n,1+3+0,bicycle+motorcycle+person,27.002,37.034,10,"bicycle:0, motorcycle:5, person:5"
239,7.967,baseline,0+1+2,ebike+driver+passenger,26.358,37.939,0,"ebike:0, driver:0, passenger:0"
239,7.967,bifpn,0+1+2,ebike+driver+passenger,23.704,42.187,0,"ebike:0, driver:0, passenger:0"
239,7.967,yolov8n,1+3+0,bicycle+motorcycle+person,25.985,38.484,7,"bicycle:0, motorcycle:4, person:3"
240,8.000,baseline,0+1+2,ebike+driver+passenger,26.419,37.852,0,"ebike:0, driver:0, passenger:0"
240,8.000,bifpn,0+1+2,ebike+driver+passenger,25.979,38.492,0,"ebike:0, driver:0, passenger:0"
240,8.000,yolov8n,1+3+0,bicycle+motorcycle+person,27.932,35.801,7,"bicycle:0, motorcycle:4, person:3"
241,8.033,baseline,0+1+2,ebike+driver+passenger,27.322,36.600,0,"ebike:0, driver:0, passenger:0"
241,8.033,bifpn,0+1+2,ebike+driver+passenger,26.668,37.498,0,"ebike:0, driver:0, passenger:0"
241,8.033,yolov8n,1+3+0,bicycle+motorcycle+person,25.166,39.735,7,"bicycle:0, motorcycle:4, person:3"
242,8.067,baseline,0+1+2,ebike+driver+passenger,26.974,37.072,0,"ebike:0, driver:0, passenger:0"
242,8.067,bifpn,0+1+2,ebike+driver+passenger,26.207,38.158,0,"ebike:0, driver:0, passenger:0"
242,8.067,yolov8n,1+3+0,bicycle+motorcycle+person,27.307,36.620,8,"bicycle:0, motorcycle:3, person:5"
243,8.100,baseline,0+1+2,ebike+driver+passenger,25.355,39.441,0,"ebike:0, driver:0, passenger:0"
243,8.100,bifpn,0+1+2,ebike+driver+passenger,25.920,38.580,0,"ebike:0, driver:0, passenger:0"
243,8.100,yolov8n,1+3+0,bicycle+motorcycle+person,23.856,41.917,8,"bicycle:0, motorcycle:4, person:4"
244,8.133,baseline,0+1+2,ebike+driver+passenger,25.593,39.073,0,"ebike:0, driver:0, passenger:0"
244,8.133,bifpn,0+1+2,ebike+driver+passenger,24.989,40.018,0,"ebike:0, driver:0, passenger:0"
244,8.133,yolov8n,1+3+0,bicycle+motorcycle+person,25.176,39.720,9,"bicycle:0, motorcycle:4, person:5"
245,8.167,baseline,0+1+2,ebike+driver+passenger,24.784,40.348,0,"ebike:0, driver:0, passenger:0"
245,8.167,bifpn,0+1+2,ebike+driver+passenger,23.617,42.343,0,"ebike:0, driver:0, passenger:0"
245,8.167,yolov8n,1+3+0,bicycle+motorcycle+person,25.432,39.320,9,"bicycle:0, motorcycle:4, person:5"
246,8.200,baseline,0+1+2,ebike+driver+passenger,26.246,38.101,0,"ebike:0, driver:0, passenger:0"
246,8.200,bifpn,0+1+2,ebike+driver+passenger,24.655,40.560,0,"ebike:0, driver:0, passenger:0"
246,8.200,yolov8n,1+3+0,bicycle+motorcycle+person,26.217,38.144,9,"bicycle:0, motorcycle:4, person:5"
247,8.233,baseline,0+1+2,ebike+driver+passenger,25.907,38.599,0,"ebike:0, driver:0, passenger:0"
247,8.233,bifpn,0+1+2,ebike+driver+passenger,25.792,38.771,0,"ebike:0, driver:0, passenger:0"
247,8.233,yolov8n,1+3+0,bicycle+motorcycle+person,26.789,37.328,9,"bicycle:0, motorcycle:3, person:6"
248,8.267,baseline,0+1+2,ebike+driver+passenger,25.959,38.523,0,"ebike:0, driver:0, passenger:0"
248,8.267,bifpn,0+1+2,ebike+driver+passenger,26.497,37.741,0,"ebike:0, driver:0, passenger:0"
248,8.267,yolov8n,1+3+0,bicycle+motorcycle+person,25.317,39.500,8,"bicycle:0, motorcycle:3, person:5"
249,8.300,baseline,0+1+2,ebike+driver+passenger,27.605,36.225,0,"ebike:0, driver:0, passenger:0"
249,8.300,bifpn,0+1+2,ebike+driver+passenger,23.791,42.034,0,"ebike:0, driver:0, passenger:0"
249,8.300,yolov8n,1+3+0,bicycle+motorcycle+person,25.968,38.508,8,"bicycle:0, motorcycle:3, person:5"
250,8.333,baseline,0+1+2,ebike+driver+passenger,25.508,39.204,0,"ebike:0, driver:0, passenger:0"
250,8.333,bifpn,0+1+2,ebike+driver+passenger,25.041,39.934,0,"ebike:0, driver:0, passenger:0"
250,8.333,yolov8n,1+3+0,bicycle+motorcycle+person,25.184,39.708,5,"bicycle:0, motorcycle:3, person:2"
251,8.367,baseline,0+1+2,ebike+driver+passenger,24.884,40.187,0,"ebike:0, driver:0, passenger:0"
251,8.367,bifpn,0+1+2,ebike+driver+passenger,24.407,40.972,0,"ebike:0, driver:0, passenger:0"
251,8.367,yolov8n,1+3+0,bicycle+motorcycle+person,25.724,38.874,8,"bicycle:0, motorcycle:3, person:5"
252,8.400,baseline,0+1+2,ebike+driver+passenger,25.445,39.300,0,"ebike:0, driver:0, passenger:0"
252,8.400,bifpn,0+1+2,ebike+driver+passenger,25.466,39.268,0,"ebike:0, driver:0, passenger:0"
252,8.400,yolov8n,1+3+0,bicycle+motorcycle+person,23.482,42.586,8,"bicycle:0, motorcycle:3, person:5"
253,8.433,baseline,0+1+2,ebike+driver+passenger,25.830,38.714,0,"ebike:0, driver:0, passenger:0"
253,8.433,bifpn,0+1+2,ebike+driver+passenger,23.298,42.922,0,"ebike:0, driver:0, passenger:0"
253,8.433,yolov8n,1+3+0,bicycle+motorcycle+person,28.136,35.541,7,"bicycle:0, motorcycle:4, person:3"
254,8.467,baseline,0+1+2,ebike+driver+passenger,24.695,40.494,0,"ebike:0, driver:0, passenger:0"
254,8.467,bifpn,0+1+2,ebike+driver+passenger,23.758,42.092,0,"ebike:0, driver:0, passenger:0"
254,8.467,yolov8n,1+3+0,bicycle+motorcycle+person,25.437,39.313,6,"bicycle:0, motorcycle:4, person:2"
255,8.500,baseline,0+1+2,ebike+driver+passenger,25.021,39.966,0,"ebike:0, driver:0, passenger:0"
255,8.500,bifpn,0+1+2,ebike+driver+passenger,25.565,39.116,0,"ebike:0, driver:0, passenger:0"
255,8.500,yolov8n,1+3+0,bicycle+motorcycle+person,25.433,39.319,5,"bicycle:0, motorcycle:3, person:2"
256,8.533,baseline,0+1+2,ebike+driver+passenger,24.747,40.409,0,"ebike:0, driver:0, passenger:0"
256,8.533,bifpn,0+1+2,ebike+driver+passenger,23.725,42.150,0,"ebike:0, driver:0, passenger:0"
256,8.533,yolov8n,1+3+0,bicycle+motorcycle+person,23.592,42.387,7,"bicycle:0, motorcycle:4, person:3"
257,8.567,baseline,0+1+2,ebike+driver+passenger,28.491,35.099,0,"ebike:0, driver:0, passenger:0"
257,8.567,bifpn,0+1+2,ebike+driver+passenger,24.472,40.863,0,"ebike:0, driver:0, passenger:0"
257,8.567,yolov8n,1+3+0,bicycle+motorcycle+person,26.088,38.332,7,"bicycle:0, motorcycle:4, person:3"
258,8.600,baseline,0+1+2,ebike+driver+passenger,27.672,36.138,0,"ebike:0, driver:0, passenger:0"
258,8.600,bifpn,0+1+2,ebike+driver+passenger,24.931,40.111,0,"ebike:0, driver:0, passenger:0"
258,8.600,yolov8n,1+3+0,bicycle+motorcycle+person,26.959,37.093,9,"bicycle:0, motorcycle:4, person:5"
259,8.633,baseline,0+1+2,ebike+driver+passenger,24.791,40.337,0,"ebike:0, driver:0, passenger:0"
259,8.633,bifpn,0+1+2,ebike+driver+passenger,25.013,39.980,0,"ebike:0, driver:0, passenger:0"
259,8.633,yolov8n,1+3+0,bicycle+motorcycle+person,25.088,39.860,10,"bicycle:0, motorcycle:5, person:5"
260,8.667,baseline,0+1+2,ebike+driver+passenger,25.438,39.311,0,"ebike:0, driver:0, passenger:0"
260,8.667,bifpn,0+1+2,ebike+driver+passenger,24.390,41.000,0,"ebike:0, driver:0, passenger:0"
260,8.667,yolov8n,1+3+0,bicycle+motorcycle+person,26.997,37.041,9,"bicycle:0, motorcycle:5, person:4"
261,8.700,baseline,0+1+2,ebike+driver+passenger,25.399,39.371,0,"ebike:0, driver:0, passenger:0"
261,8.700,bifpn,0+1+2,ebike+driver+passenger,23.665,42.257,0,"ebike:0, driver:0, passenger:0"
261,8.700,yolov8n,1+3+0,bicycle+motorcycle+person,27.190,36.778,9,"bicycle:0, motorcycle:5, person:4"
262,8.733,baseline,0+1+2,ebike+driver+passenger,23.481,42.588,0,"ebike:0, driver:0, passenger:0"
262,8.733,bifpn,0+1+2,ebike+driver+passenger,23.754,42.099,0,"ebike:0, driver:0, passenger:0"
262,8.733,yolov8n,1+3+0,bicycle+motorcycle+person,26.756,37.375,9,"bicycle:0, motorcycle:5, person:4"
263,8.767,baseline,0+1+2,ebike+driver+passenger,24.414,40.960,0,"ebike:0, driver:0, passenger:0"
263,8.767,bifpn,0+1+2,ebike+driver+passenger,24.928,40.116,0,"ebike:0, driver:0, passenger:0"
263,8.767,yolov8n,1+3+0,bicycle+motorcycle+person,24.395,40.992,12,"bicycle:0, motorcycle:5, person:7"
264,8.800,baseline,0+1+2,ebike+driver+passenger,22.919,43.633,0,"ebike:0, driver:0, passenger:0"
264,8.800,bifpn,0+1+2,ebike+driver+passenger,24.217,41.293,0,"ebike:0, driver:0, passenger:0"
264,8.800,yolov8n,1+3+0,bicycle+motorcycle+person,25.013,39.980,13,"bicycle:0, motorcycle:6, person:7"
265,8.833,baseline,0+1+2,ebike+driver+passenger,25.246,39.610,0,"ebike:0, driver:0, passenger:0"
265,8.833,bifpn,0+1+2,ebike+driver+passenger,24.336,41.091,0,"ebike:0, driver:0, passenger:0"
265,8.833,yolov8n,1+3+0,bicycle+motorcycle+person,26.939,37.120,11,"bicycle:0, motorcycle:6, person:5"
266,8.867,baseline,0+1+2,ebike+driver+passenger,26.583,37.618,0,"ebike:0, driver:0, passenger:0"
266,8.867,bifpn,0+1+2,ebike+driver+passenger,26.435,37.829,0,"ebike:0, driver:0, passenger:0"
266,8.867,yolov8n,1+3+0,bicycle+motorcycle+person,27.604,36.227,9,"bicycle:0, motorcycle:5, person:4"
267,8.900,baseline,0+1+2,ebike+driver+passenger,25.556,39.130,0,"ebike:0, driver:0, passenger:0"
267,8.900,bifpn,0+1+2,ebike+driver+passenger,25.301,39.525,0,"ebike:0, driver:0, passenger:0"
267,8.900,yolov8n,1+3+0,bicycle+motorcycle+person,26.190,38.182,10,"bicycle:0, motorcycle:5, person:5"
268,8.933,baseline,0+1+2,ebike+driver+passenger,25.208,39.670,0,"ebike:0, driver:0, passenger:0"
268,8.933,bifpn,0+1+2,ebike+driver+passenger,23.402,42.731,0,"ebike:0, driver:0, passenger:0"
268,8.933,yolov8n,1+3+0,bicycle+motorcycle+person,26.715,37.432,11,"bicycle:0, motorcycle:5, person:6"
269,8.967,baseline,0+1+2,ebike+driver+passenger,24.678,40.523,0,"ebike:0, driver:0, passenger:0"
269,8.967,bifpn,0+1+2,ebike+driver+passenger,26.576,37.628,0,"ebike:0, driver:0, passenger:0"
269,8.967,yolov8n,1+3+0,bicycle+motorcycle+person,25.437,39.312,9,"bicycle:0, motorcycle:3, person:6"
270,9.000,baseline,0+1+2,ebike+driver+passenger,28.027,35.680,0,"ebike:0, driver:0, passenger:0"
270,9.000,bifpn,0+1+2,ebike+driver+passenger,27.657,36.157,0,"ebike:0, driver:0, passenger:0"
270,9.000,yolov8n,1+3+0,bicycle+motorcycle+person,26.349,37.952,9,"bicycle:0, motorcycle:4, person:5"
271,9.033,baseline,0+1+2,ebike+driver+passenger,25.686,38.932,0,"ebike:0, driver:0, passenger:0"
271,9.033,bifpn,0+1+2,ebike+driver+passenger,26.217,38.144,0,"ebike:0, driver:0, passenger:0"
271,9.033,yolov8n,1+3+0,bicycle+motorcycle+person,25.901,38.609,9,"bicycle:0, motorcycle:3, person:6"
272,9.067,baseline,0+1+2,ebike+driver+passenger,27.654,36.161,0,"ebike:0, driver:0, passenger:0"
272,9.067,bifpn,0+1+2,ebike+driver+passenger,24.437,40.922,0,"ebike:0, driver:0, passenger:0"
272,9.067,yolov8n,1+3+0,bicycle+motorcycle+person,25.692,38.922,12,"bicycle:0, motorcycle:4, person:8"
273,9.100,baseline,0+1+2,ebike+driver+passenger,26.186,38.188,0,"ebike:0, driver:0, passenger:0"
273,9.100,bifpn,0+1+2,ebike+driver+passenger,25.065,39.897,0,"ebike:0, driver:0, passenger:0"
273,9.100,yolov8n,1+3+0,bicycle+motorcycle+person,27.990,35.728,9,"bicycle:0, motorcycle:3, person:6"
274,9.133,baseline,0+1+2,ebike+driver+passenger,26.401,37.878,0,"ebike:0, driver:0, passenger:0"
274,9.133,bifpn,0+1+2,ebike+driver+passenger,25.345,39.456,0,"ebike:0, driver:0, passenger:0"
274,9.133,yolov8n,1+3+0,bicycle+motorcycle+person,27.504,36.359,9,"bicycle:0, motorcycle:4, person:5"
275,9.167,baseline,0+1+2,ebike+driver+passenger,25.534,39.164,0,"ebike:0, driver:0, passenger:0"
275,9.167,bifpn,0+1+2,ebike+driver+passenger,26.432,37.833,0,"ebike:0, driver:0, passenger:0"
275,9.167,yolov8n,1+3+0,bicycle+motorcycle+person,27.256,36.689,8,"bicycle:0, motorcycle:3, person:5"
276,9.200,baseline,0+1+2,ebike+driver+passenger,25.042,39.932,0,"ebike:0, driver:0, passenger:0"
276,9.200,bifpn,0+1+2,ebike+driver+passenger,26.813,37.296,0,"ebike:0, driver:0, passenger:0"
276,9.200,yolov8n,1+3+0,bicycle+motorcycle+person,27.372,36.533,11,"bicycle:0, motorcycle:4, person:7"
277,9.233,baseline,0+1+2,ebike+driver+passenger,25.496,39.222,0,"ebike:0, driver:0, passenger:0"
277,9.233,bifpn,0+1+2,ebike+driver+passenger,26.809,37.301,0,"ebike:0, driver:0, passenger:0"
277,9.233,yolov8n,1+3+0,bicycle+motorcycle+person,24.882,40.190,9,"bicycle:0, motorcycle:3, person:6"
278,9.267,baseline,0+1+2,ebike+driver+passenger,27.925,35.810,0,"ebike:0, driver:0, passenger:0"
278,9.267,bifpn,0+1+2,ebike+driver+passenger,24.839,40.259,0,"ebike:0, driver:0, passenger:0"
278,9.267,yolov8n,1+3+0,bicycle+motorcycle+person,28.920,34.578,7,"bicycle:0, motorcycle:3, person:4"
279,9.300,baseline,0+1+2,ebike+driver+passenger,24.684,40.513,0,"ebike:0, driver:0, passenger:0"
279,9.300,bifpn,0+1+2,ebike+driver+passenger,24.875,40.200,0,"ebike:0, driver:0, passenger:0"
279,9.300,yolov8n,1+3+0,bicycle+motorcycle+person,28.545,35.032,7,"bicycle:0, motorcycle:3, person:4"
280,9.333,baseline,0+1+2,ebike+driver+passenger,26.649,37.526,0,"ebike:0, driver:0, passenger:0"
280,9.333,bifpn,0+1+2,ebike+driver+passenger,26.903,37.170,0,"ebike:0, driver:0, passenger:0"
280,9.333,yolov8n,1+3+0,bicycle+motorcycle+person,27.607,36.223,8,"bicycle:0, motorcycle:4, person:4"
281,9.367,baseline,0+1+2,ebike+driver+passenger,28.255,35.392,0,"ebike:0, driver:0, passenger:0"
281,9.367,bifpn,0+1+2,ebike+driver+passenger,27.365,36.543,0,"ebike:0, driver:0, passenger:0"
281,9.367,yolov8n,1+3+0,bicycle+motorcycle+person,27.953,35.774,8,"bicycle:0, motorcycle:3, person:5"
282,9.400,baseline,0+1+2,ebike+driver+passenger,26.387,37.898,0,"ebike:0, driver:0, passenger:0"
282,9.400,bifpn,0+1+2,ebike+driver+passenger,28.121,35.560,0,"ebike:0, driver:0, passenger:0"
282,9.400,yolov8n,1+3+0,bicycle+motorcycle+person,25.726,38.871,8,"bicycle:0, motorcycle:4, person:4"
283,9.433,baseline,0+1+2,ebike+driver+passenger,26.963,37.088,0,"ebike:0, driver:0, passenger:0"
283,9.433,bifpn,0+1+2,ebike+driver+passenger,26.342,37.962,0,"ebike:0, driver:0, passenger:0"
283,9.433,yolov8n,1+3+0,bicycle+motorcycle+person,29.665,33.710,7,"bicycle:0, motorcycle:3, person:4"
284,9.467,baseline,0+1+2,ebike+driver+passenger,25.828,38.717,0,"ebike:0, driver:0, passenger:0"
284,9.467,bifpn,0+1+2,ebike+driver+passenger,26.235,38.117,0,"ebike:0, driver:0, passenger:0"
284,9.467,yolov8n,1+3+0,bicycle+motorcycle+person,25.580,39.093,7,"bicycle:0, motorcycle:3, person:4"
285,9.500,baseline,0+1+2,ebike+driver+passenger,27.268,36.673,0,"ebike:0, driver:0, passenger:0"
285,9.500,bifpn,0+1+2,ebike+driver+passenger,24.456,40.890,0,"ebike:0, driver:0, passenger:0"
285,9.500,yolov8n,1+3+0,bicycle+motorcycle+person,25.681,38.939,8,"bicycle:0, motorcycle:4, person:4"
286,9.533,baseline,0+1+2,ebike+driver+passenger,25.588,39.081,0,"ebike:0, driver:0, passenger:0"
286,9.533,bifpn,0+1+2,ebike+driver+passenger,25.873,38.651,0,"ebike:0, driver:0, passenger:0"
286,9.533,yolov8n,1+3+0,bicycle+motorcycle+person,25.836,38.705,8,"bicycle:0, motorcycle:4, person:4"
287,9.567,baseline,0+1+2,ebike+driver+passenger,26.250,38.095,0,"ebike:0, driver:0, passenger:0"
287,9.567,bifpn,0+1+2,ebike+driver+passenger,26.554,37.660,0,"ebike:0, driver:0, passenger:0"
287,9.567,yolov8n,1+3+0,bicycle+motorcycle+person,29.143,34.314,9,"bicycle:0, motorcycle:4, person:5"
288,9.600,baseline,0+1+2,ebike+driver+passenger,25.165,39.737,0,"ebike:0, driver:0, passenger:0"
288,9.600,bifpn,0+1+2,ebike+driver+passenger,24.943,40.091,0,"ebike:0, driver:0, passenger:0"
288,9.600,yolov8n,1+3+0,bicycle+motorcycle+person,28.191,35.472,8,"bicycle:0, motorcycle:4, person:4"
289,9.633,baseline,0+1+2,ebike+driver+passenger,27.108,36.889,0,"ebike:0, driver:0, passenger:0"
289,9.633,bifpn,0+1+2,ebike+driver+passenger,29.722,33.645,0,"ebike:0, driver:0, passenger:0"
289,9.633,yolov8n,1+3+0,bicycle+motorcycle+person,26.476,37.770,10,"bicycle:0, motorcycle:4, person:6"
290,9.667,baseline,0+1+2,ebike+driver+passenger,24.922,40.126,0,"ebike:0, driver:0, passenger:0"
290,9.667,bifpn,0+1+2,ebike+driver+passenger,25.409,39.356,0,"ebike:0, driver:0, passenger:0"
290,9.667,yolov8n,1+3+0,bicycle+motorcycle+person,27.856,35.899,10,"bicycle:0, motorcycle:3, person:7"
291,9.700,baseline,0+1+2,ebike+driver+passenger,27.351,36.561,0,"ebike:0, driver:0, passenger:0"
291,9.700,bifpn,0+1+2,ebike+driver+passenger,22.453,44.537,0,"ebike:0, driver:0, passenger:0"
291,9.700,yolov8n,1+3+0,bicycle+motorcycle+person,26.265,38.073,9,"bicycle:0, motorcycle:3, person:6"
292,9.733,baseline,0+1+2,ebike+driver+passenger,24.791,40.337,0,"ebike:0, driver:0, passenger:0"
292,9.733,bifpn,0+1+2,ebike+driver+passenger,26.676,37.487,0,"ebike:0, driver:0, passenger:0"
292,9.733,yolov8n,1+3+0,bicycle+motorcycle+person,24.566,40.706,9,"bicycle:0, motorcycle:3, person:6"
293,9.767,baseline,0+1+2,ebike+driver+passenger,25.055,39.911,0,"ebike:0, driver:0, passenger:0"
293,9.767,bifpn,0+1+2,ebike+driver+passenger,25.771,38.804,0,"ebike:0, driver:0, passenger:0"
293,9.767,yolov8n,1+3+0,bicycle+motorcycle+person,27.133,36.855,9,"bicycle:0, motorcycle:4, person:5"
294,9.800,baseline,0+1+2,ebike+driver+passenger,25.529,39.171,0,"ebike:0, driver:0, passenger:0"
294,9.800,bifpn,0+1+2,ebike+driver+passenger,25.692,38.923,0,"ebike:0, driver:0, passenger:0"
294,9.800,yolov8n,1+3+0,bicycle+motorcycle+person,26.549,37.666,6,"bicycle:0, motorcycle:3, person:3"
295,9.833,baseline,0+1+2,ebike+driver+passenger,24.890,40.177,0,"ebike:0, driver:0, passenger:0"
295,9.833,bifpn,0+1+2,ebike+driver+passenger,26.162,38.223,0,"ebike:0, driver:0, passenger:0"
295,9.833,yolov8n,1+3+0,bicycle+motorcycle+person,26.129,38.271,8,"bicycle:0, motorcycle:4, person:4"
296,9.867,baseline,0+1+2,ebike+driver+passenger,28.377,35.239,0,"ebike:0, driver:0, passenger:0"
296,9.867,bifpn,0+1+2,ebike+driver+passenger,25.816,38.736,0,"ebike:0, driver:0, passenger:0"
296,9.867,yolov8n,1+3+0,bicycle+motorcycle+person,28.681,34.867,7,"bicycle:0, motorcycle:4, person:3"
297,9.900,baseline,0+1+2,ebike+driver+passenger,23.909,41.825,0,"ebike:0, driver:0, passenger:0"
297,9.900,bifpn,0+1+2,ebike+driver+passenger,24.910,40.145,0,"ebike:0, driver:0, passenger:0"
297,9.900,yolov8n,1+3+0,bicycle+motorcycle+person,27.087,36.918,5,"bicycle:0, motorcycle:2, person:3"
298,9.933,baseline,0+1+2,ebike+driver+passenger,28.791,34.733,0,"ebike:0, driver:0, passenger:0"
298,9.933,bifpn,0+1+2,ebike+driver+passenger,23.990,41.684,0,"ebike:0, driver:0, passenger:0"
298,9.933,yolov8n,1+3+0,bicycle+motorcycle+person,26.827,37.275,5,"bicycle:0, motorcycle:2, person:3"
299,9.967,baseline,0+1+2,ebike+driver+passenger,26.060,38.373,0,"ebike:0, driver:0, passenger:0"
299,9.967,bifpn,0+1+2,ebike+driver+passenger,25.539,39.155,0,"ebike:0, driver:0, passenger:0"
299,9.967,yolov8n,1+3+0,bicycle+motorcycle+person,25.717,38.885,4,"bicycle:0, motorcycle:2, person:2"
300,10.000,baseline,0+1+2,ebike+driver+passenger,25.171,39.729,0,"ebike:0, driver:0, passenger:0"
300,10.000,bifpn,0+1+2,ebike+driver+passenger,25.077,39.878,0,"ebike:0, driver:0, passenger:0"
300,10.000,yolov8n,1+3+0,bicycle+motorcycle+person,24.281,41.184,7,"bicycle:0, motorcycle:3, person:4"
301,10.033,baseline,0+1+2,ebike+driver+passenger,26.471,37.777,0,"ebike:0, driver:0, passenger:0"
301,10.033,bifpn,0+1+2,ebike+driver+passenger,24.184,41.349,0,"ebike:0, driver:0, passenger:0"
301,10.033,yolov8n,1+3+0,bicycle+motorcycle+person,26.077,38.347,8,"bicycle:0, motorcycle:4, person:4"
302,10.067,baseline,0+1+2,ebike+driver+passenger,24.973,40.044,0,"ebike:0, driver:0, passenger:0"
302,10.067,bifpn,0+1+2,ebike+driver+passenger,26.925,37.140,0,"ebike:0, driver:0, passenger:0"
302,10.067,yolov8n,1+3+0,bicycle+motorcycle+person,26.437,37.825,6,"bicycle:0, motorcycle:3, person:3"
303,10.100,baseline,0+1+2,ebike+driver+passenger,26.209,38.155,0,"ebike:0, driver:0, passenger:0"
303,10.100,bifpn,0+1+2,ebike+driver+passenger,25.356,39.439,0,"ebike:0, driver:0, passenger:0"
303,10.100,yolov8n,1+3+0,bicycle+motorcycle+person,25.210,39.666,8,"bicycle:1, motorcycle:4, person:3"
304,10.133,baseline,0+1+2,ebike+driver+passenger,24.546,40.740,0,"ebike:0, driver:0, passenger:0"
304,10.133,bifpn,0+1+2,ebike+driver+passenger,26.474,37.772,0,"ebike:0, driver:0, passenger:0"
304,10.133,yolov8n,1+3+0,bicycle+motorcycle+person,27.262,36.681,8,"bicycle:1, motorcycle:3, person:4"
305,10.167,baseline,0+1+2,ebike+driver+passenger,25.105,39.833,0,"ebike:0, driver:0, passenger:0"
305,10.167,bifpn,0+1+2,ebike+driver+passenger,24.061,41.561,0,"ebike:0, driver:0, passenger:0"
305,10.167,yolov8n,1+3+0,bicycle+motorcycle+person,25.850,38.685,10,"bicycle:1, motorcycle:3, person:6"
306,10.200,baseline,0+1+2,ebike+driver+passenger,25.895,38.618,0,"ebike:0, driver:0, passenger:0"
306,10.200,bifpn,0+1+2,ebike+driver+passenger,24.734,40.431,0,"ebike:0, driver:0, passenger:0"
306,10.200,yolov8n,1+3+0,bicycle+motorcycle+person,26.184,38.192,13,"bicycle:1, motorcycle:3, person:9"
307,10.233,baseline,0+1+2,ebike+driver+passenger,25.704,38.904,0,"ebike:0, driver:0, passenger:0"
307,10.233,bifpn,0+1+2,ebike+driver+passenger,25.906,38.601,0,"ebike:0, driver:0, passenger:0"
307,10.233,yolov8n,1+3+0,bicycle+motorcycle+person,26.581,37.620,9,"bicycle:1, motorcycle:3, person:5"
308,10.267,baseline,0+1+2,ebike+driver+passenger,29.077,34.391,0,"ebike:0, driver:0, passenger:0"
308,10.267,bifpn,0+1+2,ebike+driver+passenger,25.959,38.523,0,"ebike:0, driver:0, passenger:0"
308,10.267,yolov8n,1+3+0,bicycle+motorcycle+person,26.515,37.715,10,"bicycle:1, motorcycle:3, person:6"
309,10.300,baseline,0+1+2,ebike+driver+passenger,24.907,40.149,0,"ebike:0, driver:0, passenger:0"
309,10.300,bifpn,0+1+2,ebike+driver+passenger,24.872,40.205,0,"ebike:0, driver:0, passenger:0"
309,10.300,yolov8n,1+3+0,bicycle+motorcycle+person,26.709,37.441,10,"bicycle:1, motorcycle:3, person:6"
310,10.333,baseline,0+1+2,ebike+driver+passenger,25.732,38.862,0,"ebike:0, driver:0, passenger:0"
310,10.333,bifpn,0+1+2,ebike+driver+passenger,24.988,40.019,0,"ebike:0, driver:0, passenger:0"
310,10.333,yolov8n,1+3+0,bicycle+motorcycle+person,26.645,37.530,8,"bicycle:1, motorcycle:2, person:5"
311,10.367,baseline,0+1+2,ebike+driver+passenger,24.713,40.465,0,"ebike:0, driver:0, passenger:0"
311,10.367,bifpn,0+1+2,ebike+driver+passenger,24.918,40.131,0,"ebike:0, driver:0, passenger:0"
311,10.367,yolov8n,1+3+0,bicycle+motorcycle+person,28.152,35.521,8,"bicycle:1, motorcycle:3, person:4"
312,10.400,baseline,0+1+2,ebike+driver+passenger,25.592,39.075,0,"ebike:0, driver:0, passenger:0"
312,10.400,bifpn,0+1+2,ebike+driver+passenger,26.589,37.610,0,"ebike:0, driver:0, passenger:0"
312,10.400,yolov8n,1+3+0,bicycle+motorcycle+person,25.590,39.077,8,"bicycle:1, motorcycle:2, person:5"
313,10.433,baseline,0+1+2,ebike+driver+passenger,26.256,38.087,0,"ebike:0, driver:0, passenger:0"
313,10.433,bifpn,0+1+2,ebike+driver+passenger,26.938,37.123,0,"ebike:0, driver:0, passenger:0"
313,10.433,yolov8n,1+3+0,bicycle+motorcycle+person,25.031,39.950,8,"bicycle:1, motorcycle:2, person:5"
314,10.467,baseline,0+1+2,ebike+driver+passenger,27.507,36.355,0,"ebike:0, driver:0, passenger:0"
314,10.467,bifpn,0+1+2,ebike+driver+passenger,25.946,38.542,0,"ebike:0, driver:0, passenger:0"
314,10.467,yolov8n,1+3+0,bicycle+motorcycle+person,26.100,38.314,9,"bicycle:1, motorcycle:3, person:5"
315,10.500,baseline,0+1+2,ebike+driver+passenger,28.313,35.319,0,"ebike:0, driver:0, passenger:0"
