frame,timestamp_sec,model,class_ids,class_names,elapsed_ms,fps,detections,detection_summary
79,2.633,baseline,0+1+2,ebike+driver+passenger,61.051,16.380,0,"ebike:0, driver:0, passenger:0"
79,2.633,bifpn,0+1+2,ebike+driver+passenger,63.221,15.818,0,"ebike:0, driver:0, passenger:0"
79,2.633,yolov8n,1+3+0,bicycle+motorcycle+person,64.576,15.486,35,"bicycle:0, motorcycle:15, person:20"
80,2.667,baseline,0+1+2,ebike+driver+passenger,65.332,15.306,0,"ebike:0, driver:0, passenger:0"
80,2.667,bifpn,0+1+2,ebike+driver+passenger,59.839,16.711,1,"ebike:1, driver:0, passenger:0"
80,2.667,yolov8n,1+3+0,bicycle+motorcycle+person,63.967,15.633,37,"bicycle:0, motorcycle:22, person:15"
81,2.700,baseline,0+1+2,ebike+driver+passenger,61.584,16.238,0,"ebike:0, driver:0, passenger:0"
81,2.700,bifpn,0+1+2,ebike+driver+passenger,62.729,15.942,1,"ebike:1, driver:0, passenger:0"
81,2.700,yolov8n,1+3+0,bicycle+motorcycle+person,67.040,14.917,34,"bicycle:0, motorcycle:20, person:14"
82,2.733,baseline,0+1+2,ebike+driver+passenger,62.938,15.889,0,"ebike:0, driver:0, passenger:0"
82,2.733,bifpn,0+1+2,ebike+driver+passenger,65.378,15.296,0,"ebike:0, driver:0, passenger:0"
82,2.733,yolov8n,1+3+0,bicycle+motorcycle+person,63.578,15.729,33,"bicycle:0, motorcycle:19, person:14"
83,2.767,baseline,0+1+2,ebike+driver+passenger,63.762,15.683,0,"ebike:0, driver:0, passenger:0"
83,2.767,bifpn,0+1+2,ebike+driver+passenger,62.429,16.018,0,"ebike:0, driver:0, passenger:0"
83,2.767,yolov8n,1+3+0,bicycle+motorcycle+person,67.117,14.899,34,"bicycle:0, motorcycle:17, person:17"
84,2.800,baseline,0+1+2,ebike+driver+passenger,62.424,16.019,0,"ebike:0, driver:0, passenger:0"
84,2.800,bifpn,0+1+2,ebike+driver+passenger,60.808,16.445,0,"ebike:0, driver:0, passenger:0"
84,2.800,yolov8n,1+3+0,bicycle+motorcycle+person,64.246,15.565,29,"bicycle:0, motorcycle:16, person:13"
85,2.833,baseline,0+1+2,ebike+driver+passenger,60.741,16.463,0,"ebike:0, driver:0, passenger:0"
85,2.833,bifpn,0+1+2,ebike+driver+passenger,60.856,16.432,0,"ebike:0, driver:0, passenger:0"
85,2.833,yolov8n,1+3+0,bicycle+motorcycle+person,64.083,15.605,28,"bicycle:0, motorcycle:13, person:15"
86,2.867,baseline,0+1+2,ebike+driver+passenger,66.653,15.003,0,"ebike:0, driver:0, passenger:0"
86,2.867,bifpn,0+1+2,ebike+driver+passenger,61.849,16.168,0,"ebike:0, driver:0, passenger:0"
86,2.867,yolov8n,1+3+0,bicycle+motorcycle+person,66.696,14.993,26,"bicycle:0, motorcycle:11, person:15"
87,2.900,baseline,0+1+2,ebike+driver+passenger,64.463,15.513,0,"ebike:0, driver:0, passenger:0"
87,2.900,bifpn,0+1+2,ebike+driver+passenger,68.752,14.545,0,"ebike:0, driver:0, passenger:0"
87,2.900,yolov8n,1+3+0,bicycle+motorcycle+person,70.361,14.212,27,"bicycle:0, motorcycle:12, person:15"
88,2.933,baseline,0+1+2,ebike+driver+passenger,63.259,15.808,0,"ebike:0, driver:0, passenger:0"
88,2.933,bifpn,0+1+2,ebike+driver+passenger,63.073,15.855,0,"ebike:0, driver:0, passenger:0"
88,2.933,yolov8n,1+3+0,bicycle+motorcycle+person,63.776,15.680,26,"bicycle:0, motorcycle:12, person:14"
89,2.967,baseline,0+1+2,ebike+driver+passenger,61.557,16.245,0,"ebike:0, driver:0, passenger:0"
89,2.967,bifpn,0+1+2,ebike+driver+passenger,63.435,15.764,0,"ebike:0, driver:0, passenger:0"
89,2.967,yolov8n,1+3+0,bicycle+motorcycle+person,63.627,15.717,30,"bicycle:0, motorcycle:14, person:16"
90,3.000,baseline,0+1+2,ebike+driver+passenger,57.691,17.334,0,"ebike:0, driver:0, passenger:0"
90,3.000,bifpn,0+1+2,ebike+driver+passenger,62.816,15.920,0,"ebike:0, driver:0, passenger:0"
90,3.000,yolov8n,1+3+0,bicycle+motorcycle+person,65.120,15.356,31,"bicycle:0, motorcycle:14, person:17"
91,3.033,baseline,0+1+2,ebike+driver+passenger,61.210,16.337,0,"ebike:0, driver:0, passenger:0"
91,3.033,bifpn,0+1+2,ebike+driver+passenger,64.373,15.534,0,"ebike:0, driver:0, passenger:0"
91,3.033,yolov8n,1+3+0,bicycle+motorcycle+person,63.727,15.692,28,"bicycle:0, motorcycle:14, person:14"
92,3.067,baseline,0+1+2,ebike+driver+passenger,61.107,16.365,0,"ebike:0, driver:0, passenger:0"
92,3.067,bifpn,0+1+2,ebike+driver+passenger,60.480,16.534,0,"ebike:0, driver:0, passenger:0"
92,3.067,yolov8n,1+3+0,bicycle+motorcycle+person,64.141,15.591,32,"bicycle:0, motorcycle:16, person:16"
93,3.100,baseline,0+1+2,ebike+driver+passenger,63.446,15.761,0,"ebike:0, driver:0, passenger:0"
93,3.100,bifpn,0+1+2,ebike+driver+passenger,62.598,15.975,0,"ebike:0, driver:0, passenger:0"
93,3.100,yolov8n,1+3+0,bicycle+motorcycle+person,70.461,14.192,34,"bicycle:0, motorcycle:16, person:18"
94,3.133,baseline,0+1+2,ebike+driver+passenger,68.246,14.653,0,"ebike:0, driver:0, passenger:0"
94,3.133,bifpn,0+1+2,ebike+driver+passenger,63.801,15.674,0,"ebike:0, driver:0, passenger:0"
94,3.133,yolov8n,1+3+0,bicycle+motorcycle+person,69.925,14.301,30,"bicycle:0, motorcycle:16, person:14"
95,3.167,baseline,0+1+2,ebike+driver+passenger,63.023,15.867,0,"ebike:0, driver:0, passenger:0"
95,3.167,bifpn,0+1+2,ebike+driver+passenger,63.751,15.686,0,"ebike:0, driver:0, passenger:0"
95,3.167,yolov8n,1+3+0,bicycle+motorcycle+person,64.516,15.500,34,"bicycle:0, motorcycle:18, person:16"
96,3.200,baseline,0+1+2,ebike+driver+passenger,62.159,16.088,0,"ebike:0, driver:0, passenger:0"
96,3.200,bifpn,0+1+2,ebike+driver+passenger,65.224,15.332,0,"ebike:0, driver:0, passenger:0"
96,3.200,yolov8n,1+3+0,bicycle+motorcycle+person,66.950,14.937,35,"bicycle:0, motorcycle:19, person:16"
97,3.233,baseline,0+1+2,ebike+driver+passenger,64.565,15.488,0,"ebike:0, driver:0, passenger:0"
97,3.233,bifpn,0+1+2,ebike+driver+passenger,60.794,16.449,0,"ebike:0, driver:0, passenger:0"
97,3.233,yolov8n,1+3+0,bicycle+motorcycle+person,63.144,15.837,38,"bicycle:0, motorcycle:21, person:17"
98,3.267,baseline,0+1+2,ebike+driver+passenger,60.375,16.563,0,"ebike:0, driver:0, passenger:0"
98,3.267,bifpn,0+1+2,ebike+driver+passenger,59.742,16.739,0,"ebike:0, driver:0, passenger:0"
98,3.267,yolov8n,1+3+0,bicycle+motorcycle+person,64.059,15.611,34,"bicycle:0, motorcycle:19, person:15"
99,3.300,baseline,0+1+2,ebike+driver+passenger,64.409,15.526,0,"ebike:0, driver:0, passenger:0"
99,3.300,bifpn,0+1+2,ebike+driver+passenger,63.833,15.666,0,"ebike:0, driver:0, passenger:0"
99,3.300,yolov8n,1+3+0,bicycle+motorcycle+person,64.821,15.427,31,"bicycle:0, motorcycle:18, person:13"
100,3.333,baseline,0+1+2,ebike+driver+passenger,65.848,15.187,0,"ebike:0, driver:0, passenger:0"
100,3.333,bifpn,0+1+2,ebike+driver+passenger,65.251,15.325,0,"ebike:0, driver:0, passenger:0"
100,3.333,yolov8n,1+3+0,bicycle+motorcycle+person,64.202,15.576,33,"bicycle:0, motorcycle:18, person:15"
101,3.367,baseline,0+1+2,ebike+driver+passenger,61.445,16.275,0,"ebike:0, driver:0, passenger:0"
101,3.367,bifpn,0+1+2,ebike+driver+passenger,61.233,16.331,0,"ebike:0, driver:0, passenger:0"
101,3.367,yolov8n,1+3+0,bicycle+motorcycle+person,62.341,16.041,35,"bicycle:0, motorcycle:18, person:17"
102,3.400,baseline,0+1+2,ebike+driver+passenger,60.595,16.503,0,"ebike:0, driver:0, passenger:0"
102,3.400,bifpn,0+1+2,ebike+driver+passenger,65.609,15.242,0,"ebike:0, driver:0, passenger:0"
102,3.400,yolov8n,1+3+0,bicycle+motorcycle+person,67.266,14.866,31,"bicycle:0, motorcycle:19, person:12"
103,3.433,baseline,0+1+2,ebike+driver+passenger,65.391,15.293,0,"ebike:0, driver:0, passenger:0"
103,3.433,bifpn,0+1+2,ebike+driver+passenger,65.665,15.229,0,"ebike:0, driver:0, passenger:0"
103,3.433,yolov8n,1+3+0,bicycle+motorcycle+person,69.248,14.441,33,"bicycle:0, motorcycle:18, person:15"
104,3.467,baseline,0+1+2,ebike+driver+passenger,72.431,13.806,0,"ebike:0, driver:0, passenger:0"
104,3.467,bifpn,0+1+2,ebike+driver+passenger,73.450,13.615,0,"ebike:0, driver:0, passenger:0"
104,3.467,yolov8n,1+3+0,bicycle+motorcycle+person,76.063,13.147,33,"bicycle:0, motorcycle:20, person:13"
105,3.500,baseline,0+1+2,ebike+driver+passenger,74.156,13.485,0,"ebike:0, driver:0, passenger:0"
105,3.500,bifpn,0+1+2,ebike+driver+passenger,71.358,14.014,0,"ebike:0, driver:0, passenger:0"
105,3.500,yolov8n,1+3+0,bicycle+motorcycle+person,75.519,13.242,36,"bicycle:0, motorcycle:21, person:15"
106,3.533,baseline,0+1+2,ebike+driver+passenger,66.883,14.951,0,"ebike:0, driver:0, passenger:0"
106,3.533,bifpn,0+1+2,ebike+driver+passenger,63.055,15.859,0,"ebike:0, driver:0, passenger:0"
106,3.533,yolov8n,1+3+0,bicycle+motorcycle+person,64.806,15.431,38,"bicycle:0, motorcycle:18, person:20"
107,3.567,baseline,0+1+2,ebike+driver+passenger,62.021,16.124,0,"ebike:0, driver:0, passenger:0"
107,3.567,bifpn,0+1+2,ebike+driver+passenger,60.761,16.458,0,"ebike:0, driver:0, passenger:0"
107,3.567,yolov8n,1+3+0,bicycle+motorcycle+person,67.174,14.887,40,"bicycle:0, motorcycle:21, person:19"
108,3.600,baseline,0+1+2,ebike+driver+passenger,67.376,14.842,0,"ebike:0, driver:0, passenger:0"
108,3.600,bifpn,0+1+2,ebike+driver+passenger,68.316,14.638,0,"ebike:0, driver:0, passenger:0"
108,3.600,yolov8n,1+3+0,bicycle+motorcycle+person,65.468,15.275,36,"bicycle:0, motorcycle:18, person:18"
109,3.633,baseline,0+1+2,ebike+driver+passenger,67.574,14.799,0,"ebike:0, driver:0, passenger:0"
109,3.633,bifpn,0+1+2,ebike+driver+passenger,66.954,14.936,0,"ebike:0, driver:0, passenger:0"
109,3.633,yolov8n,1+3+0,bicycle+motorcycle+person,71.912,13.906,39,"bicycle:0, motorcycle:18, person:21"
110,3.667,baseline,0+1+2,ebike+driver+passenger,64.522,15.499,0,"ebike:0, driver:0, passenger:0"
110,3.667,bifpn,0+1+2,ebike+driver+passenger,66.923,14.943,0,"ebike:0, driver:0, passenger:0"
110,3.667,yolov8n,1+3+0,bicycle+motorcycle+person,70.155,14.254,38,"bicycle:0, motorcycle:20, person:18"
111,3.700,baseline,0+1+2,ebike+driver+passenger,65.664,15.229,0,"ebike:0, driver:0, passenger:0"
111,3.700,bifpn,0+1+2,ebike+driver+passenger,64.935,15.400,0,"ebike:0, driver:0, passenger:0"
111,3.700,yolov8n,1+3+0,bicycle+motorcycle+person,65.790,15.200,39,"bicycle:0, motorcycle:23, person:16"
112,3.733,baseline,0+1+2,ebike+driver+passenger,61.319,16.308,0,"ebike:0, driver:0, passenger:0"
112,3.733,bifpn,0+1+2,ebike+driver+passenger,60.311,16.581,0,"ebike:0, driver:0, passenger:0"
112,3.733,yolov8n,1+3+0,bicycle+motorcycle+person,65.729,15.214,36,"bicycle:0, motorcycle:20, person:16"
113,3.767,baseline,0+1+2,ebike+driver+passenger,61.819,16.176,0,"ebike:0, driver:0, passenger:0"
113,3.767,bifpn,0+1+2,ebike+driver+passenger,57.523,17.385,0,"ebike:0, driver:0, passenger:0"
113,3.767,yolov8n,1+3+0,bicycle+motorcycle+person,62.495,16.001,33,"bicycle:0, motorcycle:19, person:14"
114,3.800,baseline,0+1+2,ebike+driver+passenger,58.524,17.087,0,"ebike:0, driver:0, passenger:0"
114,3.800,bifpn,0+1+2,ebike+driver+passenger,58.292,17.155,0,"ebike:0, driver:0, passenger:0"
114,3.800,yolov8n,1+3+0,bicycle+motorcycle+person,64.010,15.623,35,"bicycle:0, motorcycle:19, person:16"
115,3.833,baseline,0+1+2,ebike+driver+passenger,62.006,16.127,0,"ebike:0, driver:0, passenger:0"
115,3.833,bifpn,0+1+2,ebike+driver+passenger,59.100,16.921,0,"ebike:0, driver:0, passenger:0"
115,3.833,yolov8n,1+3+0,bicycle+motorcycle+person,62.660,15.959,32,"bicycle:0, motorcycle:19, person:13"
116,3.867,baseline,0+1+2,ebike+driver+passenger,63.207,15.821,0,"ebike:0, driver:0, passenger:0"
116,3.867,bifpn,0+1+2,ebike+driver+passenger,61.405,16.285,0,"ebike:0, driver:0, passenger:0"
116,3.867,yolov8n,1+3+0,bicycle+motorcycle+person,62.318,16.047,36,"bicycle:0, motorcycle:22, person:14"
117,3.900,baseline,0+1+2,ebike+driver+passenger,59.673,16.758,0,"ebike:0, driver:0, passenger:0"
117,3.900,bifpn,0+1+2,ebike+driver+passenger,57.656,17.344,0,"ebike:0, driver:0, passenger:0"
117,3.900,yolov8n,1+3+0,bicycle+motorcycle+person,63.501,15.748,37,"bicycle:0, motorcycle:22, person:15"
118,3.933,baseline,0+1+2,ebike+driver+passenger,60.754,16.460,0,"ebike:0, driver:0, passenger:0"
118,3.933,bifpn,0+1+2,ebike+driver+passenger,61.247,16.327,0,"ebike:0, driver:0, passenger:0"
118,3.933,yolov8n,1+3+0,bicycle+motorcycle+person,65.492,15.269,37,"bicycle:0, motorcycle:23, person:14"
119,3.967,baseline,0+1+2,ebike+driver+passenger,61.907,16.153,0,"ebike:0, driver:0, passenger:0"
119,3.967,bifpn,0+1+2,ebike+driver+passenger,59.569,16.787,0,"ebike:0, driver:0, passenger:0"
119,3.967,yolov8n,1+3+0,bicycle+motorcycle+person,66.491,15.040,36,"bicycle:0, motorcycle:20, person:16"
120,4.000,baseline,0+1+2,ebike+driver+passenger,60.135,16.629,0,"ebike:0, driver:0, passenger:0"
120,4.000,bifpn,0+1+2,ebike+driver+passenger,60.213,16.608,0,"ebike:0, driver:0, passenger:0"
120,4.000,yolov8n,1+3+0,bicycle+motorcycle+person,67.714,14.768,38,"bicycle:0, motorcycle:22, person:16"
121,4.033,baseline,0+1+2,ebike+driver+passenger,62.938,15.889,0,"ebike:0, driver:0, passenger:0"
121,4.033,bifpn,0+1+2,ebike+driver+passenger,61.253,16.326,0,"ebike:0, driver:0, passenger:0"
121,4.033,yolov8n,1+3+0,bicycle+motorcycle+person,72.705,13.754,39,"bicycle:0, motorcycle:21, person:18"
122,4.067,baseline,0+1+2,ebike+driver+passenger,63.625,15.717,0,"ebike:0, driver:0, passenger:0"
122,4.067,bifpn,0+1+2,ebike+driver+passenger,64.320,15.547,0,"ebike:0, driver:0, passenger:0"
122,4.067,yolov8n,1+3+0,bicycle+motorcycle+person,65.772,15.204,35,"bicycle:0, motorcycle:18, person:17"
123,4.100,baseline,0+1+2,ebike+driver+passenger,64.328,15.545,0,"ebike:0, driver:0, passenger:0"
123,4.100,bifpn,0+1+2,ebike+driver+passenger,62.174,16.084,0,"ebike:0, driver:0, passenger:0"
123,4.100,yolov8n,1+3+0,bicycle+motorcycle+person,66.398,15.061,36,"bicycle:0, motorcycle:19, person:17"
124,4.133,baseline,0+1+2,ebike+driver+passenger,60.790,16.450,0,"ebike:0, driver:0, passenger:0"
124,4.133,bifpn,0+1+2,ebike+driver+passenger,64.016,15.621,0,"ebike:0, driver:0, passenger:0"
124,4.133,yolov8n,1+3+0,bicycle+motorcycle+person,64.694,15.457,38,"bicycle:0, motorcycle:21, person:17"
125,4.167,baseline,0+1+2,ebike+driver+passenger,60.724,16.468,0,"ebike:0, driver:0, passenger:0"
125,4.167,bifpn,0+1+2,ebike+driver+passenger,61.449,16.274,0,"ebike:0, driver:0, passenger:0"
125,4.167,yolov8n,1+3+0,bicycle+motorcycle+person,64.566,15.488,38,"bicycle:0, motorcycle:23, person:15"
126,4.200,baseline,0+1+2,ebike+driver+passenger,62.060,16.113,0,"ebike:0, driver:0, passenger:0"
126,4.200,bifpn,0+1+2,ebike+driver+passenger,60.159,16.623,0,"ebike:0, driver:0, passenger:0"
126,4.200,yolov8n,1+3+0,bicycle+motorcycle+person,62.320,16.046,32,"bicycle:0, motorcycle:18, person:14"
127,4.233,baseline,0+1+2,ebike+driver+passenger,62.844,15.913,0,"ebike:0, driver:0, passenger:0"
127,4.233,bifpn,0+1+2,ebike+driver+passenger,66.549,15.027,0,"ebike:0, driver:0, passenger:0"
127,4.233,yolov8n,1+3+0,bicycle+motorcycle+person,66.987,14.928,32,"bicycle:0, motorcycle:18, person:14"
128,4.267,baseline,0+1+2,ebike+driver+passenger,60.953,16.406,0,"ebike:0, driver:0, passenger:0"
128,4.267,bifpn,0+1+2,ebike+driver+passenger,62.212,16.074,0,"ebike:0, driver:0, passenger:0"
128,4.267,yolov8n,1+3+0,bicycle+motorcycle+person,65.769,15.205,34,"bicycle:0, motorcycle:21, person:13"
129,4.300,baseline,0+1+2,ebike+driver+passenger,60.763,16.457,0,"ebike:0, driver:0, passenger:0"
129,4.300,bifpn,0+1+2,ebike+driver+passenger,57.365,17.432,0,"ebike:0, driver:0, passenger:0"
129,4.300,yolov8n,1+3+0,bicycle+motorcycle+person,60.954,16.406,31,"bicycle:0, motorcycle:19, person:12"
130,4.333,baseline,0+1+2,ebike+driver+passenger,57.086,17.517,0,"ebike:0, driver:0, passenger:0"
130,4.333,bifpn,0+1+2,ebike+driver+passenger,59.865,16.704,0,"ebike:0, driver:0, passenger:0"
130,4.333,yolov8n,1+3+0,bicycle+motorcycle+person,62.794,15.925,32,"bicycle:0, motorcycle:20, person:12"
131,4.367,baseline,0+1+2,ebike+driver+passenger,60.119,16.634,0,"ebike:0, driver:0, passenger:0"
131,4.367,bifpn,0+1+2,ebike+driver+passenger,60.329,16.576,0,"ebike:0, driver:0, passenger:0"
131,4.367,yolov8n,1+3+0,bicycle+motorcycle+person,63.290,15.800,36,"bicycle:0, motorcycle:21, person:15"
132,4.400,baseline,0+1+2,ebike+driver+passenger,56.209,17.791,0,"ebike:0, driver:0, passenger:0"
132,4.400,bifpn,0+1+2,ebike+driver+passenger,60.723,16.468,0,"ebike:0, driver:0, passenger:0"
132,4.400,yolov8n,1+3+0,bicycle+motorcycle+person,61.929,16.147,33,"bicycle:0, motorcycle:19, person:14"
133,4.433,baseline,0+1+2,ebike+driver+passenger,59.923,16.688,0,"ebike:0, driver:0, passenger:0"
133,4.433,bifpn,0+1+2,ebike+driver+passenger,59.379,16.841,0,"ebike:0, driver:0, passenger:0"
133,4.433,yolov8n,1+3+0,bicycle+motorcycle+person,61.407,16.285,33,"bicycle:0, motorcycle:18, person:15"
134,4.467,baseline,0+1+2,ebike+driver+passenger,58.491,17.097,0,"ebike:0, driver:0, passenger:0"
134,4.467,bifpn,0+1+2,ebike+driver+passenger,60.845,16.435,0,"ebike:0, driver:0, passenger:0"
134,4.467,yolov8n,1+3+0,bicycle+motorcycle+person,61.938,16.145,30,"bicycle:0, motorcycle:17, person:13"
135,4.500,baseline,0+1+2,ebike+driver+passenger,61.968,16.137,0,"ebike:0, driver:0, passenger:0"
135,4.500,bifpn,0+1+2,ebike+driver+passenger,57.970,17.250,0,"ebike:0, driver:0, passenger:0"
135,4.500,yolov8n,1+3+0,bicycle+motorcycle+person,61.298,16.314,34,"bicycle:0, motorcycle:20, person:14"
136,4.533,baseline,0+1+2,ebike+driver+passenger,58.839,16.996,0,"ebike:0, driver:0, passenger:0"
136,4.533,bifpn,0+1+2,ebike+driver+passenger,58.727,17.028,0,"ebike:0, driver:0, passenger:0"
136,4.533,yolov8n,1+3+0,bicycle+motorcycle+person,62.877,15.904,36,"bicycle:0, motorcycle:19, person:17"
137,4.567,baseline,0+1+2,ebike+driver+passenger,59.332,16.854,0,"ebike:0, driver:0, passenger:0"
137,4.567,bifpn,0+1+2,ebike+driver+passenger,58.998,16.950,0,"ebike:0, driver:0, passenger:0"
137,4.567,yolov8n,1+3+0,bicycle+motorcycle+person,63.356,15.784,38,"bicycle:0, motorcycle:21, person:17"
138,4.600,baseline,0+1+2,ebike+driver+passenger,63.814,15.671,0,"ebike:0, driver:0, passenger:0"
138,4.600,bifpn,0+1+2,ebike+driver+passenger,64.993,15.386,0,"ebike:0, driver:0, passenger:0"
138,4.600,yolov8n,1+3+0,bicycle+motorcycle+person,65.631,15.237,32,"bicycle:1, motorcycle:18, person:13"
139,4.633,baseline,0+1+2,ebike+driver+passenger,59.678,16.757,0,"ebike:0, driver:0, passenger:0"
139,4.633,bifpn,0+1+2,ebike+driver+passenger,64.351,15.540,0,"ebike:0, driver:0, passenger:0"
139,4.633,yolov8n,1+3+0,bicycle+motorcycle+person,66.002,15.151,34,"bicycle:0, motorcycle:19, person:15"
140,4.667,baseline,0+1+2,ebike+driver+passenger,60.093,16.641,0,"ebike:0, driver:0, passenger:0"
140,4.667,bifpn,0+1+2,ebike+driver+passenger,62.246,16.065,0,"ebike:0, driver:0, passenger:0"
140,4.667,yolov8n,1+3+0,bicycle+motorcycle+person,66.931,14.941,33,"bicycle:0, motorcycle:18, person:15"
141,4.700,baseline,0+1+2,ebike+driver+passenger,64.912,15.406,0,"ebike:0, driver:0, passenger:0"
141,4.700,bifpn,0+1+2,ebike+driver+passenger,59.580,16.784,0,"ebike:0, driver:0, passenger:0"
141,4.700,yolov8n,1+3+0,bicycle+motorcycle+person,65.484,15.271,33,"bicycle:0, motorcycle:20, person:13"
142,4.733,baseline,0+1+2,ebike+driver+passenger,60.301,16.584,0,"ebike:0, driver:0, passenger:0"
142,4.733,bifpn,0+1+2,ebike+driver+passenger,62.144,16.092,0,"ebike:0, driver:0, passenger:0"
142,4.733,yolov8n,1+3+0,bicycle+motorcycle+person,65.989,15.154,30,"bicycle:0, motorcycle:18, person:12"
143,4.767,baseline,0+1+2,ebike+driver+passenger,58.900,16.978,0,"ebike:0, driver:0, passenger:0"
143,4.767,bifpn,0+1+2,ebike+driver+passenger,58.570,17.074,0,"ebike:0, driver:0, passenger:0"
143,4.767,yolov8n,1+3+0,bicycle+motorcycle+person,64.315,15.548,31,"bicycle:0, motorcycle:18, person:13"
144,4.800,baseline,0+1+2,ebike+driver+passenger,60.785,16.452,0,"ebike:0, driver:0, passenger:0"
144,4.800,bifpn,0+1+2,ebike+driver+passenger,61.011,16.390,0,"ebike:0, driver:0, passenger:0"
144,4.800,yolov8n,1+3+0,bicycle+motorcycle+person,64.685,15.459,30,"bicycle:0, motorcycle:18, person:12"
145,4.833,baseline,0+1+2,ebike+driver+passenger,62.003,16.128,0,"ebike:0, driver:0, passenger:0"
145,4.833,bifpn,0+1+2,ebike+driver+passenger,62.401,16.025,0,"ebike:0, driver:0, passenger:0"
145,4.833,yolov8n,1+3+0,bicycle+motorcycle+person,62.875,15.905,31,"bicycle:0, motorcycle:18, person:13"
146,4.867,baseline,0+1+2,ebike+driver+passenger,62.286,16.055,0,"ebike:0, driver:0, passenger:0"
146,4.867,bifpn,0+1+2,ebike+driver+passenger,62.019,16.124,0,"ebike:0, driver:0, passenger:0"
146,4.867,yolov8n,1+3+0,bicycle+motorcycle+person,63.263,15.807,29,"bicycle:0, motorcycle:18, person:11"
147,4.900,baseline,0+1+2,ebike+driver+passenger,59.416,16.830,0,"ebike:0, driver:0, passenger:0"
147,4.900,bifpn,0+1+2,ebike+driver+passenger,57.625,17.354,0,"ebike:0, driver:0, passenger:0"
147,4.900,yolov8n,1+3+0,bicycle+motorcycle+person,61.546,16.248,29,"bicycle:0, motorcycle:17, person:12"
148,4.933,baseline,0+1+2,ebike+driver+passenger,60.498,16.529,0,"ebike:0, driver:0, passenger:0"
148,4.933,bifpn,0+1+2,ebike+driver+passenger,57.925,17.264,0,"ebike:0, driver:0, passenger:0"
148,4.933,yolov8n,1+3+0,bicycle+motorcycle+person,61.069,16.375,30,"bicycle:0, motorcycle:15, person:15"
149,4.967,baseline,0+1+2,ebike+driver+passenger,58.265,17.163,0,"ebike:0, driver:0, passenger:0"
149,4.967,bifpn,0+1+2,ebike+driver+passenger,58.499,17.094,0,"ebike:0, driver:0, passenger:0"
149,4.967,yolov8n,1+3+0,bicycle+motorcycle+person,61.768,16.190,29,"bicycle:0, motorcycle:18, person:11"
150,5.000,baseline,0+1+2,ebike+driver+passenger,67.379,14.842,0,"ebike:0, driver:0, passenger:0"
150,5.000,bifpn,0+1+2,ebike+driver+passenger,65.277,15.319,0,"ebike:0, driver:0, passenger:0"
150,5.000,yolov8n,1+3+0,bicycle+motorcycle+person,65.763,15.206,34,"bicycle:1, motorcycle:18, person:15"
151,5.033,baseline,0+1+2,ebike+driver+passenger,63.214,15.819,0,"ebike:0, driver:0, passenger:0"
151,5.033,bifpn,0+1+2,ebike+driver+passenger,61.568,16.242,0,"ebike:0, driver:0, passenger:0"
151,5.033,yolov8n,1+3+0,bicycle+motorcycle+person,63.099,15.848,34,"bicycle:1, motorcycle:18, person:15"
152,5.067,baseline,0+1+2,ebike+driver+passenger,56.290,17.765,0,"ebike:0, driver:0, passenger:0"
152,5.067,bifpn,0+1+2,ebike+driver+passenger,60.887,16.424,0,"ebike:0, driver:0, passenger:0"
152,5.067,yolov8n,1+3+0,bicycle+motorcycle+person,64.511,15.501,29,"bicycle:1, motorcycle:15, person:13"
153,5.100,baseline,0+1+2,ebike+driver+passenger,65.369,15.298,0,"ebike:0, driver:0, passenger:0"
153,5.100,bifpn,0+1+2,ebike+driver+passenger,63.300,15.798,0,"ebike:0, driver:0, passenger:0"
153,5.100,yolov8n,1+3+0,bicycle+motorcycle+person,68.709,14.554,26,"bicycle:1, motorcycle:12, person:13"
154,5.133,baseline,0+1+2,ebike+driver+passenger,65.809,15.195,0,"ebike:0, driver:0, passenger:0"
154,5.133,bifpn,0+1+2,ebike+driver+passenger,68.172,14.669,0,"ebike:0, driver:0, passenger:0"
154,5.133,yolov8n,1+3+0,bicycle+motorcycle+person,70.944,14.096,21,"bicycle:1, motorcycle:10, person:10"
155,5.167,baseline,0+1+2,ebike+driver+passenger,65.370,15.298,0,"ebike:0, driver:0, passenger:0"
155,5.167,bifpn,0+1+2,ebike+driver+passenger,70.573,14.170,0,"ebike:0, driver:0, passenger:0"
155,5.167,yolov8n,1+3+0,bicycle+motorcycle+person,70.637,14.157,23,"bicycle:1, motorcycle:12, person:10"
156,5.200,baseline,0+1+2,ebike+driver+passenger,67.098,14.904,0,"ebike:0, driver:0, passenger:0"
156,5.200,bifpn,0+1+2,ebike+driver+passenger,63.304,15.797,0,"ebike:0, driver:0, passenger:0"
156,5.200,yolov8n,1+3+0,bicycle+motorcycle+person,68.625,14.572,27,"bicycle:1, motorcycle:15, person:11"
157,5.233,baseline,0+1+2,ebike+driver+passenger,64.136,15.592,0,"ebike:0, driver:0, passenger:0"
157,5.233,bifpn,0+1+2,ebike+driver+passenger,64.741,15.446,0,"ebike:0, driver:0, passenger:0"
157,5.233,yolov8n,1+3+0,bicycle+motorcycle+person,68.266,14.649,28,"bicycle:1, motorcycle:15, person:12"
158,5.267,baseline,0+1+2,ebike+driver+passenger,59.371,16.843,0,"ebike:0, driver:0, passenger:0"
158,5.267,bifpn,0+1+2,ebike+driver+passenger,63.924,15.644,0,"ebike:0, driver:0, passenger:0"
