video,model,processed_frames,source_frames,source_fps,imgsz,conf,match_thresh,confirm_frames,total_people_detections,total_two_wheeler_detections,frames_with_raw_overload,frames_with_confirmed_overload,confirmed_overload_tracks,avg_elapsed_ms,avg_fps
data/test_video/docker-compose.cpu.mp4,yolov8n.pt,1817,1817,30.000,640,0.25,1.05,2,3670,2712,343,375,12,24.745,40.412
