frame,timestamp_sec,vehicle_track_id,vehicle_class,vehicle_conf,vehicle_bbox,matched_person_count,match_scores,raw_overload,confirmed_overload,elapsed_ms,fps
283,9.433,1,motorcycle,0.562,645.9 401.5 737.4 504.2,1,1.200,0,0,24.926,40.119
283,9.433,7,motorcycle,0.497,432.4 339.7 470.0 381.4,1,1.200,0,0,24.926,40.119
284,9.467,20,motorcycle,0.686,520.1 335.8 616.8 405.0,2,1.176 1.064,1,0,24.656,40.559
284,9.467,1,motorcycle,0.582,647.0 397.6 737.1 503.8,1,1.200,0,0,24.656,40.559
284,9.467,7,motorcycle,0.472,433.6 337.1 471.8 380.8,1,1.200,0,0,24.656,40.559
285,9.500,1,motorcycle,0.609,647.8 398.7 736.6 502.6,1,1.200,0,0,24.567,40.705
285,9.500,20,motorcycle,0.605,516.2 337.8 613.6 404.4,1,1.171,0,0,24.567,40.705
285,9.500,7,motorcycle,0.499,437.6 337.8 473.7 378.6,1,1.200,0,0,24.567,40.705
286,9.533,1,motorcycle,0.620,648.3 398.6 735.7 501.6,1,1.200,0,0,25.259,39.590
286,9.533,20,motorcycle,0.537,514.6 336.7 610.4 404.9,1,1.200,0,0,25.259,39.590
286,9.533,7,motorcycle,0.493,440.0 326.4 477.5 378.1,1,1.200,0,0,25.259,39.590
287,9.567,20,motorcycle,0.590,511.1 333.3 608.8 403.8,2,1.200 1.113,1,0,22.703,44.046
287,9.567,1,motorcycle,0.582,649.6 395.4 735.1 501.4,1,1.200,0,0,22.703,44.046
287,9.567,7,motorcycle,0.516,442.8 323.9 479.2 377.5,1,1.200,0,0,22.703,44.046
288,9.600,20,motorcycle,0.647,508.4 341.0 606.3 404.1,1,1.200,0,0,23.583,42.403
288,9.600,1,motorcycle,0.516,650.5 392.2 734.7 500.6,1,1.200,0,0,23.583,42.403
288,9.600,7,motorcycle,0.488,445.9 326.0 480.5 376.5,1,1.200,0,0,23.583,42.403
289,9.633,20,motorcycle,0.568,507.2 338.4 604.1 405.2,1,1.200,0,0,24.824,40.283
289,9.633,1,motorcycle,0.504,651.1 393.5 735.0 499.9,1,1.200,0,0,24.824,40.283
289,9.633,7,motorcycle,0.374,447.7 332.7 482.6 375.9,1,1.200,0,0,24.824,40.283
290,9.667,7,motorcycle,0.519,448.6 335.1 484.6 375.9,1,1.200,0,0,24.373,41.030
290,9.667,20,motorcycle,0.508,503.8 348.7 599.4 404.0,1,1.200,0,0,24.373,41.030
290,9.667,1,motorcycle,0.439,654.4 401.6 734.0 496.9,1,1.200,0,0,24.373,41.030
291,9.700,7,motorcycle,0.472,451.5 333.2 486.9 375.8,1,1.200,0,0,31.328,31.921
291,9.700,20,motorcycle,0.446,498.2 340.9 599.2 405.7,2,1.200 1.114,1,0,31.328,31.921
291,9.700,1,motorcycle,0.430,656.7 402.1 734.3 495.6,1,1.200,0,0,31.328,31.921
292,9.733,20,motorcycle,0.530,496.4 339.4 601.0 404.2,2,1.200 1.178,1,1,24.960,40.064
292,9.733,7,motorcycle,0.512,453.4 333.4 488.6 375.0,1,1.200,0,0,24.960,40.064
292,9.733,1,motorcycle,0.491,657.9 401.5 734.4 493.7,1,1.200,0,0,24.960,40.064
293,9.767,7,motorcycle,0.515,457.3 333.3 489.5 375.1,1,1.200,0,0,24.159,41.393
293,9.767,1,motorcycle,0.504,656.0 395.1 736.5 486.5,1,1.200,0,0,24.159,41.393
293,9.767,20,motorcycle,0.499,494.9 339.9 600.0 404.1,1,1.200,0,0,24.159,41.393
294,9.800,20,motorcycle,0.533,495.6 333.6 600.9 401.9,1,1.200,0,0,24.010,41.650
294,9.800,1,motorcycle,0.504,656.2 395.1 736.2 484.9,1,1.200,0,0,24.010,41.650
294,9.800,7,motorcycle,0.478,461.0 332.4 489.9 374.0,1,1.200,0,0,24.010,41.650
295,9.833,1,motorcycle,0.516,656.2 394.3 736.3 483.9,1,1.200,0,0,26.381,37.906
295,9.833,20,motorcycle,0.463,493.2 333.9 596.3 401.8,2,1.151 1.120,1,0,26.381,37.906
295,9.833,7,motorcycle,0.383,463.0 323.1 489.9 373.8,1,1.200,0,0,26.381,37.906
296,9.867,20,motorcycle,0.499,487.9 340.6 576.5 401.1,1,1.200,0,0,26.014,38.441
296,9.867,1,motorcycle,0.426,656.9 393.0 735.9 482.2,1,1.200,0,0,26.014,38.441
296,9.867,7,motorcycle,0.259,464.8 329.0 491.4 372.7,1,1.200,0,0,26.014,38.441
297,9.900,20,motorcycle,0.417,486.8 340.3 572.8 400.8,2,1.200 1.160,1,0,25.002,39.997
297,9.900,1,motorcycle,0.354,657.2 393.2 734.9 480.5,1,1.200,0,0,25.002,39.997
298,9.933,20,motorcycle,0.571,482.4 337.7 568.1 400.4,2,1.200 1.195,1,1,24.747,40.409
298,9.933,1,motorcycle,0.302,657.3 394.9 733.7 480.0,1,1.200,0,0,24.747,40.409
299,9.967,20,motorcycle,0.488,480.5 336.2 566.4 399.2,1,1.200,0,0,24.410,40.967
299,9.967,1,motorcycle,0.273,657.0 395.2 733.2 479.9,1,1.200,0,0,24.410,40.967
300,10.000,20,motorcycle,0.568,478.8 340.4 561.6 398.8,2,1.200 1.133,1,1,23.598,42.376
300,10.000,1,motorcycle,0.419,659.0 390.0 732.1 477.3,1,1.200,0,0,23.598,42.376
301,10.033,20,motorcycle,0.477,475.4 345.9 560.4 398.8,2,1.183 1.158,1,1,23.886,41.865
301,10.033,1,motorcycle,0.438,659.3 390.6 732.0 476.8,1,1.200,0,0,23.886,41.865
302,10.067,20,motorcycle,0.474,473.8 335.2 555.5 400.0,2,1.200 1.141,1,1,23.707,42.181
302,10.067,1,motorcycle,0.406,659.9 389.6 728.6 476.1,1,1.200,0,0,23.707,42.181
303,10.100,20,motorcycle,0.423,472.1 332.6 560.3 399.4,2,1.200 1.103,1,1,24.410,40.966
303,10.100,1,motorcycle,0.339,659.8 389.6 727.0 475.9,0,,0,0,24.410,40.966
303,10.100,21,bicycle,0.338,667.4 393.8 724.4 479.1,1,1.200,0,0,24.410,40.966
303,10.100,22,motorcycle,0.255,550.7 306.8 575.4 353.9,0,,0,0,24.410,40.966
304,10.133,21,bicycle,0.448,667.7 393.5 721.2 475.5,0,,0,0,24.324,41.111
304,10.133,20,motorcycle,0.421,470.7 330.3 563.3 399.8,2,1.200 1.102,1,1,24.324,41.111
304,10.133,1,motorcycle,0.348,659.7 390.5 725.3 473.5,1,1.200,0,0,24.324,41.111
305,10.167,20,motorcycle,0.445,469.7 341.2 542.7 394.8,2,1.200 1.200,1,1,32.781,30.506
305,10.167,21,bicycle,0.394,663.1 386.6 721.7 473.7,0,,0,0,32.781,30.506
305,10.167,1,motorcycle,0.392,659.2 390.7 723.6 472.2,1,1.200,0,0,32.781,30.506
306,10.200,20,motorcycle,0.504,467.4 341.0 540.0 396.0,1,1.200,0,1,24.188,41.343
306,10.200,1,motorcycle,0.416,659.2 391.6 722.9 468.9,0,,0,0,24.188,41.343
306,10.200,21,bicycle,0.390,663.0 387.2 721.0 470.7,1,1.200,0,0,24.188,41.343
307,10.233,20,motorcycle,0.490,467.2 340.2 535.0 394.2,1,1.200,0,1,26.318,37.996
307,10.233,1,motorcycle,0.481,658.9 387.2 722.9 468.3,0,,0,0,26.318,37.996
307,10.233,21,bicycle,0.356,662.2 385.7 721.2 469.7,1,1.200,0,0,26.318,37.996
308,10.267,20,motorcycle,0.520,466.2 341.4 534.2 394.0,2,1.200 1.147,1,1,24.423,40.945
308,10.267,1,motorcycle,0.471,659.2 386.1 723.1 465.8,0,,0,0,24.423,40.945
308,10.267,21,bicycle,0.341,662.4 386.6 721.3 467.7,1,1.200,0,0,24.423,40.945
309,10.300,20,motorcycle,0.456,466.8 339.1 548.4 395.7,1,1.200,0,1,24.649,40.569
309,10.300,21,motorcycle,0.399,658.1 383.6 723.2 465.0,0,,0,0,24.649,40.569
309,10.300,1,bicycle,0.385,660.3 385.3 721.2 465.7,1,1.200,0,0,24.649,40.569
310,10.333,20,motorcycle,0.413,466.4 340.5 535.6 394.5,1,1.200,0,1,24.002,41.664
310,10.333,1,bicycle,0.403,658.2 385.2 721.5 463.2,0,,0,0,24.002,41.664
310,10.333,21,motorcycle,0.368,655.9 385.1 721.5 462.0,1,1.200,0,0,24.002,41.664
311,10.367,20,motorcycle,0.467,466.0 338.9 544.8 393.7,1,1.200,0,1,24.766,40.378
311,10.367,1,bicycle,0.427,659.3 385.3 721.4 462.6,0,,0,0,24.766,40.378
311,10.367,21,motorcycle,0.289,654.2 379.2 723.5 463.1,1,1.200,0,0,24.766,40.378
312,10.400,20,motorcycle,0.515,464.9 338.1 540.1 391.8,1,1.200,0,1,24.170,41.374
312,10.400,1,bicycle,0.398,662.6 384.7 721.4 460.1,0,,0,0,24.170,41.374
312,10.400,21,motorcycle,0.293,650.2 373.3 724.0 462.7,1,1.200,0,0,24.170,41.374
313,10.433,20,motorcycle,0.424,464.2 339.1 534.6 390.3,1,1.200,0,0,25.855,38.678
313,10.433,1,bicycle,0.392,665.8 385.7 721.3 459.8,1,1.181,0,0,25.855,38.678
314,10.467,20,motorcycle,0.447,463.3 338.8 532.6 390.4,1,1.200,0,0,25.255,39.596
314,10.467,1,bicycle,0.386,662.6 384.5 722.9 458.6,0,,0,0,25.255,39.596
314,10.467,21,motorcycle,0.283,649.0 350.3 724.0 454.3,1,1.200,0,0,25.255,39.596
315,10.500,20,motorcycle,0.435,464.1 335.2 532.1 390.7,1,1.197,0,0,24.062,41.560
315,10.500,1,bicycle,0.379,663.9 383.8 723.6 456.8,0,,0,0,24.062,41.560
315,10.500,21,motorcycle,0.276,654.8 376.7 724.5 456.9,1,1.200,0,0,24.062,41.560
316,10.533,20,motorcycle,0.444,463.6 336.4 531.4 390.3,1,1.194,0,0,24.462,40.879
316,10.533,1,bicycle,0.362,662.0 382.5 723.2 456.1,0,,0,0,24.462,40.879
316,10.533,21,motorcycle,0.340,658.1 380.1 724.0 454.1,1,1.200,0,0,24.462,40.879
317,10.567,20,motorcycle,0.539,465.7 327.9 525.6 388.8,0,,0,0,30.952,32.308
317,10.567,1,bicycle,0.352,661.6 382.5 722.9 455.7,0,,0,0,30.952,32.308
317,10.567,21,motorcycle,0.342,646.3 366.3 723.1 457.6,1,1.200,0,0,30.952,32.308
318,10.600,20,motorcycle,0.549,467.7 333.9 520.8 388.3,0,,0,0,24.144,41.418
318,10.600,21,motorcycle,0.410,647.5 366.1 724.0 451.6,1,1.200,0,0,24.144,41.418
319,10.633,20,motorcycle,0.512,469.1 331.2 520.5 387.4,0,,0,0,23.942,41.768
319,10.633,21,motorcycle,0.508,642.7 364.3 723.5 449.9,1,1.200,0,0,23.942,41.768
320,10.667,21,motorcycle,0.440,642.6 369.4 722.4 450.0,1,1.200,0,0,24.281,41.184
320,10.667,20,motorcycle,0.435,471.3 336.8 521.3 387.1,0,,0,0,24.281,41.184
320,10.667,23,motorcycle,0.279,555.2 311.8 573.4 345.3,1,1.200,0,0,24.281,41.184
321,10.700,20,motorcycle,0.508,473.4 333.1 521.3 385.4,0,,0,0,23.695,42.202
321,10.700,23,motorcycle,0.405,555.1 312.1 573.9 343.8,1,1.200,0,0,23.695,42.202
321,10.700,21,motorcycle,0.324,646.0 377.1 713.5 449.5,1,1.200,0,0,23.695,42.202
322,10.733,20,motorcycle,0.473,474.8 335.2 520.4 383.9,1,1.200,0,0,24.200,41.322
322,10.733,23,motorcycle,0.450,554.9 311.0 574.2 343.6,1,1.200,0,0,24.200,41.322
322,10.733,21,motorcycle,0.384,655.4 381.0 705.4 439.8,1,1.181,0,0,24.200,41.322
323,10.767,20,motorcycle,0.478,475.9 325.1 521.7 382.0,1,1.200,0,0,24.427,40.938
323,10.767,23,motorcycle,0.374,555.0 309.6 574.3 343.2,1,1.200,0,0,24.427,40.938
323,10.767,21,motorcycle,0.337,636.5 361.8 704.2 434.7,1,1.200,0,0,24.427,40.938
324,10.800,20,motorcycle,0.515,478.7 321.8 518.7 380.1,1,1.200,0,0,24.621,40.615
324,10.800,23,motorcycle,0.330,555.2 308.7 574.4 342.7,1,1.200,0,0,24.621,40.615
324,10.800,21,motorcycle,0.315,637.2 365.0 704.8 436.6,1,1.200,0,0,24.621,40.615
325,10.833,20,motorcycle,0.597,479.2 323.6 513.6 379.9,1,1.200,0,0,24.751,40.402
325,10.833,21,motorcycle,0.389,636.5 358.6 704.1 437.6,2,1.200 1.200,1,0,24.751,40.402
325,10.833,23,motorcycle,0.345,555.6 308.8 574.5 342.3,1,1.200,0,0,24.751,40.402
326,10.867,20,motorcycle,0.582,479.4 322.0 515.9 379.6,1,1.200,0,0,23.748,42.108
326,10.867,21,motorcycle,0.470,635.2 361.5 703.4 438.5,1,1.200,0,0,23.748,42.108
326,10.867,23,motorcycle,0.335,555.4 308.0 574.7 342.0,1,1.200,0,0,23.748,42.108
327,10.900,20,motorcycle,0.601,480.4 320.2 515.2 379.8,1,1.200,0,0,24.501,40.814
327,10.900,21,motorcycle,0.535,634.2 361.5 702.0 440.3,1,1.200,0,0,24.501,40.814
327,10.900,23,motorcycle,0.368,555.6 307.7 575.1 341.0,1,1.200,0,0,24.501,40.814
328,10.933,20,motorcycle,0.578,481.4 324.5 516.2 379.0,1,1.200,0,0,24.513,40.795
328,10.933,21,motorcycle,0.513,632.1 366.3 700.7 440.4,2,1.200 1.189,1,0,24.513,40.795
328,10.933,23,motorcycle,0.333,556.1 307.6 575.3 340.9,1,1.200,0,0,24.513,40.795
329,10.967,20,motorcycle,0.543,482.7 325.3 518.1 377.9,1,1.200,0,0,30.522,32.764
329,10.967,21,motorcycle,0.529,628.7 365.9 699.3 440.0,1,1.200,0,0,30.522,32.764
329,10.967,23,motorcycle,0.362,556.6 305.5 576.0 339.3,1,1.200,0,0,30.522,32.764
330,11.000,21,motorcycle,0.549,625.7 359.5 698.2 437.8,1,1.200,0,0,23.465,42.617
330,11.000,20,motorcycle,0.510,483.8 325.2 519.7 377.9,1,1.200,0,0,23.465,42.617
330,11.000,23,motorcycle,0.317,556.7 306.8 575.4 338.6,0,,0,0,23.465,42.617
331,11.033,21,motorcycle,0.446,623.6 359.7 695.1 436.1,2,1.200 1.200,1,0,24.184,41.349
331,11.033,20,motorcycle,0.358,485.4 325.2 519.1 377.5,1,1.200,0,0,24.184,41.349
331,11.033,23,motorcycle,0.259,556.7 307.4 574.8 338.4,0,,0,0,24.184,41.349
332,11.067,21,motorcycle,0.548,620.0 350.5 695.3 431.5,1,1.200,0,0,23.887,41.864
332,11.067,20,motorcycle,0.353,486.7 321.7 521.6 377.6,0,,0,0,23.887,41.864
332,11.067,23,motorcycle,0.261,556.6 305.9 576.1 338.2,0,,0,0,23.887,41.864
333,11.100,21,motorcycle,0.597,618.0 351.7 693.7 435.1,1,1.200,0,0,23.202,43.099
333,11.100,20,motorcycle,0.406,488.6 320.6 521.5 377.0,1,1.200,0,0,23.202,43.099
334,11.133,21,motorcycle,0.557,615.7 350.7 692.2 431.2,1,1.200,0,0,24.439,40.918
334,11.133,20,motorcycle,0.521,488.8 314.7 526.2 377.6,1,1.200,0,0,24.439,40.918
335,11.167,21,motorcycle,0.628,607.5 351.4 692.1 430.2,1,1.200,0,0,24.041,41.596
335,11.167,20,motorcycle,0.581,491.9 321.2 525.3 376.0,1,1.200,0,0,24.041,41.596
336,11.200,21,motorcycle,0.598,604.7 347.4 690.7 429.8,1,1.200,0,0,24.413,40.962
336,11.200,20,motorcycle,0.551,492.0 315.8 532.4 375.6,0,,0,0,24.413,40.962
337,11.233,21,motorcycle,0.561,601.1 344.3 687.5 428.3,1,1.200,0,0,24.496,40.823
337,11.233,20,motorcycle,0.536,494.6 310.0 530.3 373.9,0,,0,0,24.496,40.823
338,11.267,21,motorcycle,0.648,594.2 340.8 686.9 425.5,1,1.186,0,0,23.912,41.820
338,11.267,20,motorcycle,0.630,496.1 315.4 530.3 373.4,1,1.200,0,0,23.912,41.820
339,11.300,21,motorcycle,0.656,593.3 344.4 685.7 425.7,1,1.200,0,0,24.205,41.314
339,11.300,20,motorcycle,0.552,497.1 308.3 535.9 371.5,2,1.200 1.097,1,0,24.205,41.314
340,11.333,20,motorcycle,0.554,498.7 316.6 536.3 370.9,2,1.200 1.153,1,1,23.420,42.699
340,11.333,21,motorcycle,0.548,590.4 343.6 684.3 424.6,1,1.200,0,0,23.420,42.699
341,11.367,21,motorcycle,0.584,590.6 339.7 682.8 425.1,1,1.200,0,0,24.210,41.305
341,11.367,20,motorcycle,0.511,500.8 320.7 540.1 369.4,1,1.200,0,0,24.210,41.305
341,11.367,24,motorcycle,0.289,558.6 302.8 579.0 334.7,0,,0,0,24.210,41.305
342,11.400,20,motorcycle,0.601,504.0 312.3 541.2 367.7,2,1.200 1.177,1,1,23.392,42.750
342,11.400,21,motorcycle,0.524,589.6 350.3 679.3 423.7,1,1.200,0,0,23.392,42.750
342,11.400,24,motorcycle,0.287,559.0 304.9 579.4 334.1,0,,0,0,23.392,42.750
342,11.400,25,motorcycle,0.253,590.3 349.7 633.1 411.9,0,,0,0,23.392,42.750
343,11.433,21,motorcycle,0.697,587.8 350.0 675.7 421.2,1,1.200,0,0,24.130,41.443
343,11.433,20,motorcycle,0.508,505.3 314.5 540.2 366.5,0,,0,0,24.130,41.443
343,11.433,24,motorcycle,0.275,559.8 304.1 579.0 333.7,0,,0,0,24.130,41.443
344,11.467,21,motorcycle,0.604,584.7 350.2 673.6 419.4,1,1.200,0,0,22.559,44.327
344,11.467,20,motorcycle,0.546,506.4 320.3 539.9 365.9,1,1.148,0,0,22.559,44.327
345,11.500,21,motorcycle,0.610,581.7 352.4 672.4 422.7,1,1.200,0,0,24.844,40.251
345,11.500,20,motorcycle,0.542,508.3 322.7 541.9 365.3,2,1.200 1.200,1,0,24.844,40.251
346,11.533,21,motorcycle,0.598,578.9 346.5 670.1 421.3,1,1.200,0,0,23.846,41.936
346,11.533,20,motorcycle,0.539,509.0 316.9 546.5 363.3,1,1.200,0,0,23.846,41.936
347,11.567,20,motorcycle,0.627,510.9 317.9 547.5 361.6,1,1.200,0,0,23.684,42.223
347,11.567,21,motorcycle,0.616,575.8 346.8 666.8 419.9,1,1.200,0,0,23.684,42.223
348,11.600,21,motorcycle,0.675,574.2 343.2 665.1 415.3,1,1.200,0,0,24.423,40.946
348,11.600,20,motorcycle,0.654,512.0 316.6 548.3 360.0,1,1.200,0,0,24.423,40.946
349,11.633,20,motorcycle,0.629,515.7 315.5 548.8 359.3,1,1.200,0,0,24.792,40.335
349,11.633,21,motorcycle,0.629,571.8 339.3 662.3 413.9,1,1.200,0,0,24.792,40.335
350,11.667,21,motorcycle,0.615,568.6 340.9 659.0 413.4,1,1.200,0,0,24.609,40.635
350,11.667,20,motorcycle,0.583,517.8 311.8 550.3 358.8,1,1.200,0,0,24.609,40.635
351,11.700,21,motorcycle,0.736,566.6 339.6 656.3 412.5,1,1.200,0,0,24.187,41.345
351,11.700,20,motorcycle,0.654,521.2 302.9 551.1 357.8,1,1.200,0,0,24.187,41.345
352,11.733,20,motorcycle,0.668,522.7 305.8 552.9 358.2,1,1.200,0,0,24.145,41.416
352,11.733,21,motorcycle,0.653,564.8 337.7 653.3 412.1,1,1.200,0,0,24.145,41.416
353,11.767,21,motorcycle,0.671,563.7 340.1 652.0 412.5,1,1.200,0,0,24.930,40.112
353,11.767,20,motorcycle,0.505,525.5 300.7 554.3 357.4,1,1.200,0,0,24.930,40.112
354,11.800,21,motorcycle,0.668,563.1 339.0 649.7 412.5,1,1.200,0,0,23.836,41.953
354,11.800,20,motorcycle,0.453,527.6 303.2 557.5 356.8,2,1.200 1.200,1,0,23.836,41.953
355,11.833,21,motorcycle,0.686,561.9 338.1 647.2 412.8,1,1.200,0,0,24.618,40.621
355,11.833,20,motorcycle,0.369,529.1 302.3 558.5 356.2,1,1.200,0,0,24.618,40.621
356,11.867,21,motorcycle,0.622,560.6 337.2 643.5 411.8,1,1.200,0,0,23.790,42.035
356,11.867,20,motorcycle,0.318,530.9 299.4 559.8 356.3,1,1.200,0,0,23.790,42.035
357,11.900,21,motorcycle,0.510,560.8 336.8 641.1 408.3,1,1.200,0,0,24.553,40.728
357,11.900,20,motorcycle,0.261,535.6 296.8 561.6 355.7,1,1.200,0,0,24.553,40.728
358,11.933,21,motorcycle,0.544,560.5 336.1 639.3 407.4,1,1.200,0,0,32.347,30.915
359,11.967,21,motorcycle,0.503,559.7 336.4 634.3 405.2,1,1.200,0,0,25.102,39.838
360,12.000,21,motorcycle,0.540,559.8 328.9 634.4 402.3,2,1.200 1.106,1,0,24.035,41.607
361,12.033,21,motorcycle,0.534,559.4 331.2 632.2 402.1,2,1.200 1.200,1,1,24.566,40.706
362,12.067,21,motorcycle,0.513,556.7 331.3 630.4 401.5,0,,0,0,24.741,40.419
363,12.100,21,motorcycle,0.538,555.7 327.5 627.4 400.2,0,,0,0,24.576,40.690
364,12.133,21,motorcycle,0.379,561.1 335.1 625.6 399.0,2,1.200 1.200,1,0,24.544,40.743
364,12.133,26,motorcycle,0.309,557.2 339.1 594.7 394.8,1,1.200,0,0,24.544,40.743
365,12.167,21,motorcycle,0.433,561.3 336.4 624.1 398.8,0,,0,0,24.759,40.390
365,12.167,26,motorcycle,0.323,558.4 330.2 592.2 392.6,0,,0,0,24.759,40.390
366,12.200,21,motorcycle,0.452,559.1 330.6 624.4 398.3,0,,0,0,23.600,42.373
366,12.200,27,motorcycle,0.300,583.8 351.2 624.0 400.8,0,,0,0,23.600,42.373
367,12.233,21,motorcycle,0.490,559.1 326.5 627.2 397.1,0,,0,0,25.303,39.522
368,12.267,21,motorcycle,0.287,561.1 339.3 628.3 394.6,1,1.200,0,0,24.553,40.728
369,12.300,21,motorcycle,0.309,561.7 337.6 621.7 393.6,0,,0,0,24.098,41.497
370,12.333,27,motorcycle,0.292,582.1 345.6 614.6 392.8,0,,0,0,31.937,31.312
371,12.367,21,motorcycle,0.383,562.8 339.8 614.3 390.8,0,,0,0,26.044,38.396
372,12.400,21,motorcycle,0.551,562.6 336.7 613.6 390.3,1,1.200,0,0,24.855,40.233
372,12.400,28,motorcycle,0.408,0.1 418.4 302.3 695.2,2,1.200 1.125,1,0,24.855,40.233
373,12.433,28,motorcycle,0.649,0.1 399.2 342.3 706.3,1,1.099,0,0,24.612,40.631
373,12.433,21,motorcycle,0.450,564.4 333.7 613.4 389.5,0,,0,0,24.612,40.631
374,12.467,28,motorcycle,0.608,0.7 403.2 383.6 710.1,1,1.089,0,0,24.867,40.213
374,12.467,21,motorcycle,0.511,564.7 332.4 612.2 389.1,0,,0,0,24.867,40.213
375,12.500,28,motorcycle,0.647,0.0 401.7 413.5 709.0,1,1.076,0,0,24.623,40.613
375,12.500,21,motorcycle,0.573,565.0 329.4 611.3 388.3,1,1.200,0,0,24.623,40.613
376,12.533,28,motorcycle,0.530,41.5 401.9 443.8 668.9,1,1.200,0,0,24.824,40.284
376,12.533,21,motorcycle,0.495,564.5 330.9 609.6 388.1,1,1.200,0,0,24.824,40.284
377,12.567,28,motorcycle,0.616,92.8 392.7 471.5 644.8,1,1.098,0,0,25.253,39.599
377,12.567,21,motorcycle,0.533,564.6 329.7 608.3 388.1,1,1.200,0,0,25.253,39.599
378,12.600,28,motorcycle,0.684,105.8 404.3 495.0 630.9,1,1.169,0,0,24.607,40.639
378,12.600,21,motorcycle,0.483,566.0 322.3 608.7 385.5,1,1.200,0,0,24.607,40.639
379,12.633,28,motorcycle,0.720,159.9 389.2 521.2 618.6,1,1.099,0,0,24.464,40.877
379,12.633,21,motorcycle,0.552,564.6 318.6 609.5 382.7,1,1.200,0,0,24.464,40.877
380,12.667,28,motorcycle,0.589,214.1 398.6 544.3 603.0,1,1.200,0,0,23.993,41.680
380,12.667,21,motorcycle,0.407,563.9 324.7 611.5 382.3,0,,0,0,23.993,41.680
381,12.700,28,motorcycle,0.571,261.5 386.5 566.1 594.7,1,1.119,0,0,24.120,41.460
382,12.733,28,motorcycle,0.554,291.3 369.0 590.3 589.4,1,1.114,0,0,26.271,38.065
383,12.767,28,motorcycle,0.481,328.6 378.0 607.6 573.2,1,1.200,0,0,26.260,38.081
383,12.767,21,motorcycle,0.329,563.7 304.6 610.2 376.8,2,1.200 1.200,1,0,26.260,38.081
384,12.800,28,motorcycle,0.592,360.8 351.6 629.9 555.3,1,1.200,0,0,24.677,40.523
385,12.833,28,motorcycle,0.580,390.3 372.2 646.0 559.6,1,1.200,0,0,24.553,40.729
386,12.867,28,motorcycle,0.728,417.5 351.1 669.6 546.1,1,1.200,0,0,24.099,41.495
387,12.900,28,motorcycle,0.709,443.6 345.6 685.1 550.2,1,1.177,0,0,25.057,39.909
388,12.933,28,motorcycle,0.715,468.2 359.4 701.7 541.1,1,1.200,0,0,25.304,39.519
389,12.967,28,motorcycle,0.607,493.5 361.6 715.8 536.6,1,1.200,0,0,24.161,41.389
389,12.967,29,motorcycle,0.264,855.5 310.8 927.9 369.0,0,,0,0,24.161,41.389
389,12.967,21,motorcycle,0.258,560.9 299.8 604.2 371.2,2,1.200 1.062,1,1,24.161,41.389
390,13.000,28,motorcycle,0.603,523.2 364.4 729.7 531.5,1,1.200,0,0,24.593,40.661
390,13.000,21,motorcycle,0.296,560.4 305.8 601.7 367.9,1,1.200,0,0,24.593,40.661
391,13.033,28,motorcycle,0.719,544.5 369.2 740.3 525.1,1,1.192,0,0,25.517,39.189
392,13.067,28,motorcycle,0.794,567.9 373.0 752.0 519.6,1,1.194,0,0,25.506,39.206
393,13.100,28,motorcycle,0.831,584.4 370.4 763.7 515.0,1,1.198,0,0,24.015,41.641
394,13.133,28,motorcycle,0.759,600.4 371.5 773.4 510.0,1,1.200,0,0,23.787,42.039
394,13.133,21,motorcycle,0.257,561.6 313.2 595.9 368.0,0,,0,0,23.787,42.039
395,13.167,28,motorcycle,0.755,620.3 369.2 789.2 506.0,1,1.200,0,0,25.512,39.198
395,13.167,21,motorcycle,0.466,561.0 313.1 594.6 367.3,1,1.200,0,0,25.512,39.198
396,13.200,28,motorcycle,0.667,633.9 364.2 800.6 502.3,2,1.200 1.110,1,0,24.782,40.352
396,13.200,21,motorcycle,0.513,561.1 313.0 593.8 366.6,1,1.200,0,0,24.782,40.352
397,13.233,28,motorcycle,0.734,652.4 369.9 806.6 497.5,1,1.200,0,0,25.209,39.668
397,13.233,21,motorcycle,0.453,561.0 313.5 593.4 365.9,0,,0,0,25.209,39.668
398,13.267,28,motorcycle,0.559,669.6 359.2 818.9 492.7,1,1.200,0,0,24.146,41.415
398,13.267,21,motorcycle,0.286,561.2 313.5 593.7 365.6,0,,0,0,24.146,41.415
399,13.300,28,motorcycle,0.620,690.1 364.6 826.4 490.1,1,1.200,0,0,25.458,39.280
399,13.300,21,motorcycle,0.314,561.2 309.1 593.9 364.2,0,,0,0,25.458,39.280
400,13.333,28,motorcycle,0.642,700.1 366.4 839.7 487.4,1,1.200,0,0,25.053,39.915
400,13.333,21,motorcycle,0.410,560.5 308.8 593.7 362.7,0,,0,0,25.053,39.915
401,13.367,28,motorcycle,0.432,719.3 386.2 845.6 483.1,1,1.200,0,0,24.667,40.540
401,13.367,21,motorcycle,0.296,560.2 311.3 593.0 362.3,0,,0,0,24.667,40.540
402,13.400,28,motorcycle,0.493,717.0 361.5 857.9 482.3,1,1.200,0,0,25.228,39.639
402,13.400,21,motorcycle,0.426,560.3 310.7 592.4 361.6,1,1.200,0,0,25.228,39.639
403,13.433,28,motorcycle,0.521,723.9 355.1 865.5 479.1,0,,0,0,23.347,42.832
403,13.433,21,motorcycle,0.357,561.2 312.8 592.2 360.0,0,,0,0,23.347,42.832
404,13.467,28,motorcycle,0.538,730.2 349.8 874.7 476.2,0,,0,0,25.043,39.932
