frame,timestamp_sec,vehicle_track_id,vehicle_class,vehicle_conf,vehicle_bbox,matched_person_count,match_scores,raw_overload,confirmed_overload,elapsed_ms,fps
141,4.700,7,motorcycle,0.414,3.3 355.9 280.7 542.4,1,1.200,0,0,24.167,41.379
142,4.733,1,motorcycle,0.748,543.3 410.5 771.0 605.7,1,1.200,0,0,24.712,40.466
142,4.733,10,motorcycle,0.637,717.1 376.2 825.1 442.4,1,1.194,0,1,24.712,40.466
142,4.733,2,motorcycle,0.609,357.7 376.3 507.9 479.6,2,1.200 1.160,1,1,24.712,40.466
142,4.733,7,motorcycle,0.488,5.8 354.4 279.0 542.0,1,1.200,0,0,24.712,40.466
143,4.767,1,motorcycle,0.752,543.3 408.3 771.0 606.0,1,1.200,0,0,24.846,40.248
143,4.767,10,motorcycle,0.638,717.9 376.2 825.4 442.1,1,1.200,0,1,24.846,40.248
143,4.767,2,motorcycle,0.609,357.9 376.3 508.6 480.0,2,1.200 1.159,1,1,24.846,40.248
143,4.767,7,motorcycle,0.506,5.2 354.9 280.3 541.9,1,1.200,0,0,24.846,40.248
144,4.800,1,motorcycle,0.751,543.5 406.3 771.1 607.1,1,1.200,0,0,24.267,41.208
144,4.800,10,motorcycle,0.606,718.0 376.3 825.0 441.9,1,1.200,0,0,24.267,41.208
144,4.800,2,motorcycle,0.567,357.2 374.8 508.8 479.2,2,1.200 1.157,1,1,24.267,41.208
144,4.800,7,motorcycle,0.523,6.7 355.7 278.7 542.4,1,1.200,0,0,24.267,41.208
145,4.833,1,motorcycle,0.749,544.5 412.6 771.4 606.6,1,1.200,0,0,25.365,39.425
145,4.833,10,motorcycle,0.592,718.2 376.1 825.0 441.0,1,1.200,0,0,25.365,39.425
145,4.833,7,motorcycle,0.577,6.8 355.8 290.8 542.9,1,1.200,0,0,25.365,39.425
145,4.833,2,motorcycle,0.549,356.6 373.2 509.3 479.0,2,1.200 1.158,1,1,25.365,39.425
146,4.867,1,motorcycle,0.739,545.5 411.7 771.5 606.9,1,1.200,0,0,23.277,42.960
146,4.867,2,motorcycle,0.584,358.7 373.0 508.9 478.7,2,1.200 1.161,1,1,23.277,42.960
146,4.867,7,motorcycle,0.576,10.6 355.5 297.8 542.1,1,1.200,0,0,23.277,42.960
146,4.867,10,motorcycle,0.575,718.3 376.2 824.6 440.3,1,1.200,0,0,23.277,42.960
147,4.900,1,motorcycle,0.743,545.5 413.4 771.8 606.8,1,1.200,0,0,32.391,30.873
147,4.900,7,motorcycle,0.611,13.9 355.6 299.1 542.1,1,1.200,0,0,32.391,30.873
147,4.900,2,motorcycle,0.563,359.8 371.7 509.3 478.6,2,1.200 1.161,1,1,32.391,30.873
147,4.900,10,motorcycle,0.560,718.7 375.8 824.5 439.9,1,1.200,0,0,32.391,30.873
147,4.900,14,motorcycle,0.257,688.0 421.7 771.4 570.5,0,,0,0,32.391,30.873
148,4.933,1,motorcycle,0.744,546.4 416.7 772.2 606.6,1,1.200,0,0,24.881,40.191
148,4.933,7,motorcycle,0.627,17.0 356.1 302.3 541.3,1,1.200,0,0,24.881,40.191
148,4.933,2,motorcycle,0.568,369.5 372.1 508.6 478.0,2,1.200 1.177,1,1,24.881,40.191
148,4.933,10,motorcycle,0.532,717.9 376.5 824.5 439.9,1,1.200,0,0,24.881,40.191
148,4.933,14,motorcycle,0.261,688.2 423.5 771.6 570.7,0,,0,0,24.881,40.191
149,4.967,1,motorcycle,0.744,546.6 415.9 772.1 606.0,1,1.200,0,0,24.640,40.584
149,4.967,7,motorcycle,0.665,16.7 357.0 305.5 541.2,1,1.200,0,0,24.640,40.584
149,4.967,10,motorcycle,0.530,718.0 377.7 827.3 438.6,1,1.200,0,0,24.640,40.584
149,4.967,2,motorcycle,0.507,366.1 368.5 509.3 477.5,2,1.200 1.162,1,1,24.640,40.584
149,4.967,14,motorcycle,0.276,687.9 422.0 771.6 570.5,0,,0,0,24.640,40.584
150,5.000,1,motorcycle,0.735,546.6 417.5 772.4 605.8,1,1.200,0,0,23.738,42.127
150,5.000,7,motorcycle,0.667,20.5 356.7 304.3 541.0,1,1.200,0,0,23.738,42.127
150,5.000,2,motorcycle,0.543,362.4 369.3 509.6 477.5,2,1.200 1.156,1,1,23.738,42.127
150,5.000,10,motorcycle,0.509,717.6 376.8 826.9 438.3,1,1.200,0,0,23.738,42.127
150,5.000,14,motorcycle,0.307,688.9 422.0 771.8 570.6,0,,0,0,23.738,42.127
151,5.033,1,motorcycle,0.731,545.9 419.5 771.3 605.0,1,1.200,0,0,24.080,41.529
151,5.033,7,motorcycle,0.680,19.7 355.1 303.2 541.7,1,1.200,0,0,24.080,41.529
151,5.033,2,motorcycle,0.563,360.0 368.7 509.8 477.5,2,1.200 1.151,1,1,24.080,41.529
151,5.033,10,motorcycle,0.501,717.5 377.8 826.6 438.3,1,1.200,0,0,24.080,41.529
151,5.033,14,motorcycle,0.349,688.9 422.3 771.9 570.5,0,,0,0,24.080,41.529
152,5.067,1,motorcycle,0.738,545.8 406.5 772.0 605.4,1,1.200,0,0,23.243,43.024
152,5.067,7,motorcycle,0.677,20.0 355.2 305.8 539.3,1,1.200,0,0,23.243,43.024
152,5.067,2,motorcycle,0.624,358.6 367.7 510.1 477.4,2,1.200 1.151,1,1,23.243,43.024
152,5.067,10,motorcycle,0.509,716.8 377.6 826.9 438.4,1,1.200,0,0,23.243,43.024
152,5.067,14,motorcycle,0.352,688.3 422.4 772.0 570.3,0,,0,0,23.243,43.024
153,5.100,1,motorcycle,0.755,545.7 406.4 771.7 604.9,1,1.200,0,0,23.499,42.556
153,5.100,7,motorcycle,0.708,20.6 355.9 306.2 539.2,1,1.200,0,0,23.499,42.556
153,5.100,2,motorcycle,0.650,357.5 366.7 510.5 477.5,2,1.200 1.147,1,1,23.499,42.556
153,5.100,10,motorcycle,0.489,717.2 378.0 827.1 438.4,1,1.200,0,0,23.499,42.556
153,5.100,14,motorcycle,0.388,688.8 420.8 771.9 570.3,0,,0,0,23.499,42.556
154,5.133,1,motorcycle,0.766,546.1 406.0 772.0 603.8,1,1.200,0,0,24.155,41.399
154,5.133,2,motorcycle,0.671,357.3 366.4 511.0 477.6,2,1.200 1.143,1,1,24.155,41.399
154,5.133,7,motorcycle,0.646,19.9 355.4 304.6 539.4,1,1.200,0,0,24.155,41.399
154,5.133,10,motorcycle,0.514,718.2 376.6 827.6 437.9,1,1.200,0,0,24.155,41.399
154,5.133,14,motorcycle,0.407,689.6 419.3 772.2 569.7,0,,0,0,24.155,41.399
155,5.167,1,motorcycle,0.766,546.2 406.4 771.9 603.8,1,1.200,0,0,23.274,42.966
155,5.167,2,motorcycle,0.671,358.2 364.8 511.4 477.8,2,1.200 1.151,1,1,23.274,42.966
155,5.167,7,motorcycle,0.654,20.0 355.5 304.5 539.6,1,1.200,0,0,23.274,42.966
155,5.167,10,motorcycle,0.540,718.9 375.8 827.7 438.0,1,1.200,0,0,23.274,42.966
155,5.167,14,motorcycle,0.370,689.2 419.1 772.2 569.0,0,,0,0,23.274,42.966
156,5.200,1,motorcycle,0.763,546.0 409.8 772.2 603.4,1,1.200,0,0,24.832,40.270
156,5.200,7,motorcycle,0.655,18.2 355.4 303.8 539.7,1,1.198,0,0,24.832,40.270
156,5.200,2,motorcycle,0.639,358.2 363.9 511.1 477.4,2,1.200 1.142,1,1,24.832,40.270
156,5.200,10,motorcycle,0.532,718.3 376.6 827.7 437.6,1,1.200,0,0,24.832,40.270
156,5.200,14,motorcycle,0.413,688.7 419.8 772.3 568.1,0,,0,0,24.832,40.270
157,5.233,1,motorcycle,0.763,545.8 412.5 772.4 603.6,1,1.200,0,0,23.273,42.969
157,5.233,2,motorcycle,0.651,361.2 364.3 511.6 477.3,2,1.200 1.146,1,1,23.273,42.969
157,5.233,7,motorcycle,0.632,17.7 355.2 300.8 539.6,1,1.197,0,0,23.273,42.969
157,5.233,10,motorcycle,0.522,718.1 377.3 827.9 437.5,1,1.200,0,0,23.273,42.969
157,5.233,14,motorcycle,0.427,688.8 420.5 772.5 568.1,0,,0,0,23.273,42.969
158,5.267,1,motorcycle,0.779,546.3 412.3 772.8 603.2,1,1.200,0,0,24.705,40.478
158,5.267,7,motorcycle,0.639,19.2 357.0 301.6 538.6,1,1.199,0,0,24.705,40.478
158,5.267,2,motorcycle,0.604,362.3 369.6 510.9 476.4,2,1.200 1.150,1,1,24.705,40.478
158,5.267,10,motorcycle,0.465,717.7 377.0 827.8 436.9,1,1.200,0,0,24.705,40.478
158,5.267,14,motorcycle,0.380,689.1 420.7 772.8 568.9,0,,0,0,24.705,40.478
158,5.267,15,motorcycle,0.316,548.8 351.0 594.9 418.0,1,1.200,0,0,24.705,40.478
159,5.300,1,motorcycle,0.785,546.3 414.5 772.8 602.9,1,1.200,0,0,24.592,40.664
159,5.300,7,motorcycle,0.607,18.2 356.8 301.6 538.7,1,1.199,0,0,24.592,40.664
159,5.300,2,motorcycle,0.533,361.9 368.8 510.3 476.3,2,1.200 1.145,1,1,24.592,40.664
159,5.300,10,motorcycle,0.447,717.6 376.9 827.7 436.7,1,1.200,0,0,24.592,40.664
159,5.300,14,motorcycle,0.353,688.7 420.4 773.0 568.8,0,,0,0,24.592,40.664
159,5.300,15,motorcycle,0.311,550.3 353.0 595.6 417.5,1,1.200,0,0,24.592,40.664
160,5.333,1,motorcycle,0.769,546.1 418.8 772.9 603.2,1,1.200,0,0,31.085,32.170
160,5.333,7,motorcycle,0.604,21.1 356.4 304.7 537.6,1,1.200,0,0,31.085,32.170
160,5.333,10,motorcycle,0.435,717.7 377.5 827.9 436.1,1,1.200,0,0,31.085,32.170
160,5.333,2,motorcycle,0.426,361.0 368.4 508.4 476.2,2,1.200 1.152,1,1,31.085,32.170
160,5.333,14,motorcycle,0.382,688.5 420.8 773.1 567.8,0,,0,0,31.085,32.170
160,5.333,15,motorcycle,0.332,553.4 357.2 594.0 415.7,1,1.200,0,0,31.085,32.170
161,5.367,1,motorcycle,0.774,545.9 420.2 773.0 603.0,1,1.200,0,0,23.950,41.753
161,5.367,7,motorcycle,0.601,19.8 355.8 305.2 537.7,1,1.200,0,0,23.950,41.753
161,5.367,14,motorcycle,0.416,688.4 419.9 773.2 567.5,0,,0,0,23.950,41.753
161,5.367,10,motorcycle,0.413,717.6 377.5 828.1 435.7,1,1.200,0,0,23.950,41.753
161,5.367,2,motorcycle,0.385,362.7 369.2 507.1 475.8,2,1.200 1.159,1,1,23.950,41.753
161,5.367,15,motorcycle,0.304,553.2 357.4 602.3 416.7,1,1.200,0,0,23.950,41.753
162,5.400,1,motorcycle,0.792,545.9 416.5 773.1 601.1,1,1.200,0,0,23.919,41.808
162,5.400,7,motorcycle,0.619,17.6 353.7 301.3 537.9,1,1.200,0,0,23.919,41.808
162,5.400,10,motorcycle,0.436,717.8 377.6 827.8 435.5,1,1.200,0,0,23.919,41.808
162,5.400,2,motorcycle,0.378,363.2 370.0 501.1 475.4,2,1.200 1.171,1,1,23.919,41.808
162,5.400,14,motorcycle,0.378,688.5 418.8 773.1 567.5,0,,0,0,23.919,41.808
162,5.400,15,motorcycle,0.308,555.6 342.9 594.5 414.4,1,1.200,0,0,23.919,41.808
163,5.433,1,motorcycle,0.781,545.9 416.5 773.1 601.1,1,1.200,0,0,24.297,41.157
163,5.433,7,motorcycle,0.620,19.1 353.6 299.5 537.8,1,1.200,0,0,24.297,41.157
163,5.433,10,motorcycle,0.472,718.0 377.4 828.2 435.3,1,1.200,0,0,24.297,41.157
163,5.433,14,motorcycle,0.424,688.3 418.2 773.2 567.4,0,,0,0,24.297,41.157
163,5.433,15,motorcycle,0.343,555.8 345.7 594.5 414.0,1,1.200,0,0,24.297,41.157
164,5.467,1,motorcycle,0.783,545.8 413.3 772.8 600.9,1,1.200,0,0,23.506,42.543
164,5.467,7,motorcycle,0.636,21.1 356.5 296.0 537.5,1,1.200,0,0,23.506,42.543
164,5.467,10,motorcycle,0.498,718.6 376.5 827.6 435.2,1,1.200,0,0,23.506,42.543
164,5.467,14,motorcycle,0.404,688.6 417.7 773.1 566.8,0,,0,0,23.506,42.543
164,5.467,15,motorcycle,0.358,556.4 351.9 594.9 413.5,1,1.200,0,0,23.506,42.543
165,5.500,1,motorcycle,0.781,545.4 413.9 772.8 601.7,1,1.200,0,0,24.142,41.422
165,5.500,7,motorcycle,0.624,20.5 354.7 294.1 536.9,1,1.200,0,0,24.142,41.422
165,5.500,10,motorcycle,0.489,719.5 375.9 827.4 435.1,1,1.200,0,0,24.142,41.422
165,5.500,14,motorcycle,0.367,688.9 416.5 773.1 567.0,0,,0,0,24.142,41.422
166,5.533,1,motorcycle,0.778,545.2 412.1 772.6 600.7,1,1.200,0,0,25.506,39.207
166,5.533,7,motorcycle,0.576,20.3 354.6 278.6 537.1,1,1.200,0,0,25.506,39.207
166,5.533,10,motorcycle,0.455,720.0 375.8 827.4 435.1,1,1.200,0,0,25.506,39.207
166,5.533,14,motorcycle,0.295,687.9 416.8 773.0 567.0,0,,0,0,25.506,39.207
166,5.533,2,motorcycle,0.264,366.5 372.8 492.5 474.7,2,1.200 1.185,1,1,25.506,39.207
167,5.567,1,motorcycle,0.781,544.9 411.3 771.9 599.9,1,1.200,0,0,23.419,42.699
167,5.567,7,motorcycle,0.597,21.0 354.4 278.7 536.4,1,1.200,0,0,23.419,42.699
167,5.567,10,motorcycle,0.440,720.1 373.6 826.7 434.8,1,1.200,0,0,23.419,42.699
167,5.567,14,motorcycle,0.252,688.0 415.4 773.0 567.2,0,,0,0,23.419,42.699
168,5.600,1,motorcycle,0.777,545.0 412.6 771.8 599.5,1,1.200,0,0,24.412,40.964
168,5.600,7,motorcycle,0.568,19.5 354.2 273.4 536.3,1,1.200,0,0,24.412,40.964
168,5.600,10,motorcycle,0.422,723.3 370.3 813.3 434.9,1,1.200,0,0,24.412,40.964
169,5.633,1,motorcycle,0.769,545.1 414.5 771.7 599.8,1,1.200,0,0,24.420,40.950
169,5.633,7,motorcycle,0.575,20.0 352.1 276.8 536.8,1,1.200,0,0,24.420,40.950
169,5.633,10,motorcycle,0.443,723.2 369.2 813.5 434.9,1,1.200,0,0,24.420,40.950
169,5.633,15,motorcycle,0.266,561.0 339.4 600.4 413.1,1,1.200,0,0,24.420,40.950
170,5.667,1,motorcycle,0.766,544.5 414.4 771.7 600.1,1,1.200,0,0,25.004,39.993
170,5.667,7,motorcycle,0.520,20.6 351.0 276.8 536.2,1,1.200,0,0,25.004,39.993
170,5.667,10,motorcycle,0.416,721.6 368.0 822.6 434.6,1,1.200,0,0,25.004,39.993
170,5.667,2,motorcycle,0.274,371.7 370.5 501.3 472.6,2,1.200 1.173,1,1,25.004,39.993
170,5.667,15,motorcycle,0.271,562.0 357.6 599.0 410.2,1,1.200,0,0,25.004,39.993
171,5.700,1,motorcycle,0.765,544.5 415.5 771.7 600.1,1,1.200,0,0,24.948,40.083
171,5.700,7,motorcycle,0.498,19.2 348.8 279.2 535.8,1,1.200,0,0,24.948,40.083
171,5.700,10,motorcycle,0.415,721.5 367.5 822.1 434.8,1,1.200,0,0,24.948,40.083
171,5.700,16,motorcycle,0.363,588.8 342.1 642.5 417.3,1,1.200,0,0,24.948,40.083
171,5.700,2,motorcycle,0.336,373.0 370.2 501.1 471.8,2,1.200 1.164,1,1,24.948,40.083
171,5.700,15,motorcycle,0.290,562.6 353.0 598.5 408.7,1,1.200,0,0,24.948,40.083
172,5.733,1,motorcycle,0.764,543.8 414.0 771.3 599.5,1,1.200,0,0,24.328,41.105
172,5.733,7,motorcycle,0.507,20.0 345.3 278.5 535.6,1,1.200,0,0,24.328,41.105
172,5.733,10,motorcycle,0.414,721.7 365.8 819.6 434.1,1,1.200,0,0,24.328,41.105
172,5.733,2,motorcycle,0.354,373.4 369.5 501.8 471.2,2,1.200 1.161,1,1,24.328,41.105
172,5.733,15,motorcycle,0.283,563.5 350.1 597.4 407.2,1,1.200,0,0,24.328,41.105
172,5.733,16,motorcycle,0.277,589.6 339.8 642.2 417.2,1,1.200,0,0,24.328,41.105
173,5.767,1,motorcycle,0.769,544.0 413.4 771.1 599.1,1,1.200,0,0,24.040,41.598
173,5.767,7,motorcycle,0.508,22.2 345.2 278.9 535.2,1,1.200,0,0,24.040,41.598
173,5.767,10,motorcycle,0.427,721.4 364.9 819.0 434.2,1,1.200,0,0,24.040,41.598
173,5.767,2,motorcycle,0.269,375.4 367.7 501.0 470.4,2,1.200 1.165,1,1,24.040,41.598
173,5.767,15,motorcycle,0.252,564.4 356.0 600.0 407.6,1,1.200,0,0,24.040,41.598
174,5.800,1,motorcycle,0.762,543.5 416.9 770.8 598.5,1,1.200,0,0,23.492,42.568
174,5.800,10,motorcycle,0.483,720.8 368.3 809.9 434.2,2,1.200 1.200,1,0,23.492,42.568
174,5.800,7,motorcycle,0.451,21.4 342.2 280.6 535.7,1,1.200,0,0,23.492,42.568
174,5.800,16,motorcycle,0.260,587.4 337.8 640.2 416.0,2,1.200 1.110,1,0,23.492,42.568
175,5.833,1,motorcycle,0.759,543.0 418.0 770.7 598.1,1,1.200,0,0,24.263,41.216
175,5.833,10,motorcycle,0.466,720.5 368.5 809.6 433.9,1,1.200,0,0,24.263,41.216
175,5.833,7,motorcycle,0.456,22.7 342.8 280.3 535.7,1,1.200,0,0,24.263,41.216
175,5.833,16,motorcycle,0.308,574.9 357.9 638.1 415.8,2,1.200 1.200,1,1,24.263,41.216
176,5.867,1,motorcycle,0.768,542.5 420.7 770.5 597.3,1,1.200,0,0,24.576,40.690
176,5.867,7,motorcycle,0.474,25.5 349.3 275.4 535.1,1,1.200,0,0,24.576,40.690
176,5.867,10,motorcycle,0.458,720.5 368.3 819.9 433.9,1,1.200,0,0,24.576,40.690
176,5.867,2,motorcycle,0.316,379.0 368.7 519.0 469.2,2,1.200 1.154,1,1,24.576,40.690
176,5.867,16,motorcycle,0.275,578.3 360.5 621.6 414.5,2,1.180 1.164,1,1,24.576,40.690
177,5.900,1,motorcycle,0.751,542.4 426.2 770.1 598.8,1,1.200,0,0,23.782,42.048
177,5.900,7,motorcycle,0.489,26.2 350.0 277.9 534.8,1,1.200,0,0,23.782,42.048
177,5.900,10,motorcycle,0.462,720.2 366.8 818.3 433.9,1,1.200,0,0,23.782,42.048
177,5.900,16,motorcycle,0.438,575.7 356.1 635.5 414.2,2,1.200 1.200,1,1,23.782,42.048
177,5.900,2,motorcycle,0.369,381.4 368.3 522.6 468.6,2,1.200 1.165,1,1,23.782,42.048
178,5.933,1,motorcycle,0.739,541.7 424.9 769.9 598.4,1,1.200,0,0,25.290,39.541
178,5.933,16,motorcycle,0.597,571.9 345.5 634.8 415.1,2,1.200 1.200,1,1,25.290,39.541
178,5.933,7,motorcycle,0.479,25.3 349.3 277.3 535.5,1,1.200,0,0,25.290,39.541
178,5.933,10,motorcycle,0.470,720.1 367.3 820.5 433.0,1,1.200,0,0,25.290,39.541
178,5.933,2,motorcycle,0.386,387.2 366.0 525.6 469.4,2,1.200 1.141,1,1,25.290,39.541
179,5.967,1,motorcycle,0.734,541.2 426.9 769.5 599.1,1,1.200,0,0,24.837,40.263
179,5.967,16,motorcycle,0.591,573.4 341.4 634.2 415.4,2,1.200 1.200,1,1,24.837,40.263
179,5.967,7,motorcycle,0.475,27.1 348.8 295.9 535.3,1,1.200,0,0,24.837,40.263
179,5.967,10,motorcycle,0.467,719.5 369.0 821.2 432.5,1,1.200,0,0,24.837,40.263
179,5.967,2,motorcycle,0.295,387.1 368.6 525.0 468.2,2,1.200 1.142,1,1,24.837,40.263
180,6.000,1,motorcycle,0.731,540.9 428.2 769.3 598.9,1,1.200,0,0,24.248,41.241
180,6.000,16,motorcycle,0.569,572.5 344.6 631.3 415.1,2,1.200 1.200,1,1,24.248,41.241
180,6.000,7,motorcycle,0.564,25.4 350.8 303.1 534.9,1,1.199,0,0,24.248,41.241
180,6.000,10,motorcycle,0.487,719.3 367.8 821.3 432.4,1,1.200,0,0,24.248,41.241
180,6.000,2,motorcycle,0.385,388.7 369.1 525.5 468.2,2,1.200 1.144,1,1,24.248,41.241
181,6.033,1,motorcycle,0.736,540.5 424.0 768.6 596.9,1,1.200,0,0,23.746,42.112
181,6.033,16,motorcycle,0.654,571.3 345.9 630.7 414.8,2,1.200 1.200,1,1,23.746,42.112
181,6.033,7,motorcycle,0.573,25.7 349.3 302.9 534.7,1,1.192,0,0,23.746,42.112
181,6.033,2,motorcycle,0.551,389.7 369.3 525.9 467.9,1,1.200,0,1,23.746,42.112
181,6.033,10,motorcycle,0.460,719.1 367.3 819.8 431.3,1,1.200,0,0,23.746,42.112
182,6.067,1,motorcycle,0.728,540.2 429.5 768.0 597.8,1,1.200,0,0,24.016,41.638
182,6.067,16,motorcycle,0.668,570.7 351.4 634.9 415.1,2,1.200 1.200,1,1,24.016,41.638
182,6.067,2,motorcycle,0.621,390.6 364.7 524.5 462.7,1,1.200,0,1,24.016,41.638
182,6.067,7,motorcycle,0.581,24.3 348.3 302.9 535.2,1,1.200,0,0,24.016,41.638
182,6.067,10,motorcycle,0.512,719.1 365.1 808.1 432.3,1,1.200,0,0,24.016,41.638
183,6.100,1,motorcycle,0.722,539.5 432.2 767.7 598.6,1,1.200,0,0,23.568,42.431
183,6.100,16,motorcycle,0.612,570.5 350.6 629.9 414.5,2,1.200 1.200,1,1,23.568,42.431
183,6.100,7,motorcycle,0.585,26.0 349.1 302.7 533.8,1,1.200,0,0,23.568,42.431
183,6.100,10,motorcycle,0.533,718.4 365.7 808.1 431.9,1,1.200,0,0,23.568,42.431
183,6.100,2,motorcycle,0.501,392.4 367.5 527.5 465.6,2,1.200 1.142,1,1,23.568,42.431
184,6.133,1,motorcycle,0.719,539.2 431.3 766.9 598.6,1,1.200,0,0,23.583,42.403
184,6.133,7,motorcycle,0.618,20.3 349.1 303.2 534.2,1,1.196,0,0,23.583,42.403
184,6.133,2,motorcycle,0.593,392.9 367.2 527.8 465.1,2,1.200 1.144,1,1,23.583,42.403
184,6.133,10,motorcycle,0.553,717.9 367.1 808.1 431.3,1,1.200,0,0,23.583,42.403
184,6.133,16,motorcycle,0.547,569.4 354.4 627.5 413.6,2,1.200 1.200,1,1,23.583,42.403
185,6.167,1,motorcycle,0.737,538.7 427.8 767.1 598.5,1,1.200,0,0,24.241,41.252
185,6.167,7,motorcycle,0.613,25.1 353.1 302.0 533.6,1,1.200,0,0,24.241,41.252
185,6.167,2,motorcycle,0.577,394.3 367.4 528.1 463.5,1,1.200,0,1,24.241,41.252
185,6.167,16,motorcycle,0.575,566.3 358.8 630.2 413.6,2,1.200 1.200,1,1,24.241,41.252
185,6.167,10,motorcycle,0.498,717.0 364.8 807.5 430.8,1,1.200,0,0,24.241,41.252
186,6.200,1,motorcycle,0.747,538.0 426.0 766.7 597.3,1,1.200,0,0,24.585,40.676
186,6.200,2,motorcycle,0.706,399.1 363.7 526.6 460.3,1,1.200,0,1,24.585,40.676
186,6.200,16,motorcycle,0.702,563.0 351.6 626.5 413.7,1,1.200,0,1,24.585,40.676
186,6.200,7,motorcycle,0.570,27.6 353.1 299.0 533.6,1,1.200,0,0,24.585,40.676
186,6.200,10,motorcycle,0.558,716.3 365.7 807.0 429.9,1,1.200,0,0,24.585,40.676
187,6.233,16,motorcycle,0.743,561.3 349.8 627.7 413.9,2,1.200 1.200,1,1,25.207,39.671
187,6.233,1,motorcycle,0.727,537.6 428.6 766.5 596.1,1,1.200,0,0,25.207,39.671
187,6.233,2,motorcycle,0.649,401.3 363.8 528.0 459.0,2,1.200 1.163,1,1,25.207,39.671
187,6.233,10,motorcycle,0.548,716.8 365.7 806.3 429.2,1,1.200,0,0,25.207,39.671
187,6.233,7,motorcycle,0.544,26.3 353.5 297.2 533.0,1,1.200,0,0,25.207,39.671
188,6.267,2,motorcycle,0.743,403.9 361.9 528.4 459.1,2,1.200 1.154,1,1,23.012,43.455
188,6.267,1,motorcycle,0.715,537.4 429.9 767.0 594.9,1,1.200,0,0,23.012,43.455
188,6.267,7,motorcycle,0.707,32.2 355.2 295.7 532.4,1,1.199,0,0,23.012,43.455
188,6.267,16,motorcycle,0.682,561.2 350.9 626.9 412.8,1,1.200,0,1,23.012,43.455
188,6.267,10,motorcycle,0.497,716.3 366.5 805.4 428.7,1,1.200,0,0,23.012,43.455
189,6.300,16,motorcycle,0.752,560.4 353.3 625.8 413.5,1,1.200,0,1,23.958,41.740
189,6.300,1,motorcycle,0.713,537.3 426.5 766.4 594.6,1,1.200,0,0,23.958,41.740
189,6.300,2,motorcycle,0.706,404.2 362.4 529.7 459.0,2,1.200 1.151,1,1,23.958,41.740
189,6.300,7,motorcycle,0.593,33.9 353.3 291.6 532.2,1,1.200,0,0,23.958,41.740
189,6.300,10,motorcycle,0.526,714.7 367.0 818.6 428.6,1,1.200,0,0,23.958,41.740
190,6.333,16,motorcycle,0.712,559.7 353.6 621.5 414.0,1,1.200,0,1,24.485,40.842
190,6.333,1,motorcycle,0.694,536.3 429.1 766.0 593.8,1,1.200,0,0,24.485,40.842
190,6.333,2,motorcycle,0.661,405.7 364.0 531.0 460.3,2,1.200 1.168,1,1,24.485,40.842
190,6.333,10,motorcycle,0.591,713.6 368.7 816.9 428.9,1,1.200,0,0,24.485,40.842
190,6.333,7,motorcycle,0.497,36.3 350.8 281.0 530.5,1,1.200,0,0,24.485,40.842
191,6.367,1,motorcycle,0.697,536.0 432.7 765.5 593.5,1,1.200,0,0,24.985,40.024
191,6.367,16,motorcycle,0.665,557.9 353.2 620.5 412.1,2,1.200 1.200,1,1,24.985,40.024
191,6.367,2,motorcycle,0.654,407.1 362.2 530.8 458.1,1,1.200,0,1,24.985,40.024
191,6.367,10,motorcycle,0.599,710.9 369.4 814.9 429.2,1,1.200,0,0,24.985,40.024
191,6.367,7,motorcycle,0.409,33.9 342.2 285.1 529.6,1,1.200,0,0,24.985,40.024
192,6.400,1,motorcycle,0.686,535.5 435.5 764.3 592.8,1,1.200,0,0,24.279,41.188
192,6.400,2,motorcycle,0.642,408.8 364.5 532.1 457.6,1,1.200,0,1,24.279,41.188
192,6.400,16,motorcycle,0.628,555.5 352.2 616.9 412.8,2,1.200 1.200,1,1,24.279,41.188
192,6.400,10,motorcycle,0.617,709.9 369.4 819.3 428.7,1,1.200,0,0,24.279,41.188
192,6.400,7,motorcycle,0.529,42.1 366.3 281.7 525.9,1,1.200,0,0,24.279,41.188
193,6.433,1,motorcycle,0.678,534.3 432.7 763.5 590.5,1,1.200,0,0,25.675,38.948
193,6.433,2,motorcycle,0.621,410.3 364.3 532.3 456.7,1,1.200,0,1,25.675,38.948
193,6.433,10,motorcycle,0.576,709.8 368.4 815.9 428.6,2,1.200 1.200,1,0,25.675,38.948
193,6.433,16,motorcycle,0.558,555.3 352.4 615.5 410.6,1,1.200,0,1,25.675,38.948
193,6.433,7,motorcycle,0.547,41.9 379.4 282.8 524.3,1,1.200,0,0,25.675,38.948
194,6.467,1,motorcycle,0.690,532.9 438.8 762.3 591.7,1,1.200,0,0,23.378,42.776
194,6.467,16,motorcycle,0.646,553.4 351.2 611.7 408.8,1,1.200,0,1,23.378,42.776
194,6.467,2,motorcycle,0.610,413.3 361.7 532.8 454.9,1,1.200,0,1,23.378,42.776
194,6.467,10,motorcycle,0.555,707.8 367.5 813.9 428.6,2,1.200 1.153,1,1,23.378,42.776
194,6.467,7,motorcycle,0.549,48.3 367.5 286.8 524.2,1,1.200,0,0,23.378,42.776
195,6.500,1,motorcycle,0.681,530.9 435.0 760.6 588.6,1,1.200,0,0,24.029,41.616
195,6.500,7,motorcycle,0.581,51.7 373.4 287.7 526.5,1,1.200,0,0,24.029,41.616
195,6.500,16,motorcycle,0.558,552.7 351.6 609.4 407.8,1,1.200,0,1,24.029,41.616
