epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
40,565.945,1.11189,1.01072,0.88172,0.36409,0.406,0.33634,0.18125,1.54367,1.53158,1.00578,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475
41,580.954,1.09361,1.02303,0.88902,0.4312,0.36481,0.33085,0.17269,1.5481,1.60387,1.00866,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026
42,594.982,1.06377,0.98383,0.88579,0.43864,0.38188,0.34384,0.16916,1.55288,1.59112,1.00954,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525
43,609.153,1.05756,0.96778,0.88738,0.41673,0.41318,0.33601,0.16477,1.55472,1.56153,1.01184,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105
44,623.403,1.04981,0.97361,0.88277,0.37718,0.40494,0.33246,0.1699,1.56427,1.55834,1.01339,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575
45,637.28,1.0387,0.96497,0.8727,0.41693,0.36693,0.3338,0.16405,1.58676,1.5364,1.01615,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161
46,650.699,1.02258,0.92377,0.87258,0.37386,0.40726,0.33642,0.17011,1.55352,1.59171,1.00772,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625
47,664.177,1.02138,0.93519,0.86996,0.42214,0.40074,0.35448,0.18488,1.57685,1.57251,1.01096,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115
48,678.319,1.02221,0.93011,0.86977,0.37431,0.40872,0.35089,0.17198,1.58396,1.56371,1.01324,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05
49,692.255,1.0031,0.91743,0.87445,0.45654,0.38487,0.3666,0.18827,1.55636,1.55635,1.00916,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05
50,706.261,1.02433,0.92942,0.86915,0.42457,0.39174,0.33928,0.17313,1.56705,1.56971,1.01073,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05
