video,model,processed_frames,source_frames,source_fps,imgsz,conf,match_thresh,confirm_frames,total_people_detections,total_two_wheeler_detections,frames_with_raw_overload,frames_with_confirmed_overload,confirmed_overload_tracks,avg_elapsed_ms,avg_fps,saved_video
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,yolov8n.pt,1804,1804,30.000,640,0.25,1.05,2,3868,3034,304,397,14,33.086,30.224,data/model_compare_video_vis/yolov8n-overload-gui-ljt/Weixin Videos2026-05-04_154833_153-yolov8n-overload-ljt.mp4
