video,frame,timestamp_sec,vehicle_track_id,vehicle_class,vehicle_conf,vehicle_bbox,matched_person_count,match_scores,raw_overload,confirmed_overload,elapsed_ms,fps
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,286,9.533,22,bicycle,0.816,690.6 413.5 821.3 529.0,1,1.200,0,0,31.644,31.601
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,286,9.533,24,motorcycle,0.308,0.3 321.5 291.6 546.9,0,,0,0,31.644,31.601
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,287,9.567,22,bicycle,0.760,699.6 416.3 828.0 526.4,1,1.200,0,0,36.540,27.367
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,288,9.600,22,bicycle,0.744,708.6 422.4 837.7 523.7,1,1.200,0,0,27.334,36.584
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,289,9.633,22,bicycle,0.753,719.2 410.3 844.6 520.9,1,1.200,0,0,31.200,32.052
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,290,9.667,22,bicycle,0.828,725.4 408.3 853.2 519.2,1,1.200,0,0,29.504,33.894
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,291,9.700,22,bicycle,0.746,737.1 404.3 861.0 514.3,1,1.200,0,0,27.991,35.726
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,292,9.733,22,bicycle,0.782,744.4 405.2 868.5 514.1,1,1.200,0,0,29.273,34.161
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,293,9.767,22,bicycle,0.779,753.9 406.8 875.4 513.9,1,1.200,0,0,39.664,25.212
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,294,9.800,22,bicycle,0.773,761.9 405.2 884.1 511.3,1,1.200,0,0,38.414,26.032
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,294,9.800,25,motorcycle,0.454,0.1 368.0 281.9 713.5,1,1.084,0,0,38.414,26.032
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,295,9.833,22,bicycle,0.783,771.9 402.7 891.1 510.6,1,1.200,0,0,28.397,35.215
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,295,9.833,25,motorcycle,0.306,0.1 321.1 336.5 711.4,2,1.124 1.070,1,0,28.397,35.215
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,296,9.867,22,bicycle,0.817,782.3 414.2 895.5 509.8,1,1.200,0,0,37.636,26.570
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,297,9.900,22,bicycle,0.773,789.1 403.1 904.0 507.4,1,1.200,0,0,36.058,27.733
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,298,9.933,22,bicycle,0.731,798.6 404.0 912.1 506.0,1,1.200,0,0,29.103,34.361
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,299,9.967,22,bicycle,0.753,807.1 404.5 918.4 505.3,1,1.200,0,0,29.293,34.138
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,300,10.000,22,bicycle,0.828,816.4 403.9 921.9 505.6,1,1.200,0,0,29.612,33.771
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,300,10.000,26,motorcycle,0.678,200.5 384.9 516.6 608.0,1,1.200,0,0,29.612,33.771
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,301,10.033,22,bicycle,0.899,824.2 403.3 927.6 502.2,1,1.200,0,0,31.083,32.172
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,301,10.033,26,motorcycle,0.511,184.4 340.8 543.6 591.6,1,1.146,0,0,31.083,32.172
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,302,10.067,22,bicycle,0.797,832.8 405.5 931.4 500.7,1,1.200,0,0,46.104,21.690
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,302,10.067,26,motorcycle,0.503,322.0 379.4 571.9 583.5,2,1.200 1.082,1,0,46.104,21.690
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,303,10.100,22,bicycle,0.845,839.7 405.4 935.4 499.6,1,1.200,0,0,30.320,32.982
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,303,10.100,26,motorcycle,0.400,368.1 420.2 595.8 574.7,1,1.200,0,0,30.320,32.982
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,304,10.133,22,bicycle,0.888,848.1 400.9 941.1 496.2,1,1.200,0,0,27.622,36.203
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,304,10.133,26,motorcycle,0.602,400.1 379.3 619.9 563.1,1,1.200,0,0,27.622,36.203
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,305,10.167,22,bicycle,0.888,855.2 405.2 945.0 495.3,1,1.200,0,0,28.746,34.788
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,305,10.167,26,motorcycle,0.259,444.0 388.6 636.8 552.6,1,1.200,0,0,28.746,34.788
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,306,10.200,22,bicycle,0.870,862.1 400.3 948.4 493.6,1,1.200,0,0,27.648,36.169
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,306,10.200,26,motorcycle,0.657,465.8 377.2 659.9 546.9,1,1.197,0,0,27.648,36.169
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,307,10.233,22,bicycle,0.889,870.5 400.7 950.4 497.1,1,1.200,0,0,51.301,19.493
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,307,10.233,26,motorcycle,0.649,495.1 384.4 675.8 538.6,1,1.162,0,0,51.301,19.493
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,308,10.267,22,bicycle,0.849,875.9 403.0 952.4 494.9,1,1.200,0,0,57.402,17.421
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,308,10.267,26,motorcycle,0.434,526.4 390.1 692.5 530.7,1,1.200,0,0,57.402,17.421
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,309,10.300,22,bicycle,0.746,883.2 399.2 956.2 495.0,1,1.200,0,0,32.402,30.862
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,309,10.300,26,motorcycle,0.465,551.7 380.1 710.8 525.1,1,1.200,0,0,32.402,30.862
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,310,10.333,22,bicycle,0.800,889.7 400.3 960.2 495.1,1,1.200,0,0,27.312,36.613
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,310,10.333,26,motorcycle,0.319,576.3 375.4 727.1 515.5,1,1.174,0,0,27.312,36.613
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,311,10.367,22,bicycle,0.757,897.2 401.0 963.5 494.0,1,1.200,0,0,29.419,33.992
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,311,10.367,26,motorcycle,0.384,596.4 362.5 741.6 512.6,1,1.200,0,0,29.419,33.992
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,311,10.367,27,motorcycle,0.351,304.8 362.5 480.7 487.3,2,1.200 1.099,1,0,29.419,33.992
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,312,10.400,22,bicycle,0.740,902.0 400.5 965.6 487.9,1,1.200,0,0,29.054,34.419
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,312,10.400,26,motorcycle,0.623,615.7 373.5 756.3 507.3,1,1.200,0,0,29.054,34.419
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,312,10.400,27,motorcycle,0.271,298.7 346.2 484.5 485.2,1,1.200,0,0,29.054,34.419
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,313,10.433,22,bicycle,0.769,905.9 405.3 967.0 486.6,1,1.200,0,0,30.798,32.469
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,313,10.433,26,motorcycle,0.522,641.3 374.2 770.4 502.9,1,1.200,0,0,30.798,32.469
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,314,10.467,22,bicycle,0.634,912.2 389.6 977.5 482.7,1,1.200,0,0,27.706,36.094
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,314,10.467,26,motorcycle,0.559,659.9 375.8 781.9 493.6,1,1.200,0,0,27.706,36.094
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,315,10.500,26,motorcycle,0.537,676.5 375.2 794.0 494.8,1,1.200,0,0,31.137,32.117
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,315,10.500,22,bicycle,0.528,916.3 389.4 982.3 482.7,1,1.200,0,0,31.137,32.117
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,315,10.500,27,motorcycle,0.322,341.9 357.9 497.9 480.6,1,1.200,0,0,31.137,32.117
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,316,10.533,22,bicycle,0.806,921.5 406.2 982.7 481.3,1,1.200,0,0,29.775,33.586
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,316,10.533,27,motorcycle,0.618,336.1 357.2 501.5 482.8,2,1.200 1.108,1,0,29.775,33.586
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,316,10.533,26,motorcycle,0.466,693.3 374.9 808.4 485.6,1,1.200,0,0,29.775,33.586
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,317,10.567,22,bicycle,0.682,926.9 400.1 988.4 480.8,1,1.200,0,0,28.545,35.033
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,317,10.567,27,motorcycle,0.606,333.2 342.6 504.7 482.3,1,1.200,0,0,28.545,35.033
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,317,10.567,26,motorcycle,0.570,707.3 373.8 816.4 480.2,1,1.200,0,0,28.545,35.033
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,318,10.600,22,bicycle,0.733,929.9 405.4 985.7 480.3,1,1.200,0,0,28.154,35.519
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,318,10.600,26,motorcycle,0.503,722.7 367.4 828.3 477.8,1,1.200,0,0,28.154,35.519
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,318,10.600,27,motorcycle,0.456,344.3 342.6 508.4 480.7,1,1.200,0,0,28.154,35.519
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,319,10.633,27,motorcycle,0.578,343.2 331.9 511.2 479.9,1,1.200,0,0,30.983,32.275
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,319,10.633,22,bicycle,0.578,935.0 405.3 990.5 478.6,1,1.200,0,0,30.983,32.275
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,319,10.633,26,motorcycle,0.438,737.0 371.7 843.7 473.2,1,1.200,0,0,30.983,32.275
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,320,10.667,22,bicycle,0.644,937.1 406.0 995.2 476.2,1,1.200,0,0,29.636,33.743
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,320,10.667,26,motorcycle,0.497,750.0 376.7 852.7 465.9,1,1.200,0,0,29.636,33.743
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,320,10.667,27,motorcycle,0.402,366.4 339.8 514.5 478.6,1,1.200,0,0,29.636,33.743
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,321,10.700,22,bicycle,0.648,942.4 410.4 992.0 476.2,1,1.176,0,0,30.544,32.740
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,321,10.700,27,motorcycle,0.544,360.7 327.0 516.4 475.9,1,1.200,0,0,30.544,32.740
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,321,10.700,26,motorcycle,0.304,763.1 377.0 859.6 463.2,1,1.200,0,0,30.544,32.740
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,322,10.733,27,motorcycle,0.562,378.5 347.7 518.5 475.3,1,1.200,0,0,31.129,32.124
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,322,10.733,22,bicycle,0.448,945.5 411.2 992.6 475.7,1,1.156,0,0,31.129,32.124
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,322,10.733,26,motorcycle,0.377,775.9 372.9 872.0 467.1,2,1.200 1.200,1,0,31.129,32.124
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,323,10.767,27,motorcycle,0.566,368.5 352.8 522.3 473.6,1,1.200,0,0,29.569,33.819
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,323,10.767,28,bicycle,0.450,950.3 398.2 1008.7 472.1,1,1.200,0,0,29.569,33.819
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,323,10.767,26,motorcycle,0.341,788.0 375.9 877.7 464.0,1,1.200,0,0,29.569,33.819
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,323,10.767,22,bicycle,0.264,949.1 417.3 984.3 474.5,0,,0,0,29.569,33.819
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,324,10.800,27,motorcycle,0.617,375.1 355.2 525.9 470.6,1,1.200,0,0,29.237,34.203
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,324,10.800,22,bicycle,0.439,953.6 412.5 988.0 473.1,1,1.101,0,0,29.237,34.203
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,324,10.800,26,motorcycle,0.317,799.3 366.1 888.6 464.0,1,1.200,0,0,29.237,34.203
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,325,10.833,28,bicycle,0.594,956.5 405.8 1005.8 469.6,1,1.181,0,0,27.605,36.226
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,325,10.833,27,motorcycle,0.532,378.3 339.8 527.7 472.3,1,1.200,0,0,27.605,36.226
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,325,10.833,26,motorcycle,0.292,809.0 369.9 893.9 460.5,1,1.200,0,0,27.605,36.226
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,325,10.833,29,motorcycle,0.284,0.7 420.8 276.2 676.5,0,,0,0,27.605,36.226
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,326,10.867,27,motorcycle,0.435,381.6 333.1 529.2 469.6,1,1.200,0,0,45.820,21.825
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,326,10.867,26,motorcycle,0.434,819.3 371.8 903.1 460.5,1,1.200,0,0,45.820,21.825
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,326,10.867,28,bicycle,0.424,960.1 404.4 1012.8 468.9,1,1.200,0,0,45.820,21.825
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,327,10.900,29,motorcycle,0.469,39.5 398.5 379.2 619.0,1,1.200,0,0,37.369,26.760
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,327,10.900,27,motorcycle,0.409,404.3 348.2 529.9 468.9,2,1.200 1.103,1,0,37.369,26.760
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,327,10.900,26,motorcycle,0.408,828.8 373.9 908.0 456.6,1,1.200,0,0,37.369,26.760
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,327,10.900,28,bicycle,0.399,963.1 395.2 1024.0 462.3,1,1.200,0,0,37.369,26.760
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,328,10.933,28,bicycle,0.386,967.6 400.3 1023.3 466.4,1,1.200,0,0,36.455,27.431
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,328,10.933,27,motorcycle,0.379,408.6 343.1 531.4 467.1,2,1.200 1.095,1,1,36.455,27.431
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,328,10.933,26,motorcycle,0.377,838.2 369.8 918.7 446.7,1,1.200,0,0,36.455,27.431
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,328,10.933,29,motorcycle,0.311,8.3 404.0 418.8 679.7,1,1.200,0,0,36.455,27.431
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,329,10.967,29,motorcycle,0.572,49.1 378.0 456.6 658.0,2,1.200 1.084,1,0,28.942,34.551
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,329,10.967,28,bicycle,0.516,971.8 399.9 1029.1 466.7,1,1.200,0,0,28.942,34.551
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,329,10.967,26,motorcycle,0.401,848.2 364.1 926.2 451.0,1,1.200,0,0,28.942,34.551
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,329,10.967,27,motorcycle,0.340,407.2 337.3 533.0 464.7,2,1.200 1.084,1,1,28.942,34.551
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,330,11.000,26,motorcycle,0.548,856.0 368.5 929.1 449.3,1,1.200,0,0,31.650,31.595
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,330,11.000,28,bicycle,0.505,975.9 403.1 1032.3 465.6,1,1.200,0,0,31.650,31.595
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,330,11.000,29,motorcycle,0.271,123.4 410.2 491.2 629.3,1,1.200,0,0,31.650,31.595
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,331,11.033,26,motorcycle,0.533,862.5 367.5 941.6 446.9,1,1.200,0,0,30.650,32.627
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,331,11.033,28,bicycle,0.434,980.1 397.4 1037.1 460.5,1,1.200,0,0,30.650,32.627
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,331,11.033,29,motorcycle,0.430,191.9 395.2 520.5 596.6,1,1.200,0,0,30.650,32.627
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,332,11.067,26,motorcycle,0.576,872.6 369.2 946.9 446.7,1,1.200,0,0,46.219,21.636
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,332,11.067,28,bicycle,0.406,983.5 400.6 1038.3 462.8,1,1.200,0,0,46.219,21.636
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,332,11.067,29,motorcycle,0.391,246.4 407.8 549.5 559.9,1,1.200,0,0,46.219,21.636
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,333,11.100,26,motorcycle,0.557,880.4 370.2 949.8 445.6,1,1.200,0,0,29.387,34.029
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,333,11.100,28,bicycle,0.390,987.4 395.3 1039.6 462.3,0,,0,0,29.387,34.029
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,333,11.100,29,motorcycle,0.382,295.3 394.0 577.5 594.3,1,1.200,0,0,29.387,34.029
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,333,11.100,30,motorcycle,0.334,986.9 386.1 1045.0 461.0,1,1.200,0,0,29.387,34.029
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,334,11.133,26,motorcycle,0.595,887.6 371.4 953.2 443.9,1,1.200,0,0,29.962,33.376
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,334,11.133,28,bicycle,0.477,991.3 396.9 1042.8 460.7,1,1.200,0,0,29.962,33.376
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,334,11.133,29,motorcycle,0.386,343.1 387.5 601.7 579.5,1,1.200,0,0,29.962,33.376
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,335,11.167,28,bicycle,0.636,993.0 395.8 1046.8 461.0,1,1.200,0,0,27.797,35.975
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,335,11.167,26,motorcycle,0.597,895.6 369.4 966.0 442.4,1,1.200,0,0,27.797,35.975
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,335,11.167,29,motorcycle,0.481,384.1 386.2 623.7 561.4,1,1.200,0,0,27.797,35.975
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,336,11.200,26,motorcycle,0.481,901.8 370.8 969.4 438.9,1,1.200,0,0,36.630,27.300
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,336,11.200,28,bicycle,0.444,996.5 393.7 1049.1 462.6,1,1.200,0,0,36.630,27.300
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,336,11.200,29,motorcycle,0.256,429.4 392.1 644.5 533.2,1,1.200,0,0,36.630,27.300
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,337,11.233,26,motorcycle,0.628,909.5 369.1 976.1 438.4,1,1.200,0,0,29.436,33.972
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,337,11.233,28,motorcycle,0.551,1001.1 398.1 1055.8 462.4,0,,0,0,29.436,33.972
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,337,11.233,30,bicycle,0.508,1001.5 402.2 1053.4 463.1,1,1.200,0,0,29.436,33.972
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,337,11.233,29,motorcycle,0.467,463.0 397.8 666.0 556.6,2,1.200 1.054,1,0,29.436,33.972
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,338,11.267,26,motorcycle,0.628,915.2 369.3 983.7 436.5,1,1.200,0,0,33.209,30.112
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,338,11.267,30,bicycle,0.570,1004.6 399.4 1053.4 461.2,0,,0,0,33.209,30.112
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,338,11.267,28,motorcycle,0.569,1004.2 385.9 1055.2 460.6,1,1.200,0,0,33.209,30.112
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,338,11.267,29,motorcycle,0.534,503.5 397.7 686.1 551.7,2,1.200 1.113,1,1,33.209,30.112
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,339,11.300,26,motorcycle,0.754,922.2 362.5 989.4 432.5,0,,0,0,30.647,32.630
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,339,11.300,29,motorcycle,0.557,529.8 385.2 704.4 540.6,1,1.200,0,0,30.647,32.630
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,339,11.300,30,bicycle,0.521,1008.2 403.5 1055.4 461.2,0,,0,0,30.647,32.630
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,339,11.300,28,motorcycle,0.448,1008.2 385.2 1059.1 460.3,1,1.200,0,0,30.647,32.630
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,340,11.333,26,motorcycle,0.718,929.0 362.3 996.7 433.2,0,,0,0,30.115,33.206
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,340,11.333,30,bicycle,0.686,1010.9 409.1 1056.2 460.1,1,1.139,0,0,30.115,33.206
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,340,11.333,29,motorcycle,0.525,564.2 386.5 721.9 521.8,1,1.200,0,0,30.115,33.206
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,341,11.367,30,bicycle,0.713,1016.5 406.8 1056.0 458.0,1,1.118,0,0,27.959,35.767
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,341,11.367,26,motorcycle,0.674,936.2 361.9 1004.1 432.2,1,1.200,0,0,27.959,35.767
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,341,11.367,29,motorcycle,0.550,573.0 378.1 736.4 527.8,1,1.200,0,0,27.959,35.767
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,341,11.367,31,motorcycle,0.420,444.7 350.3 550.2 454.4,2,1.200 1.074,1,0,27.959,35.767
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,342,11.400,26,motorcycle,0.705,942.8 362.0 1007.3 431.9,0,,0,0,28.852,34.660
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,342,11.400,29,motorcycle,0.690,600.6 383.4 751.8 524.0,1,1.200,0,0,28.852,34.660
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,342,11.400,30,bicycle,0.609,1019.8 407.2 1060.4 456.3,1,1.140,0,0,28.852,34.660
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,342,11.400,31,motorcycle,0.470,448.9 344.3 552.0 453.4,1,1.200,0,0,28.852,34.660
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,343,11.433,26,motorcycle,0.722,948.1 360.3 1012.3 431.3,0,,0,0,27.711,36.086
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,343,11.433,29,motorcycle,0.597,618.2 379.7 766.3 517.6,1,1.200,0,0,27.711,36.086
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,343,11.433,30,bicycle,0.584,1023.6 407.8 1062.0 456.3,1,1.189,0,0,27.711,36.086
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,343,11.433,31,motorcycle,0.512,449.8 350.7 553.2 453.6,1,1.200,0,0,27.711,36.086
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,344,11.467,29,motorcycle,0.735,638.4 388.0 776.5 510.6,1,1.200,0,0,47.221,21.177
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,344,11.467,26,motorcycle,0.650,955.3 371.7 1011.9 430.1,1,1.200,0,0,47.221,21.177
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,344,11.467,31,motorcycle,0.454,452.2 354.3 553.8 452.7,1,1.200,0,0,47.221,21.177
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,344,11.467,30,bicycle,0.421,1025.9 408.2 1061.6 453.9,1,1.133,0,0,47.221,21.177
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,345,11.500,26,motorcycle,0.694,959.6 369.0 1018.2 429.4,0,,0,0,35.886,27.866
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,345,11.500,29,motorcycle,0.692,658.8 384.2 789.9 503.2,1,1.200,0,0,35.886,27.866
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,345,11.500,31,motorcycle,0.351,454.9 359.0 553.3 451.6,1,1.066,0,0,35.886,27.866
/Users/lujintao/Downloads/Weixin Videos2026-05-04_154833_153.mp4,345,11.500,30,bicycle,0.289,1030.0 405.4 1061.7 452.9,0,,0,0,35.886,27.866
