frame,wjh_overload_count,yolov8n_overload_count,matched_target_count,final_overload,final_target_ids,helmet_statuses,roi
566,0,0,0,0,,,40 336 905 702
567,0,0,0,0,,,40 336 905 702
568,0,0,0,0,,,40 336 905 702
569,0,0,0,0,,,40 336 905 702
570,0,0,0,0,,,40 336 905 702
571,0,0,0,0,,,40 336 905 702
572,0,0,0,0,,,40 336 905 702
573,0,0,0,0,,,40 336 905 702
574,0,0,0,0,,,40 336 905 702
575,0,0,0,0,,,40 336 905 702
576,0,0,0,0,,,40 336 905 702
577,0,0,0,0,,,40 336 905 702
578,0,0,0,0,,,40 336 905 702
579,0,0,0,0,,,40 336 905 702
580,0,0,0,0,,,40 336 905 702
581,0,0,0,0,,,40 336 905 702
582,0,0,0,0,,,40 336 905 702
583,0,0,0,0,,,40 336 905 702
584,0,0,0,0,,,40 336 905 702
585,0,0,0,0,,,40 336 905 702
586,0,0,0,0,,,40 336 905 702
587,0,0,0,0,,,40 336 905 702
588,0,0,0,0,,,40 336 905 702
589,0,0,0,0,,,40 336 905 702
590,0,0,0,0,,,40 336 905 702
591,0,0,0,0,,,40 336 905 702
592,0,0,0,0,,,40 336 905 702
593,0,0,0,0,,,40 336 905 702
594,0,0,0,0,,,40 336 905 702
595,0,0,0,0,,,40 336 905 702
596,0,0,0,0,,,40 336 905 702
597,0,0,0,0,,,40 336 905 702
598,0,0,0,0,,,40 336 905 702
599,0,0,0,0,,,40 336 905 702
600,0,0,0,0,,,40 336 905 702
601,0,0,0,0,,,40 336 905 702
602,0,0,0,0,,,40 336 905 702
603,0,0,0,0,,,40 336 905 702
604,0,0,0,0,,,40 336 905 702
605,0,0,0,0,,,40 336 905 702
606,0,0,0,0,,,40 336 905 702
607,0,0,0,0,,,40 336 905 702
608,0,0,0,0,,,40 336 905 702
609,0,0,0,0,,,40 336 905 702
610,0,0,0,0,,,40 336 905 702
611,0,0,0,0,,,40 336 905 702
612,0,0,0,0,,,40 336 905 702
613,0,0,0,0,,,40 336 905 702
614,0,0,0,0,,,40 336 905 702
615,0,0,0,0,,,40 336 905 702
616,0,0,0,0,,,40 336 905 702
617,0,0,0,0,,,40 336 905 702
618,0,0,0,0,,,40 336 905 702
619,0,0,0,0,,,40 336 905 702
620,0,0,0,0,,,40 336 905 702
621,0,0,0,0,,,40 336 905 702
622,0,0,0,0,,,40 336 905 702
623,0,0,0,0,,,40 336 905 702
624,0,0,0,0,,,40 336 905 702
625,0,0,0,0,,,40 336 905 702
626,0,0,0,0,,,40 336 905 702
627,0,0,0,0,,,40 336 905 702
628,0,0,0,0,,,40 336 905 702
629,0,0,0,0,,,40 336 905 702
630,0,0,0,0,,,40 336 905 702
631,0,0,0,0,,,40 336 905 702
632,0,0,0,0,,,40 336 905 702
633,0,0,0,0,,,40 336 905 702
634,0,0,0,0,,,40 336 905 702
635,0,0,0,0,,,40 336 905 702
636,0,0,0,0,,,40 336 905 702
637,0,0,0,0,,,40 336 905 702
638,0,0,0,0,,,40 336 905 702
639,0,0,0,0,,,40 336 905 702
640,0,0,0,0,,,40 336 905 702
641,0,0,0,0,,,40 336 905 702
642,0,0,0,0,,,40 336 905 702
643,0,0,0,0,,,40 336 905 702
644,0,0,0,0,,,40 336 905 702
645,0,0,0,0,,,40 336 905 702
646,0,0,0,0,,,40 336 905 702
647,0,0,0,0,,,40 336 905 702
648,0,0,0,0,,,40 336 905 702
649,0,0,0,0,,,40 336 905 702
650,0,0,0,0,,,40 336 905 702
651,0,0,0,0,,,40 336 905 702
652,0,0,0,0,,,40 336 905 702
653,0,0,0,0,,,40 336 905 702
654,0,0,0,0,,,40 336 905 702
655,0,0,0,0,,,40 336 905 702
656,0,0,0,0,,,40 336 905 702
657,0,0,0,0,,,40 336 905 702
658,0,0,0,0,,,40 336 905 702
659,0,0,0,0,,,40 336 905 702
660,0,0,0,0,,,40 336 905 702
661,0,0,0,0,,,40 336 905 702
662,0,0,0,0,,,40 336 905 702
663,0,0,0,0,,,40 336 905 702
664,0,0,0,0,,,40 336 905 702
665,0,0,0,0,,,40 336 905 702
666,0,0,0,0,,,40 336 905 702
667,0,0,0,0,,,40 336 905 702
668,0,0,0,0,,,40 336 905 702
669,0,0,0,0,,,40 336 905 702
670,0,0,0,0,,,40 336 905 702
671,0,0,0,0,,,40 336 905 702
672,0,0,0,0,,,40 336 905 702
673,0,0,0,0,,,40 336 905 702
674,0,0,0,0,,,40 336 905 702
675,0,0,0,0,,,40 336 905 702
676,0,0,0,0,,,40 336 905 702
677,0,0,0,0,,,40 336 905 702
678,0,0,0,0,,,40 336 905 702
679,0,0,0,0,,,40 336 905 702
680,0,0,0,0,,,40 336 905 702
681,0,0,0,0,,,40 336 905 702
682,0,0,0,0,,,40 336 905 702
683,0,0,0,0,,,40 336 905 702
684,0,0,0,0,,,40 336 905 702
685,0,0,0,0,,,40 336 905 702
686,0,0,0,0,,,40 336 905 702
687,0,0,0,0,,,40 336 905 702
688,0,0,0,0,,,40 336 905 702
689,0,0,0,0,,,40 336 905 702
690,0,0,0,0,,,40 336 905 702
691,0,0,0,0,,,40 336 905 702
692,0,0,0,0,,,40 336 905 702
693,0,0,0,0,,,40 336 905 702
694,0,0,0,0,,,40 336 905 702
695,0,0,0,0,,,40 336 905 702
696,0,0,0,0,,,40 336 905 702
697,0,0,0,0,,,40 336 905 702
698,0,0,0,0,,,40 336 905 702
699,0,0,0,0,,,40 336 905 702
700,0,0,0,0,,,40 336 905 702
701,0,0,0,0,,,40 336 905 702
702,0,0,0,0,,,40 336 905 702
703,0,0,0,0,,,40 336 905 702
704,0,0,0,0,,,40 336 905 702
705,0,0,0,0,,,40 336 905 702
706,0,0,0,0,,,40 336 905 702
707,0,0,0,0,,,40 336 905 702
708,0,0,0,0,,,40 336 905 702
709,0,0,0,0,,,40 336 905 702
710,0,0,0,0,,,40 336 905 702
711,0,0,0,0,,,40 336 905 702
712,0,0,0,0,,,40 336 905 702
713,0,0,0,0,,,40 336 905 702
714,0,0,0,0,,,40 336 905 702
715,0,0,0,0,,,40 336 905 702
716,0,0,0,0,,,40 336 905 702
717,0,0,0,0,,,40 336 905 702
718,0,0,0,0,,,40 336 905 702
719,0,0,0,0,,,40 336 905 702
720,0,0,0,0,,,40 336 905 702
721,0,0,0,0,,,40 336 905 702
722,0,0,0,0,,,40 336 905 702
723,0,0,0,0,,,40 336 905 702
724,0,0,0,0,,,40 336 905 702
725,0,0,0,0,,,40 336 905 702
726,0,0,0,0,,,40 336 905 702
727,0,0,0,0,,,40 336 905 702
728,0,0,0,0,,,40 336 905 702
729,0,0,0,0,,,40 336 905 702
730,0,0,0,0,,,40 336 905 702
731,0,0,0,0,,,40 336 905 702
732,0,0,0,0,,,40 336 905 702
733,0,0,0,0,,,40 336 905 702
734,0,0,0,0,,,40 336 905 702
735,0,0,0,0,,,40 336 905 702
736,0,0,0,0,,,40 336 905 702
737,0,0,0,0,,,40 336 905 702
738,0,0,0,0,,,40 336 905 702
739,0,0,0,0,,,40 336 905 702
740,0,0,0,0,,,40 336 905 702
741,0,0,0,0,,,40 336 905 702
742,0,0,0,0,,,40 336 905 702
743,0,0,1,0,,W018|Y040:UNKNOWN,40 336 905 702
744,0,0,1,0,,W018|Y040:UNKNOWN,40 336 905 702
745,0,0,1,0,,W018|Y040:UNKNOWN,40 336 905 702
746,0,0,1,0,,W018|Y040:UNKNOWN,40 336 905 702
747,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
748,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
749,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
750,0,0,1,0,,W018|Y040:NO_HELMET,40 336 905 702
751,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
752,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
753,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
754,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
755,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
756,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
757,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
758,0,0,1,0,,W018|Y040:NO_HELMET,40 336 905 702
759,0,0,1,0,,W018|Y040:NO_HELMET,40 336 905 702
760,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
761,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
762,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
763,0,0,1,0,,W018|Y040:NO_HELMET,40 336 905 702
764,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
765,0,0,1,0,,W018|Y040:NO_HELMET,40 336 905 702
766,0,0,1,0,,W018|Y040:NO_HELMET,40 336 905 702
767,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
768,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
769,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
770,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
771,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
772,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
773,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
774,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
775,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
776,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
777,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
778,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
779,0,1,1,0,,W018|Y040:HELMETED,40 336 905 702
780,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
781,0,1,1,0,,W018|Y040:HELMETED,40 336 905 702
782,0,1,1,0,,W018|Y040:HELMETED,40 336 905 702
783,0,1,1,0,,W018|Y040:HELMETED,40 336 905 702
784,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
785,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
786,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
787,0,0,0,0,,,40 336 905 702
788,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
789,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
790,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
791,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
792,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
793,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
794,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
795,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
796,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
797,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
798,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
799,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
800,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
801,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
802,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
803,0,0,1,0,,W018|Y040:HELMETED,40 336 905 702
804,0,0,0,0,,,40 336 905 702
805,0,0,0,0,,,40 336 905 702
806,0,0,0,0,,,40 336 905 702
807,0,0,0,0,,,40 336 905 702
808,0,0,0,0,,,40 336 905 702
809,0,0,0,0,,,40 336 905 702
810,0,0,0,0,,,40 336 905 702
811,0,0,0,0,,,40 336 905 702
812,0,0,0,0,,,40 336 905 702
813,0,0,0,0,,,40 336 905 702
814,0,0,0,0,,,40 336 905 702
815,0,0,0,0,,,40 336 905 702
816,0,0,0,0,,,40 336 905 702
817,0,0,0,0,,,40 336 905 702
818,0,0,0,0,,,40 336 905 702
819,0,0,0,0,,,40 336 905 702
820,0,0,0,0,,,40 336 905 702
821,0,0,0,0,,,40 336 905 702
822,0,0,0,0,,,40 336 905 702
823,0,0,0,0,,,40 336 905 702
824,0,0,0,0,,,40 336 905 702
825,0,0,0,0,,,40 336 905 702
826,0,0,0,0,,,40 336 905 702
827,0,0,0,0,,,40 336 905 702
828,0,0,0,0,,,40 336 905 702
829,0,0,0,0,,,40 336 905 702
830,0,0,0,0,,,40 336 905 702
831,0,0,0,0,,,40 336 905 702
832,0,0,0,0,,,40 336 905 702
833,0,0,0,0,,,40 336 905 702
834,0,0,0,0,,,40 336 905 702
835,0,0,0,0,,,40 336 905 702
836,0,0,0,0,,,40 336 905 702
837,0,0,0,0,,,40 336 905 702
838,0,0,0,0,,,40 336 905 702
839,0,0,0,0,,,40 336 905 702
840,0,0,0,0,,,40 336 905 702
841,0,0,0,0,,,40 336 905 702
842,0,0,0,0,,,40 336 905 702
843,0,0,0,0,,,40 336 905 702
844,0,0,0,0,,,40 336 905 702
845,0,0,0,0,,,40 336 905 702
846,0,0,0,0,,,40 336 905 702
847,0,0,0,0,,,40 336 905 702
848,0,0,0,0,,,40 336 905 702
849,0,0,0,0,,,40 336 905 702
850,0,0,0,0,,,40 336 905 702
851,0,0,0,0,,,40 336 905 702
852,0,0,0,0,,,40 336 905 702
853,0,0,0,0,,,40 336 905 702
854,0,0,0,0,,,40 336 905 702
855,0,0,0,0,,,40 336 905 702
856,0,0,0,0,,,40 336 905 702
857,0,0,0,0,,,40 336 905 702
858,0,0,0,0,,,40 336 905 702
859,0,0,0,0,,,40 336 905 702
860,0,0,0,0,,,40 336 905 702
861,0,0,0,0,,,40 336 905 702
862,0,0,0,0,,,40 336 905 702
863,0,0,0,0,,,40 336 905 702
864,0,0,0,0,,,40 336 905 702
865,0,0,0,0,,,40 336 905 702
866,0,0,0,0,,,40 336 905 702
867,0,0,0,0,,,40 336 905 702
868,0,0,0,0,,,40 336 905 702
869,0,0,0,0,,,40 336 905 702
870,0,0,0,0,,,40 336 905 702
871,0,0,0,0,,,40 336 905 702
872,0,0,0,0,,,40 336 905 702
873,0,0,0,0,,,40 336 905 702
874,0,0,0,0,,,40 336 905 702
875,0,0,0,0,,,40 336 905 702
876,0,0,0,0,,,40 336 905 702
877,0,0,0,0,,,40 336 905 702
878,0,0,0,0,,,40 336 905 702
879,0,0,0,0,,,40 336 905 702
880,0,0,0,0,,,40 336 905 702
881,0,0,0,0,,,40 336 905 702
882,0,0,0,0,,,40 336 905 702
883,0,0,0,0,,,40 336 905 702
884,0,0,0,0,,,40 336 905 702
885,0,0,0,0,,,40 336 905 702
886,0,0,0,0,,,40 336 905 702
887,0,0,0,0,,,40 336 905 702
888,0,0,0,0,,,40 336 905 702
889,0,0,0,0,,,40 336 905 702
890,0,0,0,0,,,40 336 905 702
891,0,0,0,0,,,40 336 905 702
892,0,0,0,0,,,40 336 905 702
893,0,0,0,0,,,40 336 905 702
894,0,0,0,0,,,40 336 905 702
895,0,0,0,0,,,40 336 905 702
896,0,0,0,0,,,40 336 905 702
897,0,0,0,0,,,40 336 905 702
898,0,0,0,0,,,40 336 905 702
899,0,0,0,0,,,40 336 905 702
900,0,0,0,0,,,40 336 905 702
901,0,0,0,0,,,40 336 905 702
902,0,0,0,0,,,40 336 905 702
903,0,0,0,0,,,40 336 905 702
904,0,0,0,0,,,40 336 905 702
905,0,0,0,0,,,40 336 905 702
906,0,0,0,0,,,40 336 905 702
907,0,0,0,0,,,40 336 905 702
908,0,0,0,0,,,40 336 905 702
909,0,0,0,0,,,40 336 905 702
910,0,0,0,0,,,40 336 905 702
911,0,0,0,0,,,40 336 905 702
912,0,0,0,0,,,40 336 905 702
913,0,0,0,0,,,40 336 905 702
914,0,0,0,0,,,40 336 905 702
915,0,0,0,0,,,40 336 905 702
916,0,0,0,0,,,40 336 905 702
917,0,0,0,0,,,40 336 905 702
918,0,0,0,0,,,40 336 905 702
919,0,0,0,0,,,40 336 905 702
920,0,0,0,0,,,40 336 905 702
921,0,0,0,0,,,40 336 905 702
922,0,0,0,0,,,40 336 905 702
923,0,0,0,0,,,40 336 905 702
924,0,0,0,0,,,40 336 905 702
925,0,0,0,0,,,40 336 905 702
926,0,0,0,0,,,40 336 905 702
927,0,0,0,0,,,40 336 905 702
928,0,0,0,0,,,40 336 905 702
929,0,0,0,0,,,40 336 905 702
930,0,0,0,0,,,40 336 905 702
931,0,0,0,0,,,40 336 905 702
932,0,0,0,0,,,40 336 905 702
933,0,0,0,0,,,40 336 905 702
934,0,0,0,0,,,40 336 905 702
935,0,0,0,0,,,40 336 905 702
936,0,0,0,0,,,40 336 905 702
937,0,0,0,0,,,40 336 905 702
938,0,0,0,0,,,40 336 905 702
939,0,0,0,0,,,40 336 905 702
940,0,0,0,0,,,40 336 905 702
941,0,0,0,0,,,40 336 905 702
942,0,0,0,0,,,40 336 905 702
943,0,0,0,0,,,40 336 905 702
944,0,0,0,0,,,40 336 905 702
945,0,0,0,0,,,40 336 905 702
946,0,0,0,0,,,40 336 905 702
947,0,0,0,0,,,40 336 905 702
948,0,0,0,0,,,40 336 905 702
949,0,0,0,0,,,40 336 905 702
950,0,0,0,0,,,40 336 905 702
951,0,0,0,0,,,40 336 905 702
952,0,0,0,0,,,40 336 905 702
953,0,0,0,0,,,40 336 905 702
954,0,0,0,0,,,40 336 905 702
955,0,0,0,0,,,40 336 905 702
956,0,0,0,0,,,40 336 905 702
957,0,0,0,0,,,40 336 905 702
958,0,0,0,0,,,40 336 905 702
959,0,0,0,0,,,40 336 905 702
960,0,0,0,0,,,40 336 905 702
961,0,0,0,0,,,40 336 905 702
962,0,0,0,0,,,40 336 905 702
963,0,0,0,0,,,40 336 905 702
964,0,0,0,0,,,40 336 905 702
965,0,0,0,0,,,40 336 905 702
966,0,0,0,0,,,40 336 905 702
967,0,0,0,0,,,40 336 905 702
968,0,0,0,0,,,40 336 905 702
969,0,0,0,0,,,40 336 905 702
970,0,0,0,0,,,40 336 905 702
971,0,0,0,0,,,40 336 905 702
972,0,0,0,0,,,40 336 905 702
973,0,0,0,0,,,40 336 905 702
974,0,0,0,0,,,40 336 905 702
975,0,0,0,0,,,40 336 905 702
976,0,0,0,0,,,40 336 905 702
977,0,0,0,0,,,40 336 905 702
978,0,0,0,0,,,40 336 905 702
979,0,0,0,0,,,40 336 905 702
980,0,0,0,0,,,40 336 905 702
981,0,0,0,0,,,40 336 905 702
982,0,0,0,0,,,40 336 905 702
983,0,0,0,0,,,40 336 905 702
984,0,0,0,0,,,40 336 905 702
985,0,0,0,0,,,40 336 905 702
986,0,0,0,0,,,40 336 905 702
987,0,0,0,0,,,40 336 905 702
988,0,0,0,0,,,40 336 905 702
989,0,0,1,0,,W021|Y041:NO_HELMET,40 336 905 702
990,0,0,0,0,,,40 336 905 702
991,0,0,0,0,,,40 336 905 702
992,0,0,0,0,,,40 336 905 702
993,0,0,0,0,,,40 336 905 702
994,0,0,0,0,,,40 336 905 702
995,0,0,0,0,,,40 336 905 702
996,0,0,0,0,,,40 336 905 702
997,0,0,1,0,,W022|Y042:UNKNOWN,40 336 905 702
998,0,0,1,0,,W022|Y042:UNKNOWN,40 336 905 702
999,0,0,0,0,,,40 336 905 702
1000,0,0,0,0,,,40 336 905 702
1001,0,0,1,0,,W022|Y042:UNKNOWN,40 336 905 702
1002,0,0,1,0,,W022|Y042:UNKNOWN,40 336 905 702
1003,0,0,1,0,,W022|Y042:UNKNOWN,40 336 905 702
1004,0,0,0,0,,,40 336 905 702
1005,0,0,0,0,,,40 336 905 702
1006,0,0,0,0,,,40 336 905 702
1007,0,0,0,0,,,40 336 905 702
1008,0,0,0,0,,,40 336 905 702
1009,0,0,0,0,,,40 336 905 702
1010,0,0,0,0,,,40 336 905 702
1011,0,0,0,0,,,40 336 905 702
1012,0,0,0,0,,,40 336 905 702
1013,0,0,0,0,,,40 336 905 702
1014,0,0,0,0,,,40 336 905 702
1015,0,0,0,0,,,40 336 905 702
1016,0,0,0,0,,,40 336 905 702
1017,0,0,0,0,,,40 336 905 702
1018,0,0,0,0,,,40 336 905 702
1019,0,0,0,0,,,40 336 905 702
1020,0,0,0,0,,,40 336 905 702
1021,0,0,0,0,,,40 336 905 702
1022,0,0,0,0,,,40 336 905 702
1023,0,0,0,0,,,40 336 905 702
1024,0,0,0,0,,,40 336 905 702
1025,0,0,0,0,,,40 336 905 702
1026,0,0,0,0,,,40 336 905 702
1027,0,0,0,0,,,40 336 905 702
1028,0,0,0,0,,,40 336 905 702
1029,0,0,0,0,,,40 336 905 702
1030,0,0,0,0,,,40 336 905 702
1031,0,0,0,0,,,40 336 905 702
1032,0,0,0,0,,,40 336 905 702
1033,0,0,0,0,,,40 336 905 702
1034,0,0,0,0,,,40 336 905 702
1035,0,0,0,0,,,40 336 905 702
1036,0,0,0,0,,,40 336 905 702
1037,0,0,0,0,,,40 336 905 702
1038,0,0,0,0,,,40 336 905 702
1039,0,0,0,0,,,40 336 905 702
1040,0,0,0,0,,,40 336 905 702
1041,0,0,0,0,,,40 336 905 702
1042,0,0,0,0,,,40 336 905 702
1043,0,0,0,0,,,40 336 905 702
1044,0,0,0,0,,,40 336 905 702
1045,0,0,0,0,,,40 336 905 702
1046,0,0,0,0,,,40 336 905 702
1047,0,0,0,0,,,40 336 905 702
1048,0,0,0,0,,,40 336 905 702
1049,0,0,0,0,,,40 336 905 702
1050,0,0,0,0,,,40 336 905 702
1051,0,0,0,0,,,40 336 905 702
1052,0,0,0,0,,,40 336 905 702
1053,0,0,0,0,,,40 336 905 702
1054,0,0,0,0,,,40 336 905 702
1055,0,0,0,0,,,40 336 905 702
1056,0,0,0,0,,,40 336 905 702
1057,0,0,0,0,,,40 336 905 702
1058,0,0,0,0,,,40 336 905 702
1059,0,0,0,0,,,40 336 905 702
1060,0,0,0,0,,,40 336 905 702
1061,0,0,0,0,,,40 336 905 702
1062,0,0,0,0,,,40 336 905 702
1063,0,0,0,0,,,40 336 905 702
1064,0,0,0,0,,,40 336 905 702
1065,0,0,0,0,,,40 336 905 702
1066,0,0,0,0,,,40 336 905 702
1067,0,0,0,0,,,40 336 905 702
1068,0,0,0,0,,,40 336 905 702
1069,0,0,0,0,,,40 336 905 702
1070,0,0,0,0,,,40 336 905 702
1071,0,0,0,0,,,40 336 905 702
1072,0,0,0,0,,,40 336 905 702
1073,0,0,0,0,,,40 336 905 702
1074,0,0,0,0,,,40 336 905 702
1075,0,0,0,0,,,40 336 905 702
1076,0,0,0,0,,,40 336 905 702
1077,0,0,0,0,,,40 336 905 702
1078,0,0,0,0,,,40 336 905 702
1079,0,0,0,0,,,40 336 905 702
1080,0,0,0,0,,,40 336 905 702
1081,0,0,0,0,,,40 336 905 702
1082,0,0,0,0,,,40 336 905 702
1083,0,0,0,0,,,40 336 905 702
1084,0,0,0,0,,,40 336 905 702
1085,0,0,0,0,,,40 336 905 702
1086,0,0,0,0,,,40 336 905 702
1087,0,0,0,0,,,40 336 905 702
1088,0,0,0,0,,,40 336 905 702
1089,0,0,0,0,,,40 336 905 702
1090,0,0,0,0,,,40 336 905 702
1091,0,0,0,0,,,40 336 905 702
1092,0,0,0,0,,,40 336 905 702
1093,0,0,0,0,,,40 336 905 702
1094,0,0,0,0,,,40 336 905 702
1095,0,0,0,0,,,40 336 905 702
1096,0,0,0,0,,,40 336 905 702
1097,0,0,0,0,,,40 336 905 702
1098,0,0,0,0,,,40 336 905 702
1099,0,0,0,0,,,40 336 905 702
1100,0,0,0,0,,,40 336 905 702
1101,0,0,0,0,,,40 336 905 702
1102,0,0,0,0,,,40 336 905 702
1103,0,0,0,0,,,40 336 905 702
1104,0,0,0,0,,,40 336 905 702
1105,0,0,0,0,,,40 336 905 702
1106,0,0,0,0,,,40 336 905 702
1107,0,0,0,0,,,40 336 905 702
1108,0,0,0,0,,,40 336 905 702
1109,0,0,0,0,,,40 336 905 702
1110,0,0,0,0,,,40 336 905 702
1111,0,0,0,0,,,40 336 905 702
1112,0,0,0,0,,,40 336 905 702
1113,0,0,0,0,,,40 336 905 702
1114,0,0,0,0,,,40 336 905 702
1115,0,0,0,0,,,40 336 905 702
1116,0,0,0,0,,,40 336 905 702
1117,0,0,0,0,,,40 336 905 702
1118,0,0,0,0,,,40 336 905 702
1119,0,0,0,0,,,40 336 905 702
1120,0,0,0,0,,,40 336 905 702
1121,0,0,0,0,,,40 336 905 702
1122,0,0,0,0,,,40 336 905 702
1123,0,0,0,0,,,40 336 905 702
1124,0,0,0,0,,,40 336 905 702
1125,0,0,0,0,,,40 336 905 702
1126,0,0,0,0,,,40 336 905 702
1127,0,0,0,0,,,40 336 905 702
1128,0,0,0,0,,,40 336 905 702
1129,0,0,0,0,,,40 336 905 702
1130,0,0,0,0,,,40 336 905 702
1131,0,0,0,0,,,40 336 905 702
1132,0,0,0,0,,,40 336 905 702
1133,0,0,0,0,,,40 336 905 702
1134,0,0,0,0,,,40 336 905 702
1135,0,0,0,0,,,40 336 905 702
1136,0,0,0,0,,,40 336 905 702
1137,0,0,0,0,,,40 336 905 702
1138,0,0,0,0,,,40 336 905 702
1139,0,0,0,0,,,40 336 905 702
1140,0,0,0,0,,,40 336 905 702
1141,0,0,0,0,,,40 336 905 702
1142,0,0,0,0,,,40 336 905 702
1143,0,0,0,0,,,40 336 905 702
1144,0,0,0,0,,,40 336 905 702
1145,0,0,0,0,,,40 336 905 702
1146,0,0,0,0,,,40 336 905 702
1147,0,0,0,0,,,40 336 905 702
1148,0,0,0,0,,,40 336 905 702
1149,0,0,0,0,,,40 336 905 702
1150,0,0,0,0,,,40 336 905 702
1151,0,0,0,0,,,40 336 905 702
1152,0,0,0,0,,,40 336 905 702
1153,0,0,0,0,,,40 336 905 702
1154,0,0,0,0,,,40 336 905 702
1155,0,0,0,0,,,40 336 905 702
1156,0,0,0,0,,,40 336 905 702
1157,0,0,0,0,,,40 336 905 702
1158,0,0,0,0,,,40 336 905 702
1159,0,0,0,0,,,40 336 905 702
1160,0,0,0,0,,,40 336 905 702
1161,0,0,0,0,,,40 336 905 702
1162,0,0,0,0,,,40 336 905 702
1163,0,0,0,0,,,40 336 905 702
1164,0,0,0,0,,,40 336 905 702
1165,0,0,0,0,,,40 336 905 702
1166,0,0,0,0,,,40 336 905 702
1167,0,0,0,0,,,40 336 905 702
1168,0,0,0,0,,,40 336 905 702
1169,0,0,0,0,,,40 336 905 702
1170,0,0,0,0,,,40 336 905 702
1171,0,0,0,0,,,40 336 905 702
1172,0,0,0,0,,,40 336 905 702
1173,0,0,0,0,,,40 336 905 702
1174,0,0,0,0,,,40 336 905 702
1175,0,0,0,0,,,40 336 905 702
1176,0,0,0,0,,,40 336 905 702
1177,0,0,0,0,,,40 336 905 702
1178,0,0,0,0,,,40 336 905 702
1179,0,0,0,0,,,40 336 905 702
1180,0,0,0,0,,,40 336 905 702
1181,0,0,0,0,,,40 336 905 702
1182,0,0,0,0,,,40 336 905 702
1183,0,0,0,0,,,40 336 905 702
1184,0,0,0,0,,,40 336 905 702
1185,0,0,0,0,,,40 336 905 702
1186,1,0,0,0,,,40 336 905 702
1187,1,0,0,0,,,40 336 905 702
1188,1,1,1,1,W026|Y043,W026|Y043:NO_HELMET,40 336 905 702
1189,1,0,1,0,,W026|Y043:NO_HELMET,40 336 905 702
1190,1,0,0,0,,,40 336 905 702
1191,1,0,0,0,,,40 336 905 702
1192,1,0,0,0,,,40 336 905 702
1193,1,0,0,0,,,40 336 905 702
1194,1,0,0,0,,,40 336 905 702
1195,1,0,0,0,,,40 336 905 702
1196,1,1,1,1,W026|Y044,W026|Y044:NO_HELMET,40 336 905 702
1197,1,0,0,0,,,40 336 905 702
1198,1,1,1,1,W026|Y044,W026|Y044:NO_HELMET,40 336 905 702
1199,0,1,1,0,,W026|Y044:NO_HELMET,40 336 905 702
1200,0,0,0,0,,,40 336 905 702
1201,0,0,0,0,,,40 336 905 702
1202,0,0,0,0,,,40 336 905 702
1203,0,0,0,0,,,40 336 905 702
1204,0,0,0,0,,,40 336 905 702
1205,0,0,0,0,,,40 336 905 702
1206,0,0,0,0,,,40 336 905 702
