frame,wjh_overload_count,yolov8n_overload_count,matched_target_count,final_overload,final_target_ids,helmet_statuses,roi
72,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
73,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
74,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
75,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
76,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
77,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
78,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
79,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
80,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
81,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
82,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
83,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
84,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
85,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
86,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
87,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
88,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
89,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
90,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
91,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
92,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
93,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
94,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
95,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
96,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
97,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
98,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
99,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
100,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
101,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
102,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
103,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
104,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
105,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
106,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
107,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
108,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
109,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
110,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
111,0,0,0,0,,,40 336 905 702
112,0,0,0,0,,,40 336 905 702
113,0,0,0,0,,,40 336 905 702
114,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
115,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
116,0,0,0,0,,,40 336 905 702
117,0,1,0,0,,,40 336 905 702
118,0,1,0,0,,,40 336 905 702
119,0,0,0,0,,,40 336 905 702
120,0,0,0,0,,,40 336 905 702
121,0,0,0,0,,,40 336 905 702
122,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
123,0,1,0,0,,,40 336 905 702
124,0,1,0,0,,,40 336 905 702
125,0,0,0,0,,,40 336 905 702
126,0,0,0,0,,,40 336 905 702
127,0,1,0,0,,,40 336 905 702
128,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
129,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
130,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
131,0,1,1,0,,W001|Y002:NO_HELMET,40 336 905 702
132,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
133,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
134,0,0,0,0,,,40 336 905 702
135,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
136,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
137,0,0,0,0,,,40 336 905 702
138,0,0,0,0,,,40 336 905 702
139,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
140,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
141,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
142,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
143,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
144,0,0,0,0,,,40 336 905 702
145,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
146,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
147,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
148,0,0,0,0,,,40 336 905 702
149,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
150,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
151,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
152,0,0,1,0,,W001|Y002:NO_HELMET,40 336 905 702
153,0,0,0,0,,,40 336 905 702
154,0,0,0,0,,,40 336 905 702
155,0,0,0,0,,,40 336 905 702
156,0,0,0,0,,,40 336 905 702
157,0,0,0,0,,,40 336 905 702
158,0,0,0,0,,,40 336 905 702
159,0,0,0,0,,,40 336 905 702
160,0,0,0,0,,,40 336 905 702
161,0,0,0,0,,,40 336 905 702
162,0,0,0,0,,,40 336 905 702
163,0,0,0,0,,,40 336 905 702
164,0,0,0,0,,,40 336 905 702
165,0,0,0,0,,,40 336 905 702
166,0,0,0,0,,,40 336 905 702
167,0,0,0,0,,,40 336 905 702
168,0,0,0,0,,,40 336 905 702
169,0,0,0,0,,,40 336 905 702
170,0,0,0,0,,,40 336 905 702
171,0,0,0,0,,,40 336 905 702
172,0,0,1,0,,W001|Y012:UNKNOWN,40 336 905 702
173,0,0,1,0,,W001|Y012:UNKNOWN,40 336 905 702
174,0,0,0,0,,,40 336 905 702
175,0,0,0,0,,,40 336 905 702
176,0,0,0,0,,,40 336 905 702
177,0,0,0,0,,,40 336 905 702
178,0,0,0,0,,,40 336 905 702
179,0,0,0,0,,,40 336 905 702
180,0,0,0,0,,,40 336 905 702
181,0,0,0,0,,,40 336 905 702
182,0,0,0,0,,,40 336 905 702
183,0,0,0,0,,,40 336 905 702
184,0,0,0,0,,,40 336 905 702
185,0,0,0,0,,,40 336 905 702
186,0,0,0,0,,,40 336 905 702
187,0,0,0,0,,,40 336 905 702
188,0,0,0,0,,,40 336 905 702
189,0,0,0,0,,,40 336 905 702
190,0,0,0,0,,,40 336 905 702
191,0,0,0,0,,,40 336 905 702
192,0,0,1,0,,W001|Y013:UNKNOWN,40 336 905 702
193,0,0,0,0,,,40 336 905 702
194,0,0,0,0,,,40 336 905 702
195,0,0,0,0,,,40 336 905 702
196,0,0,0,0,,,40 336 905 702
197,0,0,0,0,,,40 336 905 702
198,0,0,0,0,,,40 336 905 702
199,0,0,0,0,,,40 336 905 702
200,0,0,0,0,,,40 336 905 702
201,0,0,0,0,,,40 336 905 702
202,0,0,1,0,,W009|Y015:NO_HELMET,40 336 905 702
203,0,0,1,0,,W009|Y015:NO_HELMET,40 336 905 702
204,0,0,1,0,,W009|Y015:NO_HELMET,40 336 905 702
205,0,0,0,0,,,40 336 905 702
206,0,0,0,0,,,40 336 905 702
207,0,0,1,0,,W009|Y015:NO_HELMET,40 336 905 702
208,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
209,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
210,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
211,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
212,0,0,1,0,,W009|Y015:NO_HELMET,40 336 905 702
213,0,0,0,0,,,40 336 905 702
214,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
215,0,0,1,0,,W009|Y015:NO_HELMET,40 336 905 702
216,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
217,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
218,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
219,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
220,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
221,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
222,0,0,0,0,,,40 336 905 702
223,0,0,0,0,,,40 336 905 702
224,0,0,0,0,,,40 336 905 702
225,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
226,0,0,0,0,,,40 336 905 702
227,0,0,0,0,,,40 336 905 702
228,0,0,0,0,,,40 336 905 702
229,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
230,0,1,1,0,,W009|Y015:HELMETED,40 336 905 702
231,0,1,1,0,,W009|Y015:HELMETED,40 336 905 702
232,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
233,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
234,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
235,0,0,0,0,,,40 336 905 702
236,0,0,0,0,,,40 336 905 702
237,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
238,0,0,0,0,,,40 336 905 702
239,0,0,0,0,,,40 336 905 702
240,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
241,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
242,0,0,0,0,,,40 336 905 702
243,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
244,0,0,0,0,,,40 336 905 702
245,0,0,0,0,,,40 336 905 702
246,0,0,0,0,,,40 336 905 702
247,0,0,0,0,,,40 336 905 702
248,0,0,0,0,,,40 336 905 702
249,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
250,0,0,0,0,,,40 336 905 702
251,0,0,0,0,,,40 336 905 702
252,0,0,0,0,,,40 336 905 702
253,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
254,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
255,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
256,0,0,0,0,,,40 336 905 702
257,0,0,0,0,,,40 336 905 702
258,0,0,0,0,,,40 336 905 702
259,0,0,0,0,,,40 336 905 702
260,0,0,0,0,,,40 336 905 702
261,0,0,0,0,,,40 336 905 702
262,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
263,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
264,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
265,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
266,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
267,0,0,0,0,,,40 336 905 702
268,0,0,0,0,,,40 336 905 702
269,0,0,1,0,,W009|Y015:HELMETED,40 336 905 702
270,0,0,0,0,,,40 336 905 702
271,0,0,0,0,,,40 336 905 702
272,0,0,0,0,,,40 336 905 702
273,0,0,0,0,,,40 336 905 702
274,0,0,0,0,,,40 336 905 702
275,0,0,0,0,,,40 336 905 702
276,0,0,0,0,,,40 336 905 702
277,0,0,0,0,,,40 336 905 702
278,0,0,0,0,,,40 336 905 702
279,0,0,0,0,,,40 336 905 702
280,0,0,0,0,,,40 336 905 702
281,0,0,0,0,,,40 336 905 702
282,0,0,0,0,,,40 336 905 702
283,0,0,0,0,,,40 336 905 702
284,0,0,0,0,,,40 336 905 702
285,0,0,0,0,,,40 336 905 702
286,0,0,0,0,,,40 336 905 702
287,0,0,0,0,,,40 336 905 702
288,0,0,0,0,,,40 336 905 702
289,0,0,0,0,,,40 336 905 702
290,0,0,0,0,,,40 336 905 702
291,0,0,0,0,,,40 336 905 702
292,0,0,0,0,,,40 336 905 702
293,0,0,0,0,,,40 336 905 702
294,0,0,0,0,,,40 336 905 702
295,0,0,0,0,,,40 336 905 702
296,0,0,0,0,,,40 336 905 702
297,0,0,0,0,,,40 336 905 702
298,0,0,0,0,,,40 336 905 702
299,0,0,0,0,,,40 336 905 702
300,0,0,0,0,,,40 336 905 702
301,0,0,0,0,,,40 336 905 702
302,0,0,0,0,,,40 336 905 702
303,0,0,0,0,,,40 336 905 702
304,0,0,0,0,,,40 336 905 702
305,0,0,0,0,,,40 336 905 702
306,0,0,0,0,,,40 336 905 702
307,0,0,0,0,,,40 336 905 702
308,0,0,0,0,,,40 336 905 702
309,0,0,0,0,,,40 336 905 702
310,0,0,0,0,,,40 336 905 702
311,0,0,0,0,,,40 336 905 702
312,0,0,0,0,,,40 336 905 702
313,0,0,0,0,,,40 336 905 702
314,0,0,0,0,,,40 336 905 702
315,0,0,0,0,,,40 336 905 702
316,0,0,0,0,,,40 336 905 702
317,0,0,0,0,,,40 336 905 702
318,0,0,0,0,,,40 336 905 702
319,0,0,0,0,,,40 336 905 702
320,0,0,0,0,,,40 336 905 702
321,0,0,0,0,,,40 336 905 702
322,0,0,0,0,,,40 336 905 702
323,0,0,0,0,,,40 336 905 702
324,0,0,0,0,,,40 336 905 702
325,0,0,0,0,,,40 336 905 702
326,0,0,0,0,,,40 336 905 702
327,0,0,0,0,,,40 336 905 702
328,0,0,0,0,,,40 336 905 702
329,0,0,0,0,,,40 336 905 702
330,0,0,0,0,,,40 336 905 702
331,0,0,0,0,,,40 336 905 702
332,0,0,0,0,,,40 336 905 702
333,0,0,0,0,,,40 336 905 702
334,0,0,0,0,,,40 336 905 702
335,0,0,0,0,,,40 336 905 702
336,0,0,0,0,,,40 336 905 702
337,0,0,0,0,,,40 336 905 702
338,0,0,0,0,,,40 336 905 702
339,0,0,0,0,,,40 336 905 702
340,0,0,0,0,,,40 336 905 702
341,0,0,0,0,,,40 336 905 702
342,0,0,0,0,,,40 336 905 702
343,0,0,0,0,,,40 336 905 702
344,0,0,0,0,,,40 336 905 702
345,0,0,0,0,,,40 336 905 702
346,0,0,0,0,,,40 336 905 702
347,0,0,0,0,,,40 336 905 702
348,0,0,0,0,,,40 336 905 702
349,0,0,0,0,,,40 336 905 702
350,0,0,0,0,,,40 336 905 702
351,0,0,0,0,,,40 336 905 702
352,0,0,0,0,,,40 336 905 702
353,0,0,0,0,,,40 336 905 702
354,0,0,0,0,,,40 336 905 702
355,0,0,0,0,,,40 336 905 702
356,0,0,0,0,,,40 336 905 702
357,0,0,0,0,,,40 336 905 702
358,0,0,0,0,,,40 336 905 702
359,0,0,0,0,,,40 336 905 702
360,0,0,0,0,,,40 336 905 702
361,0,0,0,0,,,40 336 905 702
362,0,0,0,0,,,40 336 905 702
363,0,0,0,0,,,40 336 905 702
364,0,0,0,0,,,40 336 905 702
365,0,0,0,0,,,40 336 905 702
366,0,0,0,0,,,40 336 905 702
367,0,0,0,0,,,40 336 905 702
368,0,0,0,0,,,40 336 905 702
369,0,0,0,0,,,40 336 905 702
370,0,0,0,0,,,40 336 905 702
371,0,0,0,0,,,40 336 905 702
372,0,0,0,0,,,40 336 905 702
373,0,0,0,0,,,40 336 905 702
374,0,0,0,0,,,40 336 905 702
375,0,0,0,0,,,40 336 905 702
376,0,0,0,0,,,40 336 905 702
377,0,0,0,0,,,40 336 905 702
378,0,0,0,0,,,40 336 905 702
379,0,0,0,0,,,40 336 905 702
380,0,0,0,0,,,40 336 905 702
381,0,0,0,0,,,40 336 905 702
382,0,0,0,0,,,40 336 905 702
383,0,0,0,0,,,40 336 905 702
384,0,0,0,0,,,40 336 905 702
385,0,0,0,0,,,40 336 905 702
386,0,0,0,0,,,40 336 905 702
387,0,0,0,0,,,40 336 905 702
388,0,0,0,0,,,40 336 905 702
389,0,0,0,0,,,40 336 905 702
390,0,0,0,0,,,40 336 905 702
391,0,0,0,0,,,40 336 905 702
392,0,0,0,0,,,40 336 905 702
393,0,0,0,0,,,40 336 905 702
394,0,0,0,0,,,40 336 905 702
395,0,0,0,0,,,40 336 905 702
396,0,0,0,0,,,40 336 905 702
397,0,0,0,0,,,40 336 905 702
398,0,0,0,0,,,40 336 905 702
399,0,0,0,0,,,40 336 905 702
400,0,0,0,0,,,40 336 905 702
401,0,0,0,0,,,40 336 905 702
402,0,0,0,0,,,40 336 905 702
403,0,0,0,0,,,40 336 905 702
404,0,0,0,0,,,40 336 905 702
405,0,0,0,0,,,40 336 905 702
406,0,0,0,0,,,40 336 905 702
407,0,0,0,0,,,40 336 905 702
408,0,0,0,0,,,40 336 905 702
409,0,0,0,0,,,40 336 905 702
410,0,0,0,0,,,40 336 905 702
411,0,0,0,0,,,40 336 905 702
412,0,0,0,0,,,40 336 905 702
413,0,0,0,0,,,40 336 905 702
414,0,0,0,0,,,40 336 905 702
415,0,0,0,0,,,40 336 905 702
416,0,0,0,0,,,40 336 905 702
417,0,0,0,0,,,40 336 905 702
418,0,0,0,0,,,40 336 905 702
419,0,0,0,0,,,40 336 905 702
420,0,0,0,0,,,40 336 905 702
421,0,0,0,0,,,40 336 905 702
422,0,0,0,0,,,40 336 905 702
423,0,0,0,0,,,40 336 905 702
424,0,0,0,0,,,40 336 905 702
425,0,0,0,0,,,40 336 905 702
426,0,0,0,0,,,40 336 905 702
427,0,0,0,0,,,40 336 905 702
428,0,0,0,0,,,40 336 905 702
429,0,0,0,0,,,40 336 905 702
430,0,0,0,0,,,40 336 905 702
431,0,0,0,0,,,40 336 905 702
432,0,0,0,0,,,40 336 905 702
433,0,0,0,0,,,40 336 905 702
434,0,0,0,0,,,40 336 905 702
435,0,0,0,0,,,40 336 905 702
436,0,0,0,0,,,40 336 905 702
437,0,0,0,0,,,40 336 905 702
438,0,0,0,0,,,40 336 905 702
439,0,0,0,0,,,40 336 905 702
440,0,0,0,0,,,40 336 905 702
441,0,0,0,0,,,40 336 905 702
442,0,0,0,0,,,40 336 905 702
443,0,0,0,0,,,40 336 905 702
444,0,0,0,0,,,40 336 905 702
445,0,0,0,0,,,40 336 905 702
446,0,0,0,0,,,40 336 905 702
447,0,0,0,0,,,40 336 905 702
448,0,0,0,0,,,40 336 905 702
449,0,0,0,0,,,40 336 905 702
450,0,0,0,0,,,40 336 905 702
451,0,0,0,0,,,40 336 905 702
452,0,0,0,0,,,40 336 905 702
453,0,0,0,0,,,40 336 905 702
454,0,0,0,0,,,40 336 905 702
455,0,0,0,0,,,40 336 905 702
456,0,0,0,0,,,40 336 905 702
457,0,0,0,0,,,40 336 905 702
458,0,0,0,0,,,40 336 905 702
459,0,0,0,0,,,40 336 905 702
460,0,0,0,0,,,40 336 905 702
461,0,0,0,0,,,40 336 905 702
462,0,0,0,0,,,40 336 905 702
463,0,0,0,0,,,40 336 905 702
464,0,0,0,0,,,40 336 905 702
465,0,0,0,0,,,40 336 905 702
466,0,0,0,0,,,40 336 905 702
467,0,0,0,0,,,40 336 905 702
468,0,0,0,0,,,40 336 905 702
469,0,0,0,0,,,40 336 905 702
470,0,0,0,0,,,40 336 905 702
471,0,0,0,0,,,40 336 905 702
472,0,0,0,0,,,40 336 905 702
473,0,0,0,0,,,40 336 905 702
474,0,0,0,0,,,40 336 905 702
475,0,0,0,0,,,40 336 905 702
476,0,0,0,0,,,40 336 905 702
477,0,0,0,0,,,40 336 905 702
478,0,0,0,0,,,40 336 905 702
479,0,0,0,0,,,40 336 905 702
480,0,0,0,0,,,40 336 905 702
481,0,0,0,0,,,40 336 905 702
482,0,0,0,0,,,40 336 905 702
483,0,0,0,0,,,40 336 905 702
484,0,0,0,0,,,40 336 905 702
485,0,0,0,0,,,40 336 905 702
486,0,0,0,0,,,40 336 905 702
487,0,0,0,0,,,40 336 905 702
488,0,0,0,0,,,40 336 905 702
489,0,0,0,0,,,40 336 905 702
490,0,0,0,0,,,40 336 905 702
491,0,0,0,0,,,40 336 905 702
492,0,0,0,0,,,40 336 905 702
493,0,0,0,0,,,40 336 905 702
494,0,0,0,0,,,40 336 905 702
495,0,0,0,0,,,40 336 905 702
496,0,0,0,0,,,40 336 905 702
497,0,0,0,0,,,40 336 905 702
498,0,0,0,0,,,40 336 905 702
499,0,0,0,0,,,40 336 905 702
500,0,0,0,0,,,40 336 905 702
501,0,0,0,0,,,40 336 905 702
502,0,0,0,0,,,40 336 905 702
503,0,0,0,0,,,40 336 905 702
504,0,0,0,0,,,40 336 905 702
505,0,0,0,0,,,40 336 905 702
506,0,0,0,0,,,40 336 905 702
507,0,0,0,0,,,40 336 905 702
508,0,0,0,0,,,40 336 905 702
509,0,0,0,0,,,40 336 905 702
510,0,0,0,0,,,40 336 905 702
511,0,0,0,0,,,40 336 905 702
512,0,0,0,0,,,40 336 905 702
513,0,0,0,0,,,40 336 905 702
514,0,1,0,0,,,40 336 905 702
515,0,0,0,0,,,40 336 905 702
516,0,0,0,0,,,40 336 905 702
517,0,0,0,0,,,40 336 905 702
518,0,0,0,0,,,40 336 905 702
519,0,0,0,0,,,40 336 905 702
520,0,0,0,0,,,40 336 905 702
521,0,0,0,0,,,40 336 905 702
522,0,0,0,0,,,40 336 905 702
523,0,0,0,0,,,40 336 905 702
524,0,0,0,0,,,40 336 905 702
525,0,0,0,0,,,40 336 905 702
526,0,0,0,0,,,40 336 905 702
527,0,0,0,0,,,40 336 905 702
528,0,0,0,0,,,40 336 905 702
529,0,0,0,0,,,40 336 905 702
530,0,0,0,0,,,40 336 905 702
531,0,0,0,0,,,40 336 905 702
532,0,0,0,0,,,40 336 905 702
533,0,0,0,0,,,40 336 905 702
534,0,0,0,0,,,40 336 905 702
535,0,0,0,0,,,40 336 905 702
536,0,0,0,0,,,40 336 905 702
537,0,0,0,0,,,40 336 905 702
538,0,0,0,0,,,40 336 905 702
539,0,0,0,0,,,40 336 905 702
540,0,0,0,0,,,40 336 905 702
541,0,0,0,0,,,40 336 905 702
542,0,0,0,0,,,40 336 905 702
543,0,0,0,0,,,40 336 905 702
544,0,0,0,0,,,40 336 905 702
545,0,0,0,0,,,40 336 905 702
546,0,0,0,0,,,40 336 905 702
547,0,0,0,0,,,40 336 905 702
548,0,0,0,0,,,40 336 905 702
549,0,0,0,0,,,40 336 905 702
550,0,0,0,0,,,40 336 905 702
551,0,0,0,0,,,40 336 905 702
552,0,0,0,0,,,40 336 905 702
553,0,0,0,0,,,40 336 905 702
554,0,0,0,0,,,40 336 905 702
555,0,0,0,0,,,40 336 905 702
556,0,0,0,0,,,40 336 905 702
557,0,0,0,0,,,40 336 905 702
558,0,0,0,0,,,40 336 905 702
559,0,0,0,0,,,40 336 905 702
560,0,0,0,0,,,40 336 905 702
561,0,0,0,0,,,40 336 905 702
562,0,0,0,0,,,40 336 905 702
563,0,0,0,0,,,40 336 905 702
564,0,0,0,0,,,40 336 905 702
565,0,0,0,0,,,40 336 905 702
