frame,timestamp_sec,vehicle_track_id,vehicle_class,vehicle_conf,vehicle_bbox,matched_person_ids,matched_person_count,match_scores,raw_overload,confirmed_overload,elapsed_ms,fps
253,8.433,U001,motorcycle,0.257,224.5 361.8 275.3 412.9,,0,,0,0,26.625,37.559
254,8.467,U001,motorcycle,0.285,227.4 361.0 277.7 406.0,,0,,0,0,26.412,37.862
255,8.500,U001,motorcycle,0.310,229.1 360.8 279.4 408.2,,0,,0,0,27.947,35.782
262,8.733,U001,motorcycle,0.392,244.2 361.7 290.4 404.3,,0,,0,0,27.065,36.948
263,8.767,M008,motorcycle,0.421,246.7 360.4 291.9 403.3,,0,,0,0,26.443,37.817
264,8.800,M008,motorcycle,0.280,250.3 359.7 293.8 402.1,,0,,0,0,26.385,37.901
265,8.833,M008,motorcycle,0.255,251.5 361.2 294.9 402.7,,0,,0,0,28.033,35.673
266,8.867,M008,motorcycle,0.257,252.9 359.5 295.2 402.2,,0,,0,0,26.658,37.512
269,8.967,U001,motorcycle,0.267,257.4 366.1 290.5 402.3,,0,,0,0,26.560,37.650
272,9.067,U001,motorcycle,0.308,763.2 340.4 805.4 380.9,,0,,0,0,27.401,36.495
277,9.233,U001,motorcycle,0.312,733.5 341.6 774.9 378.9,,0,,0,0,27.892,35.852
277,9.233,U002,motorcycle,0.256,542.8 354.0 579.3 378.1,,0,,0,0,27.892,35.852
283,9.433,U001,motorcycle,0.272,703.9 347.1 740.3 375.6,,0,,0,0,27.496,36.369
284,9.467,U001,motorcycle,0.303,708.7 346.2 735.2 374.4,,0,,0,0,27.628,36.195
285,9.500,U001,motorcycle,0.363,521.8 340.2 556.3 374.5,,0,,0,0,27.821,35.944
285,9.500,U002,motorcycle,0.290,1164.2 374.7 1199.4 413.9,,0,,0,0,27.821,35.944
286,9.533,U001,motorcycle,0.252,687.7 344.6 723.3 373.5,,0,,0,0,27.366,36.542
287,9.567,U001,motorcycle,0.270,1153.8 382.6 1187.0 412.9,,0,,0,0,26.791,37.326
287,9.567,U002,motorcycle,0.253,689.6 345.3 718.5 372.8,,0,,0,0,26.791,37.326
288,9.600,U001,motorcycle,0.319,1149.7 377.7 1182.0 413.4,,0,,0,0,28.220,35.436
289,9.633,U001,motorcycle,0.363,672.3 341.1 707.8 373.5,,0,,0,0,27.244,36.705
290,9.667,U001,motorcycle,0.382,668.0 343.6 703.6 373.5,,0,,0,0,26.660,37.509
291,9.700,U001,motorcycle,0.279,662.5 342.8 698.8 372.9,,0,,0,0,27.378,36.525
293,9.767,U001,motorcycle,0.295,281.9 352.3 309.0 384.4,,0,,0,0,26.815,37.292
386,12.867,U001,motorcycle,0.378,1131.1 372.3 1226.9 420.0,,0,,0,0,26.588,37.610
387,12.900,U001,motorcycle,0.340,1146.4 374.1 1243.3 422.1,,0,,0,0,27.546,36.304
438,14.600,U001,motorcycle,0.273,577.2 347.0 605.8 379.6,,0,,0,0,25.900,38.610
467,15.567,U001,motorcycle,0.261,605.4 351.7 643.4 389.6,,0,,0,0,28.200,35.461
468,15.600,U001,motorcycle,0.255,608.7 347.3 644.6 389.4,,0,,0,0,28.029,35.677
469,15.633,U001,motorcycle,0.255,611.4 347.9 649.0 389.9,,0,,0,0,25.861,38.668
491,16.367,U001,motorcycle,0.359,808.3 363.5 863.1 402.8,,0,,0,0,27.078,36.931
492,16.400,M009,motorcycle,0.433,815.0 360.4 868.7 404.0,,0,,0,0,26.943,37.116
492,16.400,U002,motorcycle,0.292,960.0 387.5 1035.3 434.4,,0,,0,0,26.943,37.116
493,16.433,U001,motorcycle,0.317,969.7 389.8 1045.1 436.1,,0,,0,0,27.302,36.627
494,16.467,U001,motorcycle,0.363,976.3 386.8 1054.6 437.4,,0,,0,0,27.631,36.191
495,16.500,U001,motorcycle,0.307,989.0 392.0 1066.1 438.1,,0,,0,0,27.143,36.842
495,16.500,U002,motorcycle,0.265,833.5 364.0 890.5 405.8,,0,,0,0,27.143,36.842
496,16.533,U001,motorcycle,0.306,992.4 375.8 1074.9 438.4,,0,,0,0,27.078,36.930
497,16.567,U001,motorcycle,0.404,1003.8 383.4 1090.3 439.3,,0,,0,0,28.857,34.654
497,16.567,U002,motorcycle,0.330,844.5 371.1 900.8 406.3,,0,,0,0,28.857,34.654
498,16.600,M010,motorcycle,0.498,1012.1 387.5 1098.3 445.9,,0,,0,0,26.561,37.650
498,16.600,U002,motorcycle,0.279,851.2 376.7 909.1 407.4,,0,,0,0,26.561,37.650
500,16.667,U001,motorcycle,0.408,865.1 372.3 923.8 409.6,,0,,0,0,27.750,36.036
500,16.667,U002,motorcycle,0.336,1029.2 390.1 1120.4 446.7,,0,,0,0,27.750,36.036
500,16.667,U003,motorcycle,0.285,748.0 364.0 806.6 413.1,,0,,0,0,27.750,36.036
501,16.700,U001,motorcycle,0.329,871.7 376.5 930.8 408.5,,0,,0,0,26.187,38.187
501,16.700,U002,motorcycle,0.299,752.5 366.2 811.2 414.0,,0,,0,0,26.187,38.187
502,16.733,U001,motorcycle,0.364,1065.6 395.0 1144.9 453.0,,0,,0,0,26.669,37.496
502,16.733,U002,motorcycle,0.356,759.2 360.9 816.7 414.8,,0,,0,0,26.669,37.496
503,16.767,M011,motorcycle,0.449,1072.4 394.4 1155.0 453.3,,0,,0,0,27.379,36.524
504,16.800,M011,motorcycle,0.513,1079.6 393.6 1168.2 452.7,,0,,0,0,27.343,36.572
505,16.833,M011,motorcycle,0.546,1074.7 389.9 1178.2 455.9,,0,,0,0,26.196,38.174
505,16.833,U002,motorcycle,0.420,775.9 366.1 835.5 414.2,,0,,0,0,26.196,38.174
506,16.867,M012,motorcycle,0.427,778.0 370.3 842.8 414.7,,0,,0,0,26.377,37.911
506,16.867,M011,motorcycle,0.330,1093.0 399.6 1189.4 450.9,,0,,0,0,26.377,37.911
507,16.900,M011,motorcycle,0.320,1110.1 394.2 1204.1 456.8,,0,,0,0,26.235,38.117
509,16.967,M011,motorcycle,0.527,1132.0 399.7 1229.1 459.1,,0,,0,0,28.181,35.485
510,17.000,M011,motorcycle,0.513,1138.8 395.4 1242.7 461.8,,0,,0,0,28.468,35.127
511,17.033,M011,motorcycle,0.506,1146.0 394.4 1256.5 462.5,,0,,0,0,26.722,37.422
512,17.067,M011,motorcycle,0.400,1160.3 394.3 1271.8 460.1,,0,,0,0,26.796,37.319
512,17.067,U002,motorcycle,0.309,949.2 382.4 1010.0 414.6,,0,,0,0,26.796,37.319
513,17.100,M011,motorcycle,0.266,1170.2 392.2 1278.3 461.5,,0,,0,0,27.004,37.032
514,17.133,U001,motorcycle,0.344,962.2 376.3 1025.7 415.1,,0,,0,0,27.014,37.018
514,17.133,M011,motorcycle,0.305,1191.9 400.8 1276.0 458.2,,0,,0,0,27.014,37.018
514,17.133,U003,motorcycle,0.289,832.1 367.5 897.5 417.1,,0,,0,0,27.014,37.018
515,17.167,U001,motorcycle,0.373,969.6 374.4 1034.6 416.1,,0,,0,0,26.926,37.139
515,17.167,U002,motorcycle,0.309,838.3 379.3 904.9 418.5,,0,,0,0,26.926,37.139
522,17.400,U001,motorcycle,0.297,889.0 370.7 962.5 431.6,,0,,0,0,27.577,36.262
523,17.433,U001,motorcycle,0.260,1030.0 367.7 1099.9 449.2,,0,,0,0,27.591,36.243
524,17.467,U001,motorcycle,0.320,905.7 386.0 980.1 437.7,,0,,0,0,26.587,37.613
526,17.533,U001,motorcycle,0.478,1057.0 368.6 1130.6 451.4,,0,,0,0,27.280,36.656
527,17.567,M013,motorcycle,0.489,1060.5 375.5 1139.7 449.9,,0,,0,0,27.570,36.271
527,17.567,U002,motorcycle,0.295,919.7 390.2 1008.6 441.2,,0,,0,0,27.570,36.271
528,17.600,U001,motorcycle,0.263,1073.4 378.4 1149.7 428.6,,0,,0,0,27.779,35.998
530,17.667,U001,motorcycle,0.295,1093.6 384.7 1166.2 430.1,,0,,0,0,27.389,36.512
533,17.767,U001,motorcycle,0.332,1120.6 385.3 1197.5 431.9,,0,,0,0,27.784,35.992
534,17.800,M014,motorcycle,0.446,1130.3 384.3 1209.2 433.2,,0,,0,0,28.290,35.349
535,17.833,M014,motorcycle,0.727,1139.7 385.6 1216.9 433.8,,0,,0,0,28.309,35.325
535,17.833,M010,motorcycle,0.527,1002.4 397.6 1089.9 449.8,,0,,0,0,28.309,35.325
536,17.867,M014,motorcycle,0.667,1151.4 389.1 1228.3 434.1,,0,,0,0,27.230,36.724
537,17.900,M014,motorcycle,0.608,1159.0 386.0 1238.1 434.6,,0,,0,0,27.790,35.984
537,17.900,M010,motorcycle,0.487,1020.5 392.3 1110.4 450.1,,0,,0,0,27.790,35.984
538,17.933,M010,motorcycle,0.465,1029.9 398.3 1123.7 449.5,,0,,0,0,27.765,36.017
538,17.933,M014,motorcycle,0.441,1169.0 386.3 1248.1 434.4,,0,,0,0,27.765,36.017
539,17.967,M014,motorcycle,0.376,1179.1 384.4 1261.0 442.2,,0,,0,0,28.319,35.312
541,18.033,U001,motorcycle,0.256,1063.3 394.9 1158.4 453.8,,0,,0,0,28.830,34.686
542,18.067,M013,motorcycle,0.552,1072.7 394.6 1170.2 455.5,,0,,0,0,27.500,36.364
542,18.067,M014,motorcycle,0.320,1208.5 382.3 1278.8 435.5,,0,,0,0,27.500,36.364
543,18.100,M013,motorcycle,0.592,1083.5 392.3 1184.1 456.1,,0,,0,0,27.581,36.257
544,18.133,U001,motorcycle,0.306,1099.9 397.9 1194.6 457.0,,0,,0,0,27.518,36.340
547,18.233,U001,motorcycle,0.340,1129.2 399.7 1231.8 459.6,,0,,0,0,27.470,36.404
550,18.333,U001,motorcycle,0.317,1167.6 388.5 1277.3 464.1,,0,,0,0,27.656,36.159
741,24.700,U001,motorcycle,0.457,0.0 437.8 66.1 570.5,,0,,0,0,26.492,37.747
742,24.733,M015,motorcycle,0.459,0.0 437.6 93.0 566.9,,0,,0,0,27.255,36.691
743,24.767,U001,motorcycle,0.349,0.0 401.7 120.6 557.5,,0,,0,0,26.343,37.961
744,24.800,M015,motorcycle,0.689,0.0 368.0 144.7 554.7,,0,,0,0,26.385,37.901
745,24.833,M015,motorcycle,0.588,0.1 375.1 169.2 552.1,,0,,0,0,27.332,36.588
746,24.867,M015,motorcycle,0.412,0.2 368.5 188.9 556.2,,0,,0,0,27.455,36.423
747,24.900,M015,motorcycle,0.417,0.0 364.5 208.3 552.5,,0,,0,0,26.902,37.172
748,24.933,M015,motorcycle,0.541,0.2 380.5 227.1 547.7,,0,,0,0,27.432,36.453
749,24.967,M015,motorcycle,0.652,0.2 394.2 244.3 546.4,,0,,0,0,26.675,37.488
750,25.000,M015,motorcycle,0.677,0.0 405.4 261.4 567.8,,0,,0,0,27.197,36.769
751,25.033,M015,motorcycle,0.645,0.0 401.3 276.6 565.5,P036,1,1.600,0,0,26.957,37.097
752,25.067,M015,motorcycle,0.686,0.8 397.6 290.4 553.4,P036,1,1.556,0,0,26.399,37.880
753,25.100,M015,motorcycle,0.701,20.7 395.0 303.8 555.3,P036,1,1.599,0,0,27.264,36.679
754,25.133,M015,motorcycle,0.597,43.8 400.6 318.4 549.2,P036,1,1.599,0,0,27.323,36.599
755,25.167,M015,motorcycle,0.653,70.4 385.4 330.2 540.4,P036,1,1.589,0,0,27.783,35.993
756,25.200,M015,motorcycle,0.749,86.5 387.7 341.3 539.4,P036,1,1.599,0,0,28.500,35.088
757,25.233,M015,motorcycle,0.663,94.5 402.3 352.7 532.5,P036,1,1.595,0,0,27.645,36.173
758,25.267,M015,motorcycle,0.525,127.5 391.6 361.9 531.4,P036,1,1.598,0,0,27.115,36.879
759,25.300,M015,motorcycle,0.622,150.1 388.2 370.9 525.8,P036,1,1.589,0,0,28.383,35.232
760,25.333,M015,motorcycle,0.701,173.3 379.2 380.7 521.9,P036,1,1.596,0,0,27.392,36.507
761,25.367,M015,motorcycle,0.732,194.2 386.0 387.8 519.2,P036,1,1.559,0,0,27.409,36.485
762,25.400,M015,motorcycle,0.555,205.9 374.5 395.3 514.2,P033 P036,2,1.219 1.549,1,0,27.490,36.376
763,25.433,M015,motorcycle,0.611,226.5 395.0 400.5 509.1,P036,1,1.599,0,0,27.650,36.166
764,25.467,M015,motorcycle,0.667,240.5 390.4 410.8 503.5,P036,1,1.573,0,0,27.474,36.399
765,25.500,M015,motorcycle,0.655,260.4 387.2 417.3 501.7,P036,1,1.600,0,0,27.666,36.146
766,25.533,M015,motorcycle,0.668,271.6 369.9 422.6 499.6,P036,1,1.450,0,0,26.954,37.100
767,25.567,M015,motorcycle,0.666,282.5 377.0 428.2 493.5,P036,1,1.583,0,0,27.673,36.137
768,25.600,M015,motorcycle,0.696,296.9 368.8 432.8 490.0,P036,1,1.580,0,0,27.031,36.994
769,25.633,M015,motorcycle,0.628,308.5 371.6 437.8 485.2,P036,1,1.600,0,0,26.556,37.657
770,25.667,M015,motorcycle,0.719,322.4 374.3 443.6 484.8,P036 P027,2,1.471 1.073,1,0,27.053,36.965
771,25.700,M015,motorcycle,0.661,331.0 370.7 448.1 481.2,P036,1,1.569,0,0,27.271,36.669
772,25.733,M015,motorcycle,0.678,336.4 368.7 451.4 479.9,P036,1,1.599,0,0,26.708,37.442
773,25.767,M015,motorcycle,0.589,344.0 371.9 454.5 477.1,P036,1,1.599,0,0,28.604,34.960
774,25.800,M015,motorcycle,0.675,354.6 369.1 459.4 472.7,P036,1,1.576,0,0,26.436,37.827
775,25.833,M015,motorcycle,0.741,362.0 374.4 463.6 469.5,P036,1,1.487,0,0,26.539,37.680
776,25.867,M015,motorcycle,0.692,370.3 368.8 466.5 464.9,P036,1,1.587,0,0,28.125,35.555
777,25.900,M015,motorcycle,0.629,376.6 367.8 467.9 462.5,P036,1,1.534,0,0,27.241,36.709
778,25.933,M015,motorcycle,0.595,382.0 368.4 471.0 458.7,P036,1,1.513,0,0,28.278,35.364
779,25.967,M015,motorcycle,0.494,387.5 366.5 475.1 457.9,P036,1,1.450,0,0,27.729,36.064
780,26.000,M015,motorcycle,0.499,394.3 366.7 478.2 456.3,P036,1,1.599,0,0,27.111,36.886
781,26.033,M015,motorcycle,0.486,398.7 363.9 480.9 451.3,P036,1,1.557,0,0,28.998,34.485
782,26.067,M015,motorcycle,0.353,407.1 370.2 479.7 449.5,P036,1,1.599,0,0,28.686,34.860
783,26.100,M015,motorcycle,0.597,413.3 367.8 482.2 452.3,P036,1,1.586,0,1,29.099,34.365
784,26.133,M015,motorcycle,0.623,417.4 367.3 485.2 445.1,P036,1,1.576,0,0,28.171,35.497
785,26.167,M015,motorcycle,0.681,421.7 367.8 487.5 444.2,P036,1,1.590,0,0,28.297,35.339
786,26.200,M015,motorcycle,0.400,428.6 382.1 487.8 443.6,P036,1,1.591,0,0,28.164,35.506
788,26.267,M015,motorcycle,0.267,434.7 374.5 491.8 434.7,P036,1,1.600,0,0,28.399,35.212
789,26.300,M015,motorcycle,0.347,436.0 357.8 493.0 433.6,P036,1,1.458,0,0,27.706,36.094
790,26.333,M015,motorcycle,0.334,440.1 375.9 495.3 432.1,P036,1,1.450,0,0,28.624,34.936
791,26.367,M015,motorcycle,0.385,443.6 362.2 496.5 431.4,P036,1,1.565,0,0,27.421,36.468
792,26.400,M015,motorcycle,0.522,446.1 359.1 497.9 431.1,P036,1,1.567,0,0,27.963,35.762
793,26.433,M015,motorcycle,0.610,450.4 354.6 499.1 430.3,P036,1,1.450,0,0,28.040,35.663
794,26.467,M015,motorcycle,0.572,451.8 352.5 500.3 428.0,P036,1,1.600,0,0,29.073,34.397
795,26.500,M015,motorcycle,0.496,454.6 349.4 501.0 424.1,,0,,0,0,27.348,36.566
796,26.533,M015,motorcycle,0.502,456.8 356.0 503.1 421.2,,0,,0,0,27.631,36.192
797,26.567,M015,motorcycle,0.521,457.7 354.0 504.4 421.4,,0,,0,0,27.541,36.309
798,26.600,M015,motorcycle,0.473,458.6 359.0 505.4 421.1,,0,,0,0,28.403,35.208
799,26.633,M015,motorcycle,0.413,459.2 362.6 506.3 420.2,,0,,0,0,27.963,35.762
800,26.667,M015,motorcycle,0.324,461.4 363.9 506.5 419.5,,0,,0,0,28.293,35.345
801,26.700,M015,motorcycle,0.326,463.9 355.5 506.9 417.2,,0,,0,0,27.444,36.438
802,26.733,M015,motorcycle,0.290,464.9 358.9 507.3 415.3,,0,,0,0,28.979,34.508
803,26.767,M015,motorcycle,0.305,466.6 362.4 508.4 413.7,P036,1,1.483,0,0,28.077,35.617
989,32.967,U001,motorcycle,0.304,0.4 410.8 259.8 712.8,,0,,0,0,26.623,37.562
997,33.233,U001,motorcycle,0.260,434.2 397.7 790.4 712.5,,0,,0,0,27.271,36.669
998,33.267,M016,motorcycle,0.500,508.5 398.7 830.8 710.5,,0,,0,0,28.210,35.449
999,33.300,M016,motorcycle,0.509,565.8 404.5 867.3 693.0,,0,,0,0,26.900,37.174
1000,33.333,M016,motorcycle,0.355,622.1 407.4 901.2 674.2,,0,,0,0,27.034,36.990
1001,33.367,M016,motorcycle,0.374,670.8 399.5 944.5 658.7,,0,,0,0,28.649,34.905
1002,33.400,M016,motorcycle,0.289,714.0 407.2 973.3 639.6,,0,,0,0,27.924,35.811
1003,33.433,M016,motorcycle,0.626,751.0 390.8 1011.9 627.2,,0,,0,0,27.538,36.313
1005,33.500,M016,motorcycle,0.389,821.0 389.6 1058.8 606.3,,0,,0,0,27.056,36.960
1006,33.533,M016,motorcycle,0.644,852.1 383.9 1091.3 595.7,,0,,0,0,26.562,37.648
1007,33.567,M016,motorcycle,0.596,882.6 377.4 1107.6 583.2,,0,,0,0,28.078,35.615
1009,33.633,M016,motorcycle,0.401,937.0 375.6 1159.1 567.0,,0,,0,0,27.929,35.805
1012,33.733,U001,motorcycle,0.287,1003.8 357.5 1220.7 545.2,,0,,0,0,29.137,34.321
1013,33.767,M016,motorcycle,0.316,1023.2 384.7 1203.2 539.9,,0,,0,0,27.705,36.094
1014,33.800,M016,motorcycle,0.490,1041.3 388.1 1212.7 533.0,,0,,0,0,27.833,35.928
1015,33.833,M016,motorcycle,0.517,1062.1 392.3 1218.3 526.1,,0,,0,0,28.200,35.461
1016,33.867,M016,motorcycle,0.553,1078.9 392.7 1240.5 522.5,,0,,0,0,27.944,35.786
1017,33.900,M016,motorcycle,0.574,1095.1 390.3 1251.2 517.2,,0,,0,0,26.888,37.191
1019,33.967,M016,motorcycle,0.414,1126.5 381.3 1273.7 507.8,,0,,0,0,28.266,35.379
1020,34.000,M016,motorcycle,0.486,1142.6 369.1 1279.2 503.5,,0,,0,0,27.592,36.242
1021,34.033,U001,motorcycle,0.360,1157.0 309.2 1279.3 499.7,,0,,0,0,27.166,36.810
1025,34.167,U001,motorcycle,0.436,1204.8 312.0 1279.7 489.7,,0,,0,0,25.767,38.809
1188,39.600,U001,motorcycle,0.541,377.6 425.2 723.0 708.4,,0,,0,0,28.497,35.092
1189,39.633,U001,motorcycle,0.354,442.2 454.4 754.4 706.7,,0,,0,0,26.835,37.265
1196,39.867,U001,motorcycle,0.264,719.4 477.4 916.6 619.2,,0,,0,0,28.302,35.333
1198,39.933,U001,motorcycle,0.290,774.4 431.2 966.7 604.3,,0,,0,0,27.362,36.546
1199,39.967,U001,motorcycle,0.384,799.2 440.0 999.2 600.1,,0,,0,0,25.901,38.609
1200,40.000,M017,motorcycle,0.559,823.1 446.6 996.3 591.9,,0,,0,0,26.818,37.289
1201,40.033,M017,motorcycle,0.472,846.7 444.8 1006.7 580.0,,0,,0,0,27.090,36.913
1202,40.067,M017,motorcycle,0.301,867.6 438.6 1046.8 572.5,,0,,0,0,28.093,35.596
1203,40.100,M017,motorcycle,0.636,887.6 449.9 1038.7 567.8,P048,1,1.498,0,0,27.801,35.969
1204,40.133,M017,motorcycle,0.649,905.4 424.3 1054.8 564.6,P048,1,1.540,0,0,27.271,36.668
1204,40.133,U002,motorcycle,0.445,1090.4 303.0 1180.2 356.8,,0,,0,0,27.271,36.668
1205,40.167,M017,motorcycle,0.633,923.6 450.0 1066.8 559.2,P048,1,1.528,0,0,26.919,37.149
1205,40.167,U002,motorcycle,0.448,1076.6 312.4 1163.6 356.8,,0,,0,0,26.919,37.149
1206,40.200,M017,motorcycle,0.557,941.4 444.0 1080.9 551.2,P048,1,1.566,0,0,26.723,37.420
1207,40.233,M017,motorcycle,0.607,959.9 449.7 1090.9 543.9,P048,1,1.543,0,0,26.990,37.050
1208,40.267,M017,motorcycle,0.631,974.1 424.6 1112.5 541.9,P048,1,1.590,0,0,26.701,37.452
1209,40.300,M017,motorcycle,0.578,989.9 428.4 1119.2 537.5,P048,1,1.564,0,0,27.113,36.883
1210,40.333,M017,motorcycle,0.556,1002.1 413.8 1151.3 534.6,P048,1,1.595,0,0,27.342,36.574
1211,40.367,M017,motorcycle,0.587,1017.0 406.6 1180.6 529.9,P048,1,1.581,0,0,28.264,35.381
1212,40.400,M017,motorcycle,0.562,1030.8 411.3 1171.5 528.7,P048,1,1.591,0,0,27.816,35.951
1213,40.433,M017,motorcycle,0.562,1046.5 417.3 1170.8 524.2,P048,1,1.563,0,0,27.464,36.412
1213,40.433,U002,motorcycle,0.260,1047.7 348.7 1212.8 522.6,,0,,0,0,27.464,36.412
1214,40.467,M017,motorcycle,0.537,1058.9 399.7 1217.6 516.5,P048,1,1.587,0,0,27.422,36.468
1215,40.500,M017,motorcycle,0.628,1073.4 395.4 1234.1 515.8,P048,1,1.494,0,0,27.201,36.764
1216,40.533,M017,motorcycle,0.607,1086.0 397.4 1242.5 512.7,P048,1,1.559,0,0,27.624,36.201
1217,40.567,M017,motorcycle,0.541,1096.6 395.0 1253.0 510.3,,0,,0,0,27.677,36.131
1218,40.600,M017,motorcycle,0.542,1110.8 393.8 1269.6 504.0,P048,1,1.587,0,0,27.993,35.723
1219,40.633,M017,motorcycle,0.687,1123.2 391.8 1276.3 504.5,,0,,0,0,28.786,34.739
1220,40.667,M017,motorcycle,0.652,1135.4 390.3 1274.9 501.3,P048,1,1.586,0,0,28.369,35.250
1221,40.700,M017,motorcycle,0.636,1149.4 393.8 1265.0 500.1,P048,1,1.588,0,0,28.141,35.535
1222,40.733,M017,motorcycle,0.446,1160.4 321.7 1278.0 498.6,,0,,0,0,28.783,34.743
1222,40.733,U002,motorcycle,0.267,1162.9 416.7 1276.0 500.5,,0,,0,0,28.783,34.743
1223,40.767,M017,motorcycle,0.417,1171.5 346.7 1279.4 495.1,,0,,0,0,28.580,34.989
1224,40.800,U001,motorcycle,0.367,1186.3 323.8 1279.7 496.5,,0,,0,0,27.860,35.894
1225,40.833,M017,motorcycle,0.421,1197.5 324.2 1279.8 493.5,,0,,0,0,27.447,36.434
1226,40.867,M017,motorcycle,0.373,1207.0 332.7 1279.7 489.8,,0,,0,0,27.229,36.726
1227,40.900,U001,motorcycle,0.337,1219.9 394.4 1279.3 486.7,,0,,0,0,28.077,35.616
