video,source_csv,region_bbox,vehicle_count,overload_vehicle_count,row_hits,frame_hits,vehicle_ids,overload_vehicle_ids
/Users/peter/Desktop/视频/原/4.mp4,/Users/peter/Desktop/视频/原/4-yolov8n-overload-ljt_frames.csv,40.3 336.7 905.7 702.6,14,6,334,301,1 12 15 16 2 29 3 30 39 4 40 42 7 9,1 16 2 30 39 42
