video,model,tracker,processed_frames,source_frames,source_fps,imgsz,conf,match_thresh,confirm_frames,mot_min_hits,reid_weights,reid_device,reid_fp16,total_people_detections,total_two_wheeler_detections,frames_with_raw_overload,frames_with_confirmed_overload,confirmed_overload_tracks,avg_elapsed_ms,avg_fps
standardData/4/4.mp4,weights/yolov8n.pt,association,1537,1537,30.000,640,0.25,1.05,2,3,weights/osnet_x0_25_msmt17.pt,cpu,0,4760,452,14,137,3,27.548,36.300
